,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Izvedba_diskografija,Url_diskografija,Song_diskografija,Aranžman_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Album_8_diskografija,Album_9_diskografija
88,l6V8OOIw_1_88,Magazin,Magazin,Ne tice me se,60541,"Evo, ovaj je grad, ovaj je grad
ovaj je grad malen za mene
mislim, evo, i najbolje da, najbolje da 
najbolje da, odem od tebe

Ja branila sam sve
moje i tvoje najjace boje
ja gradila sam hram
i molila za nas jucer i danas
 
Ref.
Evo ti sad, neka te boli
evo ti sad, dodji i moli
ne tice me se, ne tice me se
necu da za mene umres
necu da me razumijes
ja zivim za to, ja zivim za to
da se sjetis svaki dan sto si mi ucinio

Ne tice me se
ne tice me se

Ja branila sam sve
ja gradila sam hram
i molila za nas jucer i danas

Ref.

I molila za nas jucer i danas

Ref.","https://tekstovi.net/2,95,2853.html",,Ne tiče me se (2004),I Don't Care,Paaa..? (2004),"Evo, ovaj je grad, ovaj je grad
1
ovaj je grad malen za mene
mislim, evo, i najbolje da, najbolje da
najbolje da, odem od tebe. Ja branila sam sve
moje i tvoje najjače boje
ja gradila sam hram
i molila za nas jučer i danas. Ref.
Evo ti sad, neka te boli
evo ti sad, dođi i moli
ne tiče me se, ne tiče me se
neću da za mene umreš
neću da me razumiješ
ja živim za to, ja živim za to
da se sjetiš svaki dan što si mi učinio. Ne tiče me se
ne tiče me se. Ja branila sam sve
ja gradila sam hram
i molila za nas jučer i danas. Ref.. I molila za nas jučer i danas","Here, this city, this city
this city is too small for me
I think, here, and it's best that, it's best that
it's best that I leave you. I defended everything
mine and your strongest colours
I builded a temple
and prayed for us yesterday and today. Here you go now, may it hurt you
here you go now, come and pray
I don't care, I don't care
I don't want you to die for me
I don't want you to understand me
I live for that, I live for that
so that you can remember everyday what you've done to me. I don't care
I don't care. I defended everything
mine and your strongest colours
I builded a temple
and prayed for us yesterday and today. And prayed for us yesterday and today",https://lyricstranslate.com/en/ne-ti%C4%8De-me-se-i-dont-care.html,['Tonči Huljić'],['Vjekoslava Huljić'],['Magazin'],https://diskografija.com/pjesma/ne-tice-me-se-617.htm,Ne tiče me se,['Eduard Botrić'],2004 - Paaa..?,2004 - Split 2004,2006 - The platinum collection,,,,,,
89,l6V8OOIw_1_89,Magazin,Magazin,Ne trazi od mene,17146,"Ko mi sada pravi drustvo
ko mi krati dane
samo jedno pice musko
i jedno zensko plakanje

Sve si meni bio dugo
covjek svetac, covjek cudo
svjetlo pokraj postelje
i mrak sto mi ostaje
 
Ref.
O ne, ne, ne, ne, ne
ne trazi od mene
da smijem se kao inace

Sto ispod suza ima
ne pitaj, zivim s' njima
one su ovdje domace

O ne, ne, ne, ne, ne
ne trazi od mene
da zaboravim na sve

U glavi nesvjestica
a ja sam gazdarica
suza sto me probude

One me probude

I ja hocu sve po starom
s tobom proci isto sve
pa nek' udrem opet glavom
ponovo opecem se

Ref.

Ref.","https://tekstovi.net/2,95,27540.html",,Ne trazi od mene,Don't ask me to,,"Ko mi sada pravi drustvo
ko mi krati dane
samo jedno pice musko
i jedno zensko plakanje. Sve si meni bio dugo
covjek svetac, covjek cudo
svjetlo pokraj postelje
i mrak sto mi ostaje. Ref.
O ne, ne, ne, ne, ne
ne trazi od mene
da smijem se kao inace. Sto ispod suza ima
ne pitaj, zivim s' njima
one su ovdje domace. O ne, ne, ne, ne, ne
ne trazi od mene
da zaboravim na sve. U glavi nesvjestica
a ja sam gazdarica
suza sto me probude. One me probude. I ja hocu sve po starom
s tobom proci isto sve
pa nek' udrem opet glavom
ponovo opecem se. Ref. 2x","Who's to keep my company now
To shorten my days
Just one man's drinking
And one woman's crying. You were everything to me for a long time
A holy man, miracle man
A light beside a bedding
And the darkness that remains for me. Oh no, no, no, no, no
Don't ask me to
Laugh in the different way. What is under the tears
Don't ask, I live with them
They [tears] are domestic here. Oh no, no, no, no, no
Don't ask me to
Forget everything. There's unconsciousness in [my] head
And I'm a landlady
Of the tear that wakes me up. They [tears] wake me up. I want it to be like it was before, too
To pass everything all the same with you
Let me hit with my head again
I'll char myself again",https://lyricstranslate.com/en/ne-trazi-od-mene-dont-ask-me.html,,,,,,,,,,,,,,,
90,l6V8OOIw_1_90,Magazin,Magazin,"Ne vjerujem tebi, ne vjerujem sebi",35321,"Tesko je biti iznad svega
sad kad se vise nista ne da
kad za popravni 
vec je istekao rok od srca mog

U cetiri oka, cetiri zida
pustili ljubav smo iz vida
pa sad luta tu 
ko sa lanca pusten pas
i ne pusta nas
al` ne ide, ne, pa ne ide
 
Pa, zar je hvala zelja pusta
da to prevalis preko usta
da bar ovaj put 
skines kapu za moj trud
bar ovaj put
al' ne ide, ne, pa ne ide 
a sto sam ja ucinila sve

Ref.
Ne vjerujem tebi, ne vjerujem sebi
al' se cudim ljubavi
sto jos nije digla ruke
od budala kao mi

A ja znam da ko za inat
drugi nece imat' ono nesto kao ti
sad shvacam da je to
prah i pepeo nase bivse ljubavi","https://tekstovi.net/2,95,7504.html",,,,,,,,['Tonči Huljić'],['Vjekoslava Huljić'],['Magazin'],https://diskografija.com/pjesma/ne-vjerujem-tebi-ne-vjerujem-sebi-607.htm,"Ne vjerujem tebi, ne vjerujem sebi",['Fedor Boić'],2002 - S druge strane mjeseca,2006 - The platinum collection,,,,,,,
91,l6V8OOIw_1_91,Magazin,Magazin,Nebesa (feat. Igor Cukrov),1226,"Ti dosao si zadnji put
dosao da odes, 'ko bi tebe znao
i u tudjoj sobi si
moje poljupce sa sebe presvukao

Ostalo te svuda
a tebe niotkuda
 
Ref.
Sto se sad ne otvore nebesa
mojoj dusi posljednja adresa
jer ne mogu preko tuge prijec'
sto mi falis ne mogu ti rec'

Tako ide dan po dan
najgore je kad te ima, pa te nema
i o nama razmisljam
mi smo jedna dusa silom razdvojena

Svi smo iza maski
i svima treba pasti

Ref. 2x

A gdje to ima mjesta da se legne
al' da i ti legnes pored mene
da mi kazes, vracam ti se ja
'ko je moja ljubav jedina","https://tekstovi.net/2,95,59891.html",,Nebesa,Skies,Nebesa - 2010,"Došao si zadnji put
došao da odeš
tko bi tebe znao.... I u tuđoj sobi si
moje poljupce
sa sebe presvukao. Ostalo te svuda
a tebe niotkuda. Što se sad ne otvore nebesa
mojoj duši poslijednja adresa
jer ne mogu preko tuge prijeć'
što mi fališ ne mogu ti reć'. Tako ide dan po dan
najgore je kad te
ima pa te nema. I o nama razmišljam
mi smo jedna duša
silom razdvojena. Svi smo iza maski
i svima treba pasti. Što se sad ne otvore nebesa. A gdje to ima mjesta da se legne
al' da i ti legneš pored mene
da mi kažeš - varaćam ti se ja
ko je moja ljubav jedina. Što se sad ne otvore nebesa .... ","You came for the last time
Came to leave
Who could know you.... You are in a stranger's room
You took my kisses
off you. You are left all over
You are nowhere. Why don't the skies open up now
My soul's last address
Because I can't cross over sadness
Why I miss you, I can't say. It goes like that day by day
It's the worst when
you're there and then you're not. I think about us
We are one soul
Separated by force. We're all behind masks
And everyone's should fall. Why don't the skies open up now
My soul's last address
Because I can't cross over sadness
Why I miss you, I can't say. Where is there room to lie down
But so you lie next to me
So you say - I'm coming back to you
Who is my only love?",https://lyricstranslate.com/en/nebesa-skies.html,,,"['Magazin', 'Igor Cukrov']",https://diskografija.com/pjesma/nebesa-26387.htm,Nebesa,,,,,,,,,,
92,l6V8OOIw_1_92,Magazin,Magazin,Nebo boje moje ljubavi,25292,"Svatko nekad slaze bar rijec
mi smo slagali vec
da preboljeli smo

Dobro znamo i ti i ja
znat cemo do kraja 
da vezani smo
 
Tako je dobro
tako je dobro da si tu
barem u sjecanju

Ref.
Nisu svi dani Bogom dani
putujem kroz vrijeme ja
ali srce mi stoji
tamo gdje tvoji 
koraci su ostali

Nisu svi dani Bogom dani
putujes kroz vene ti
nebo boje moje ljubavi
ne zaboravi

","https://tekstovi.net/2,95,20696.html",,,,,,,https://lyricstranslate.com/en/language/english-artists,['Tonči Huljić'],['Vjekoslava Huljić'],['Magazin'],https://diskografija.com/pjesma/nebo-boje-moje-ljubavi-580.htm,Nebo boje moje ljubavi,['Fedor Boić'],1996 - Nebo boje moje ljubavi,2001 - The best of br. 2,,,,,,,
93,l6V8OOIw_1_93,Magazin,Magazin,Necu plakat' namjerno,17692,"Samo ovu noc i nema vise
samo ovu noc i svijet se brise
ako imas srca ti, smiluj se i ostani

Nebo dugo vec nije za nas
sutra vise jos nego danas
uvecer i ujutro
jasno mi je da je sve gotovo
 
Ref.
Necu plakat' namjerno
a ljubav si zivota mog
ziva rana, ziva bol 
sto je dao Bog

Necu plakat' namjerno
ja prezivjet cu i to
tebe sto si prodao sto se prodat' imalo 
svete stvari sve, sebe i mene","https://tekstovi.net/2,95,23358.html",,,,,,,,,,['Magazin'],https://diskografija.com/pjesma/necu-plakat-namjerno-12816.htm,Neću plakat' namjerno,,,,,,,,,,
94,l6V8OOIw_1_94,Magazin,Magazin,Necu se vratiti,18842,"Sto ce meni jutro plavo
ne treba mi da me budi
zivjeti se i ne trudim
k'o svi drugi sretni ljudi

Ref. 2x
Jer ja, jer ja
necu se vratiti
 
Mrak me zove, idem s njime
u daljine i visine
al' ponijet' cu sliku tvoju
da me cuva u spokoju

Ref. 2x

Zbogom duso, sretan budi
kao i svi drugi ljudi
zivot mi se ne isplati
kad me neces svojom zvati

Ref. 2x","https://tekstovi.net/2,95,19408.html",,,,,,,,['Tonči Huljić'],['Vjekoslava Huljić'],['Magazin'],https://diskografija.com/pjesma/necu-se-vratiti-568.htm,Neću se vratiti,['Stipica Kalogjera'],1993 - Došlo vrijeme,1993 - Skalinada 2,2001 - The best of br. 2,,,,,,
95,l6V8OOIw_1_95,Magazin,Magazin,Nek se ruke rukuju,11377,"Da sam mjesec bila ja 
mjesecina da si ti
da li bi se sastali
da sam ceznja bila ja 
zelja moja da si ti
da l' bi se zaljubili
 
A da sam voda bila ja 
hladan izvor da si ti
da l' bi se poljubili
da l' bi ljubav, ljubav, ljubav bila to
oko moje jedino

Da sam pjesma bila ja 
zlatan slavuj da si ti
da li bi se opili
da l' bi bili pijani 
ili samo nervozni
nervozni od ljubavi

Gladna zima da sam ja 
a ti ptica selica
da l' bi me napustila
i da l' bi ljubav, ljubav, ljubav bila to
oko moje jedino

I dok la, la, la, la, la, la, la, la, la
zlatni slavuj kao mali dragulj pjeva, uzdise
ne bih dala, dala, dala one sretne dane 
Bogom dane za sve ostale

Da sam pjesma bila ja 
da l' bi bili pijani 
ili samo nervozni
nervozni od ljubavi

Ref. 4x
Nek se ruke rukuju 
neka drugi pjevaju
moju pjesmu ljubavnu
samo neka pjevaju 
neka svijetom putuju
tuzne da ne diraju
","https://tekstovi.net/2,95,18916.html",,,,,,,,['Tonči Huljić'],['Vjekoslava Huljić'],['Magazin'],https://diskografija.com/pjesma/nek-se-ruke-rukuju-3640.htm,Nek' se ruke rukuju,['Stipica Kalogjera'],1994 - Simpatija,1995 - Skalinada Srce od zlata,2001 - The best of br. 2,,,,,,
96,l6V8OOIw_1_96,Magazin,Magazin,Nemam snage da se pomirim,34396,"Tko me je tjerao
Da te bez uvjeta zavolim ja
Sad nemam snage te moliti
Da budemo zajedno
Zasto zvijezde rade suprotno
Tko me je tjerao da budes ti
Dozivotno u meni
 
Zasto si trazio
Srecu da osobno dodje po nas
A onda da joj se izgubi glas
Zivot je tekao
Kao med i mlijeko, ugodno
Tko me je tjerao
Da budes ti dozivotno u meni

Nemam snage da se pomirim
Al' bez tebe ja ne postojim
Hocu da mi budes ti
Prvo sto cu vidjeti kad se probudim

Nemam snage da te ne volim
Jer bez tebe ja ne postojim
Hocu da mi budes ti
Zadnje sto cu vidjeti i dodirnuti","https://tekstovi.net/2,95,2715.html",,Nemam snage da se pomirim,I Don't Have the Strength to Reconcile,Minus i plus (2000),"Tko me je tjerao
Da te bez uvjeta zavolim ja?
Sad nemam snage te moliti
Da budemo zajedno.
Zašto zvijezde rade suprotno?
Tko me je tjerao da budeš ti
Doživotno u meni?. Zašto si tražio
Sreću da osobno dođe po nas?
A onda da joj se izgubi glas?
Život je tekao
Kao med i mlijeko, ugodno...
Tko me je tjerao
Da budeš ti doživotno u meni?. Nemam snage da se pomirim,
Al' bez tebe ja ne postojim.
Hoću da mi budeš ti
Prvo što ću vidjeti kad se probudim.. Nemam snage da te ne volim
Jer bez tebe ja ne postojim.
Hoću da mi budeš ti
Zadnje što ću vidjeti i dodirnuti.","Who made me
To fall in love with you without conditions
Now I don't have the strength to beg you
To be together
Why do starts work conversely
Who made you be the
Lifetime in me. Why do you demand for
Happiness to personally come for us
And then lose her voice
Life flowed
Like honey and milk, pleasantly
Who made you be
The lifetime in me. I don't have the strength to reconcile
But I don't exist without you
I want you to be
The first thing I see when I awake. I don't have the strength to reconcile
But I don't exist without you
I want you to be
The last thing I will see and touch",https://lyricstranslate.com/en/nemam-snage-da-se-pomirim-i-dont-have-strength-reconcile.html,['Tonči Huljić'],['Vjekoslava Huljić'],['Magazin'],https://diskografija.com/pjesma/nemam-snage-da-se-pomirim-602.htm,Nemam snage da se pomirim,['Fedor Boić'],2000 - Minus i plus,2000 - Split 2000,2000 - Tonika Hit No. 4,2001 - The best of br. 1,,,,,
97,l6V8OOIw_1_97,Magazin,Magazin,Nikola,26750,"O, la, la, Nikola

Da mi je znat' gdje si sad
sesir tvoj zut cuvam jos
i cekam barem pismo
jer nekad rekli mi smo
nikada bez tebe dalje necu, Nikola
 
Da mi je znat' jedno tek
ljubi li tko dlan ti mek
pamtis li sjaj u travi
sto tek se jednom javi
Nikola, sjeti se toga

Ref.
Niko, Niko, Nikola, Niko, Niko, Nikola
Niko, Niko, Nikola, la, zasto se skrivas
o la la, Niko, Niko, Nikola
Niko, Niko, Nikola, la

Ljulja me san, mjesec mlad
samo da znam s kim si sad
dosla bih iznenada
povela te iz grada
Nikola, zlocesto moje

Ref.

Dosla bih iznenada
povela te iz grada, Nikola

Ref.

Da mi je znati gdje si sad
Niko, Niko, Nikola
Niko, Niko, Nikola, la
da joj je znati gdje si sad
Niko, Niko, Nikola
Niko, Niko, Nikola, la
4x","https://tekstovi.net/2,95,17671.html",,Nikola,Nikola,O la-la,"Da mi je znat gdje si sad Nikola
šešir tvoj žut čuvam još Nikola
I čekam barem pismo
jer nekad rekli mi smo
nikada bez tebe dalje neću Nikola. Da mi je znat' jedno tek Nikola
ljubi li tko dlan ti mek Nikola
pamtiš li sjaj u travi
što tek se jednom javi
Nikola sjeti se toga. Refren: Niko Niko Nikola
Niko Niko Nikola-la zašto se skrivaš
Niko Niko Nikola
Niko Niko Nikola zašto se skrivaš
O la-la Nikola. Ljulja me san mjesec mlad Nikola
samo da znam s kim si sad Nikola
došla bi iznenada
povela te iz grada
Nikola zločesto moje. Refren 1x","If i only knew where you are now, Nikola
I'm still keeping your yellow hat, Nikola
I'm waiting for at least a letter
Because once we said
I will never go on with you, Nikola. If i knew one thing, Nikola
Is anyone kissing your soft hand, Nikola
Do you remember the Splendor in the grass
That is seen only once
Remember that, Nikola. Chorus: Niko Niko, Nikola
Niko Niko Nikola-la, why are you hiding
Niko Niko Nikola
Niko Niko, Nikola, why are you hiding
O la-la Nikola. I'm falling sleep, new Moon, Nikola
If i only knew who are you with Nikola
I would suddenly come
Take you from the town
My Nikola, you naughty. Chorus",https://lyricstranslate.com/en/nikola-nikola.html-0,['Tonči Huljić'],['Nenad Ninčević'],['Magazin'],https://diskografija.com/pjesma/nikola-3383.htm,Nikola,,"1984 - O, la, la",1984 - Split 84,,,,,,,
98,l6V8OOIw_1_98,Magazin,Magazin,Nisam tvoj,8509,"Pijemo caj jutro je uslo u stan
pospana jos ti spremas stvari za put
gledam te nijem pomiren s tim
u mislima ti vec si sa njim

Ref.
Nisam tvoj, nisam tvoj vise ne
zalud sto volim te, zalud sve
 
Osmijeh ti stran krijes mi nesto to znam
u meni glas sve mi to sluti na kraj
uzimas kljuc, kaput i sat
za tobom je tek koraka bat

Ref.

Cijelu noc je padao snijeg
cijelu noc je padao snijeg
sve mi to znaj sluti na kraj

Kasno je sad, kasno je za rijeci sve
mozda sam kriv, mozda a, mozda i ne
ostajem nijem, pomiren s tim
u mislima ti vec si sa njim

Ref.

Cudno je to gledam a ne vidim te
tako sam sam, a trebam te jos, trebam te
zalud je sve ti nisi tu
jutro je bas poslo po zlu

Ref.

Cijelu noc je padao snijeg
cijelu noc je padao snijeg
sve mi to znaj sluti na kraj

Nisam tvoj

Nisam tvoj

Nisam tvoj

Nisam tvoj","https://tekstovi.net/2,95,22867.html",,,,,,,,['Željko Baričić'],['Nenad Ninčević'],['Magazin'],https://diskografija.com/pjesma/nisam-tvoj-8620.htm,Nisam tvoj,,,,,,,,,,
99,l6V8OOIw_1_99,Magazin,Magazin,"No, no, no (Mislim pozitivno)",13788,"O, no, no, no, no, no
o, no, no, no, no, no
o, i mislim pozitivno

O, no, no, no, no, no
o, no, no, no, no, no
o, dodji mi obavezno
 
Ref.
O, no, no, no, no, no
ne interesira me prognoza ni crnilo
o, trebam ti sve i mislim pozitivno
o, no, no, no, no, no

O, hvata me trema
trebam hitno nesto zestoko
o, oblilo me
dodji mi obavezno

Ti si u uredu
za izgubljene stvari
a gdje bi bio kad
zivis na staroj slavi

Koga jos ti zanimas, aj reci, aj reci mi
a uskoro ces ti, za mnom izgubit' glavu
pred svima skinuti, mi podvezicu plavu
to mi je plan, to ti ja, to ti ja obecavam

Jedna je jedina stvar sto mene muci
nemam hrabrosti da
tebe odvedem kuci
na cudu sam

Ref.

Tvoja je pojava
samo za oci moje
to malo rijeci je
samo za usi moje
i moje sve sa tvojim
sa tvojim poklapa se

Jedna je jedina stvar sto mene muci
nemam hrabrosti da
tebe odvedem kuci
na cudu sam

Ref.

Ref.

Obavezno","https://tekstovi.net/2,95,45567.html",,No no no (Mislim pozitivno),Noh noh noh (I think positively),Mislim pozitivno! (2014),"O, no, no, no, no, no
1
o, no, no, no, no, no
o, i mislim pozitivno. O, no, no, no, no, no
o, no, no, no, no, no
o, dođi mi obavezno. Ref.
O, no, no, no, no, no
ne interesira me prognoza ni crnilo
o, trebam ti sve i mislim pozitivno
o, no, no, no, no, no. O, hvata me trema
trebam hitno nešto žestoko
o, oblilo me
dođi mi obavezno. Ti si u uredu
za izgubljene stvari
a gdje bi bio kad
živiš na staroj slavi. Koga još ti zanimaš, aj reci, aj reci mi
a uskoro ćeš ti, za mnom izgubit' glavu
pred svima skinuti, mi podvezicu plavu
to mi je plan, to ti ja, to ti ja obećavam. Jedna je, jedina stvar što mene muči
nemam hrabrosti da
tebe odvedem kući
na čudu sam. Ref.. Tvoja je pojava
samo za oči moje
to malo riječi je
samo za uši moje
i moje sve sa tvojim
sa tvojim poklapa se. Jedna je, jedina stvar što mene muči
nemam hrabrosti da
tebe odvedem kući
na čudu sam. Ref. x2. Obavezno","Oh, noh, noh, noh, noh, noh
oh, noh, noh, noh, noh, noh
oh, and I think positively. Oh, noh, noh, noh, noh, noh
oh, noh, noh, noh, noh, noh
oh, come to me necessarily. Chorus:
Oh, noh, noh, noh, noh, noh
I'm not interested in prognosis or blackness
oh, you need everything and I think positively
oh, noh, noh, noh, noh, noh. Oh, tt gives me the jitters
I urgently need some hard drink
oh, sweat beaded me
come to me necessarily. You are in lost-and-
found office
but where was you because
you're living at old glory. Who's interested in you, say, say to me
and soon you will be crazy about me
you will take my blue garter in front of everyone
that's my plan, I promise that, promise that. It's only one, single thing what tortures me
I'm not brave enough to
take you to my house
It makes me wonder. Chorus x1. Your appearance is
only for my eyes
A little words you said are
only for my ears
and everything mine matches
with yours, with yours. It's only one, single thing what tortures me
I'm not brave enough to
take you to my house
It makes me wonder. Chorus x2. Necessarily",https://lyricstranslate.com/en/no-no-no-mislim-pozitivno-noh-noh-noh-i-think-positively.html,,,['Magazin'],https://diskografija.com/pjesma/no-no-no-23519.htm,No no no,,,,,,,,,,
100,l6V8OOIw_1_100,Magazin,Magazin,Normalno,13374,"Bice jos dana, dace Bog
za sve nas, a sad idem dok
ljubicasti sumrak pada
na neka druga srca mlada

Dala bih sto je moguce
sadasnje sve i buduce
da se uvjerim bar malo
da si dobro, da si zdravo
 
Ref.
Trazila sam rijeci koje zvuce iskreno
i suza bar da te dotuce samo to
mislila sam da je dovoljno
i krenulo je kako vec i krene lagano
a tako nije, nije tako ostalo
da sve bude normalno

Dala bih sve sto imam ja
makar bez svega ostala
da mi barem na minutu
skupis kosu razasutu

Ref.","https://tekstovi.net/2,95,8073.html",,,,,,,,['Tonči Huljić'],['Vjekoslava Huljić'],['Magazin'],https://diskografija.com/pjesma/normalno-619.htm,Normalno,['Fedor Boić'],,,,,,,,,
101,l6V8OOIw_1_101,Magazin,Magazin,Nostalgija (duet Lidija Horvat Dunjko),22552,"Tiha, tiha se cuje violina 
i moga srca strune dira 
preko mora i planina 
svira mi, svira 

Tiha, tiha se cuje violina 
ko svijetlo s nebeskih visina 
paganini s neba svira 
svira mi, svira 

Ref.
Nostalgija, nostalgija niz dusu krenula 
i cijeli zivot mene je za tebe vezala 
kad te nema ona mi je dom i rodbina 
nostalgija, nostalgija, nostalgija","https://tekstovi.net/2,95,14219.html",,Nostalgija,Nostalgia,,"Tiha, tiha se čuje violina
i moga srca strune dira
preko mora i planina
svira mi, svira. Tiha, tiha se čuje violina
ko svjetlo s nebeskih visina
Paganini s neba svira
svira mi, svira. Ref.
Nostalgija, nostalgija niz dušu krenula
i cijeli život mene je za tebe vezala
kad te nema ona mi je dom i rodbina
nostalgija, nostalgija, nostalgija","A quiet, a quiet violin is heard,
touching the heartstrings of my soul.
Over the sea and mountains
it plays for me, it plays.. A quiet, a quiet violin is heard,
like a light from celestial heights.
Paganini is playing from Heaven,
he plays for me, he plays. Ref. 2x
Nostalgia, nostalgia starts running through my soul,
tying me and my whole life forever to you.
When you are not here she is my home and family.
Nostalgia!. A quiet, a quiet violin is heard,
touching the heartstrings of my soul.
Over the sea and mountains
it plays for me, it plays.. Ref. 2x
Nostalgia, nostalgia starts running through my soul
tying me and my whole life forever to you.
When you are not here she is my home and family.
Nostalgia!",https://lyricstranslate.com/en/nostalgija-nostalgia.html-1,['Tonči Huljić'],['Vjekoslava Huljić'],"['Magazin', 'Lidija']",https://diskografija.com/pjesma/nostalgija-1366.htm,Nostalgija,,1995 - Dora 1995,"2001 - Strings of my heart - Magazin
Aranžman: Stipica Kalogjera","2001 - The best of br. 1 - Magazin
Aranžman: Stipica Kalogjera",2005 - Dueti 1985 - 2005,2006 - Eurovizija,"2006 - The platinum collection - Magazin
Aranžman: Stipica Kalogjera",,,
102,l6V8OOIw_1_102,Magazin,Magazin,"O ne, o ne",5629,"O ne, o ne, ja budim se
ali te nema kraj mene
dan je eto los
usporite mi kazaljke
ne ceka nitko na mene
jer ja sam tvoja jos
 
Ja nosim bol, ja nosim bol
velik za mali zivot moj
poludjecu i vikacu
jer kada nema ljubavi
covjek nije svoj

Ref.
Ja godinama necu zivjeti
ni godinama mira imati
ni jedan dan, ni jedan tren
necu disati

Ja necu vise nikad gledati
jer mogla bih te negdje vidjeti
 ne bih mogla ja to podnijeti

Ja nosim bol, ja nosim bol
velik za mali zivot moj
poludjecu i vikacu
jer kada nema ljubavi
covjek nije svoj

Ref.

O ne, o ne
ne ceka nitko na mene","https://tekstovi.net/2,95,32941.html",,,,,,,,,,['Magazin'],https://diskografija.com/pjesma/o-ne-o-ne-584.htm,"O ne, o ne",,,,,,,,,,
103,l6V8OOIw_1_103,Magazin,Magazin,Obecanja (duet Tifa),46675,"Sudbina je na to spala
da odluci pismo glava mjesto nas
ne igra po pravilima 
i gura se laktovima 
nemocni smo ti i ja 
bio si mi cista srijeda 
dokaz da je ljubav s neba 
ali nije to sto treba
 
Ja bih da je sve po starom 
mome srcu krov nad glavom lijep ko san 
al' nekako mi oci slute 
da od mene peres ruke 
iz dana u dan, svaki Boziji dan 
bila si mi cista srijeda 
dokaz da je ljubav s neba 
ali nije ko sto treba 

Ref.
Obecanja, obecanja sto si davao mi
tek onako, tek onako 
zar je ljubav spala na to 
zar je ljubav spala na to 
sve su manja obecanja 
kao stare karavane odnijela su sretne dane 
ostavila zive rane","https://tekstovi.net/2,95,9503.html",,Obećanja,Promises,The Best of.... (2003),"Sudbina je na to spala
Da odluči pismo glava mjesto nas
Ne igra po pravilima
I gura se laktovima
Nemoćni smo ti i ja
Bio si mi čista srijeda
Dokaz da je ljubav s neba
Ali nije to što treba. Ja bih da je sve po starom
Mome srcu krov nad glavom lijep ko san
Al' nekako mi oči slute
Da od mene pereš ruke
Iz dana u dan, svaki Božiji dan
Bila si mi čista srijeda
Dokaz da je ljubav s neba
Ali nije ko što treba. Obećanja, obećanja što si davao/la mi
Tek onako, tek onako
Zar je ljubav spala na to
Zar je ljubav spala na to
Sve su manja obećanja
Kao stare karavane
Odnijela su sretne dane
Ostavila žive rane. Sudbina je na to spala
Da odluči pismo glava umjesto nas
Ne igra po pravilima
A gura se laktovima
Nemoćni smo ti i ja. Bio si mi čista srijeda
Dokaz da je ljubav s neba
Ali nije kako treba. Obećanja, obećanja što si davao/la mi
Tek onako, tek onako
Zar je ljubav spala na to
Zar je ljubav spala na to
Sve su manja obećanja
Kao stare karavane
Odnijela su sretne dane
Ostavila žive rane. Obećanja, obećanja što si davao/la mi
Tek onako, tek onako
Zar je ljubav spala na to
Zar je ljubav spala na to
Sve su manja obećanja
Kao stare karavane
Odnijela si sretne dane
Ostavila žive rane","Destiny has come down to that
that heads or tails decide for us
not playing by rules
elbowing through
you and me are powerless
you were my Ash Wednesday
proof that loves comes from heaven
but it isn't what it's supposed to be. I wish it all remained the same
a roof over the head for my heart, beautiful like a dream
but my eyes are suspicious
that you're washing your hands of me
day by day, every God given day
you were my Ash Wednesday
proof that love comes from heaven
but it isn't what it's supposed to be. Promises, promises, that you have given me
just like that, like that
has love really fallen to that
has love really fallen to that
promises are less and less
like old caravans
they took away the happy days
leaving open wounds behind. Destiny has come down to that
that heads or tails decide for us
it doesn't play by rules
and elbows through
you and me are powerless. you were my Ash Wednesday
proof that loves comes from heaven
but it isn't what it's supposed to be. Promises, promises, that you have given to me
just like that, like that
has love really fallen down to that
has love really fallen down to that
the promises are less and less
like old caravans
they took away the happy days
leaving open wounds behind. Promises, promises, that you have given to me
just like that, like that
has love really fallen down to that
has love really fallen down to that
the promises are less and less
like old caravans
they took away the happy days
leaving open wounds behind",https://lyricstranslate.com/en/obe%C4%87anja-promises.html,,,,,,,,,,,,,,,
104,l6V8OOIw_1_104,Magazin,Magazin,"Oci crne, oci lazne",18340,"Zadnje ti pismo pisem
u ovoj noci bez sna
ljubav mi tvoja treba
da mogu zivjet ja

Za tvoje oci crne
zivot bi dala ti svoj
nocas mi dusa trne
ti vise nisi moj
 
Ref. 2x
Oci crne, oci lazne
nocas ti druga ljubi
oci crne, oci lazne
'ko ljubi srecu gubi

Za tvoje oci crne
zivot bi dala ti svoj
nocas mi dusa trne
ti vise nisi moj

Ref. 5x","https://tekstovi.net/2,95,21791.html",,,,,,,,"['Zdenko Runjić', 'Eva Silas']",['Nenad Ninčević'],['Magazin'],https://diskografija.com/pjesma/oci-crne-oci-lazne-3411.htm,Oči crne oči lažne,,,,,,,,,,
