Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz
41,CWc8m1qi_1_41,Vanna,Vanna,Pjesma o tebi,1540,"Vise ne vjerujem ocima
ni kada suzama sjaje
to je tek nemir u grudima
sto tako kratko traje

Vise ne vjerujem usnama
ni kad se smiju i ljube
to je tek zamka za naivne
sto ne znaju da gube
 
I, mada, sve mi tvoje fali
moram dalje, dobro znam

Ref.
Ponovo se nadam
ustajem i padam
borim se k´o nikada prije
al´ ponovo osjecam

Tugu sto me hvata
rukama od zlata
bojim se, da saznao ne bi
da sve su moje pjesme o tebi

I opet nisam pobijedila
nisam ti donijela srecu
govore da sam odustala
al´ vjeruj, nikada necu

Dao bi sve da zaboravis
i da se ne sjecas vise
da slike nisu sve jasnije
a pjesme da su tise

I, mada, sve mi tvoje fali
moram dalje, dobro znam

Ref. 2x

O tebi

Da sve su moje pjesme o tebi","https://tekstovi.net/2,459,64264.html",,,,,,,,,,,,,,,,,,,,,
42,CWc8m1qi_1_42,Vanna,Vanna,Pocetak i kraj,31980,"Od prstiju do koljena, od peta pa do tjemena
ja osjecam da nisam vise nesretna
ni nevjerna, ni neduzna, nije neka promjena
samo sam opet ona ista ja

Upoznali, zaljubili i mislili
 da zauvijek smo sigurni
odjednom nesto ne valja, sve je puno oblaka
sljedi cista klasika
 budjenje, pored krivog covjeka
 
Ref.
I sada znam pocetak i kraj
taj, povremen sjaj ne moze sakrit' da 
ni za sto godina to, nece bit' to
sve je savrseno svrseno

U istom jos sam krevetu, odlucujem jos uvijek istu odluku
a nemam vise vremena, jer jutro mi se pretvara
u pravu zonu sumraka gdje iza svakog ugla cekam ja

Ref. 2x

Ref. 2x","https://tekstovi.net/2,459,24448.html",,Početak i kraj,Start and the end,Ledeno doba,"Od prstiju do koljena
Od peta pa do tjemena, ja osjećam
Da nisam više nesretna
Ni nevjerna, ni nedužna
Nije neka promjena
Samo sam opet ona ista ja. Upoznali, zaljubili i mislili da zauvijek smo sigurni
Odjednom ništa ne valja, sve je puno oblaka
Slijedi čista klasika
Buđenje pored krivog čovjeka. (Refren)
I sada znam, početak i kraj
Taj povremen sjaj ne može sakrit
Da ni za sto godina to neće bit to
Sve je savršeno svršeno. U istom još sam krevetu
Odlučujem još uvijek istu odluku
A nemam više vremena
Jer jutro mi se pretvara
U pravu zonu sumraka
Gdje iza svakog ugla čekam ja. (Refren)","From toes to knees
from the bottom to the top I feel
that I'm not unhappy anymore
I'm not unfaithful, I'm not innocent
it's not some change
I'm just the old me again. We met, fell in love and tought that we're sure forever
at once nothing's right, everything is full of clouds
now just routine comes
I'm waking up next to the wrong man. And now I know, start and the end,
that occasional shine can't hide
that even for 100 years that won't be ''that something''
everything is perfectly finished. I'm still in the same bed
I'm still deciding the same decision
and I'm out of time
because my morning is turning
in real twilight zone
where I'm waiting around every corner",https://lyricstranslate.com/en/po%C4%8Detak-i-kraj-start-and-end.html,['Vanna'],https://diskografija.com/pjesma/pocetak-i-kraj-11152.htm,Početak i kraj,,,,,,,,,,,
43,CWc8m1qi_1_43,Vanna,Vanna,Pod otvorenim nebom,11876,"Priznat ces mi jednom kad te moja ljubav svlada
da sve su te druge voljele do sada
krivom stranom srca i sa hladnim usnama
i koliko sve je lakse kada shvatis da

Ref. 2x
Pod otvorenim nebom vise nisi sam
da svaki dio tebe kao sebe znam
sada mogu mirne duse na kraj svijeta s tobom
jer znam da nasa ljubav rusi sve pred sobom
 
Ne vjeruj u cuda jer oci krivo vide
kad srce je prazno sve ti lose ide
duboko u sebi svaki covjek tajnu zna
koliko sve je lakse kada shvatis da

Ref. 2x

Pod otvorenim nebom vise nisi sam
da svaki dio tebe kao sebe znam
(2x)","https://tekstovi.net/2,459,18642.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/pod-otvorenim-nebom-1402.htm,Pod otvorenim nebom,['Ante Pecotić'],['Ante Pecotić'],['Ante Pecotić'],,,,,,"Priznat ćeš mi jednom
kad te moja ljubav svlada.
Da sve su te druge
voljele do sada
krivom stranom srca
i sa hladnim usnama.
I koliko sve je lakše 
kada shvatiš da...

Pod otvorenim nebom 
više nisi sam.
Da svaki dio tebe
ko samu sebe znam.
Sad mogu mirne duše
na kraj svijeta s tobom.
Jer znam da naša ljubav
ruši sve pred sobom.

Ne vjeruj u čuda
jer oči krivo vide.
Kad srce je prazno
sve ti loše ide.
Duboko u sebi
svaki čovjek tajnu zna.
Koliko sve je lakše
kada shvatiš da...

Pod otvorenim nebom
više nisi sam.
Da svaki dio tebe
kao sebe znam.
Sad mogu mirne duše
na kraj svijeta s tobom.
Jer znam da naša ljubav
ruši sve pred sobom.",Pod otvorenim nebom,https://cuspajz.com//tekstovi-pjesama/pjesma/vanna/pod-otvorenim-nebom.html
44,CWc8m1qi_1_44,Vanna,Vanna,Podravina moja spi,302,"Gda se smraci i sunce zajde
Podravina moja zackomi
pod zvezdanim nebom ona spi, ona spi

Rosa ju je poskropila
kak dete svoje, mila
tak lepa ona spi
i niceg se ne boji
 
Ref.
Pokrita z mesecevim ogrtacem
cista i spokojna
tam me z diha zove k sebi
ja ju cujem, ili mi se cini

Pokrita z mesecevim ogrtacem
cista i spokojna
du ju budim smehom ili placem
mi ne vredi, ona spi

V srcu se je stisnula
kaj ne bi rec pisnula
pak, sad mirno ona stoji
i lepo zvezde broji

Ref.

Podravina moja spi","https://tekstovi.net/2,459,63029.html",,,,,,,,,,,,,,,,,,,,,
45,CWc8m1qi_1_45,Vanna,Vanna,Poljubi me u vrat,15595,"Poljubi me u vrat
jer ova noc je hladna kao led
i ne gledaj na sat
umotaj me dok vani pada snijeg
rastopi me na vrelim usnama
dok sapucem ti rijeci pjesmama
 
Ref.
Odvoji li me zivot od tebe
umres li daleko od mene
umrijet cu i ja
jer bez tebe nisam sva

Odvoji li me zivot od tebe
odes li daleko od mene
nestat cu i ja
jer tek sam s tobom rodjena

Poljubi me u vrat
ko zemlju s nebom vjecno spoji me
i pricaj mi na glas
sto volis kad te dotaknem
rastopi me na vrelim usnama
dok sapucem ti rijeci pjesmama

Ref.","https://tekstovi.net/2,459,14225.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/poljubi-me-u-vrat-1393.htm,Poljubi me u vrat,['Sandra Sagena'],['Sandra Sagena'],['Ilan Kabiljo'],,,,,,,,
46,CWc8m1qi_1_46,Vanna,Vanna,Pomozi mi sad,10605,"Vjeruj da je tesko
umirem kad odes
a ti mislis da 
bez tebe mogu lako

I stavi se na moje mjesto
pa zivi ako mozes 
bar jedan dan ovako kao ja
 
Zagrli me, daj
bol me, gusi danima
gdje je tome kraj
i gdje smo ti i ja 

Ref.
Pomozi mi sad
jer vise i ne znam 
zbog cega da se budim
kad vec ne volis me
nauci me bar 
kako da te mrzim
jer uzalud se trudim

Bolje suti sada
znam da si u pravu
pusti da prodje neko vrijeme
I priznat cu ti tada 
da najgore je proslo
ravno preko mene

Zagrli me, daj
bol me, gusi danima
gdje je tome kraj
i gdje smo ti i ja 

Ref.
","https://tekstovi.net/2,459,4912.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/pomozi-mi-sad-1419.htm,Pomozi mi sad,['Ante Pecotić'],['Ante Pecotić'],['Ante Pecotić'],2000 - Zadarfest 2000 - uživo,2001 - Vanna u Lisinskom - uživo,,,,"Vjeruj da je teško,
umirem kad odeš,
a ti misliš da bez tebe mogu lako.
I stavi se na moje mjesto,
pa živi ako možeš 
bar jedan dan ovako kao ja.

Zagrli me, daj,
bol me guši danima,
gdje je tome kraj
i gdje smo ti i ja ???

Pomozi mi sad,
jer više i ne znam 
zbog čega da se budim.
Kad već ne voliš me
nauči me bar kako da te mrzim,
jer uzalud se trudim.

Bolje šuti sada,
znam da si u pravu,
pusti da prođe neko vrijeme.
I priznat ću ti tada 
da najgore je prošlo,
ravno preko mene.

Zagrli me, daj,
bol me guši danima,
gdje je tome kraj
i gdje smo ti i ja ???

Pomozi mi sad
jer više i ne znam 
zbog čega da se budim.
Kad već ne voliš me
nauči me bar kako da te mrzim,
jer uzalud se trudim.",Pomozi mi sad,https://cuspajz.com//tekstovi-pjesama/pjesma/vanna/pomozi-mi-sad.html
47,CWc8m1qi_1_47,Vanna,Vanna,Ponekad,13829,"Ni sjetila se ne bih
jer suti srca glas
i uzalud misli moje
sto vode me do nas

Ne zelim nove vijesti
a govore mi sve
kako znam sto ne bih htjela
s kim si kada i gdje
 
Ref.
Ponekad nije grijeh
ako te vole i ostave
ponekad ljubav je
ono sto nemas

Ponekad nije grijeh 
cuvati snove i dodire
uzalud voli te 
onaj kog nemas

Govorili su drugi
njih dvoje mogu sve
al sutjeti da smo znali
rijeci sto najvise bole djelile nas

Trebam noci da me smire
i trebam zvjezda starih sjaj
a tebi sve je ko i prije
jutra ti donose spas

Ref.

Bas kad je sve kao u snu
nesto tad stane ti na put
promjeni smijer vrti u krug
odjednom nabolje krene
krene bez tebe i mene

Ref.","https://tekstovi.net/2,459,16628.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/ponekad-1389.htm,Ponekad,['Miro Buljan'],['Ivana Ranilović Vrdoljak Vanna'],['Miro Buljan'],,,,,,"Ni sjetila se nebih
jer šuti srca glas
I uzalud misli moje
Što vode me do nas

Ne želim nove vjesti
A govore mi sve
Kako znam što nebih htijea
s kim si kada i gdje

Ponekad nije grijeh
Ako te vole i ostave
Ponekad ljubav je
Ono što nemaš
Ponekad nije grijeh 
Čuvati snove i dodire
Uzalud voli te 
Onaj kog nemaš

Govorili su drugi:
""Njih dvoje mogu sve""
Al šutjeti da smo znali
Riječi to najviše bole
Dijelile nas

Trebam noći da me smire
I trebam zvjezda starih sjaj
A tebi sve je ko i prije
Jutra ti donose spas",Ponekad,https://cuspajz.com//tekstovi-pjesama/pjesma/vanna/ponekad.html
48,CWc8m1qi_1_48,Vanna,Vanna,Ponovo moj,11481,"Odjednom sve jasno je dok gledam te u svitanje
spavaj dok ja volim te
jer zivot je mogao proc', a da se ne budim kraj tebe
ljubav je morala moc' saznati to

Ref.
Ponovo moj, ponovo moj
svaki si dan, svako jutro, svaku noc
ponovo moj, ponovo moj
ljubav je tu, svakog trena ponovo
 
Opet je sve dobro da bolje ne moze
najsretnije lice je tvoje jutarnje
ja oduvijek znam tko si ti, lezi tu kraj mene, recu ti
sanjam taj san ljubavni citav zivot svoj

Ref.

Ja oduvijek znam tko si ti
lezi tu kraj mene, recu ti
sanjam taj san ljubavni
citav zivot svoj

Ref.","https://tekstovi.net/2,459,24449.html",,,,,,,https://lyricstranslate.com/en/language/english-artists,['Vanna'],https://diskografija.com/pjesma/ponovo-moj-11159.htm,Ponovo moj,,,,,,,,,,,
49,CWc8m1qi_1_49,Vanna,Vanna,Postoji kraj,1978,"Postoji kraj lijep ko bombon
tamo gdje rijeka grli nebo na zavoju svom
lijevo od nebraske i brda tog na komadu
plavog neba zapadnog

Ovdje bas sve zeleno je
dragi moj, najsladje sto oko vidjelo je
nema niceg mudrog ni dubokog na komadu
plavog neba zapadnog
 
Pcele u roju tu sve zuje tise
 cvijecu se kise od mirisa svog
cak se i grmlje sto prati te kotrlja sporije
na tih malih pola jutra raja tog

Ljubavi znaj, kad budes tu
 reci ces lijepseg mjesta nema niti u snu 
zato dragi mi dodji do dvorista 
mog komada plavog neba zapadnog
zato dragi pozuri do gnijezdasca mog
na moj komad plavog neba zapadnog","https://tekstovi.net/2,459,50593.html",,,,,,,,,,,,,,,,,,,,,
50,CWc8m1qi_1_50,Vanna,Vanna,Probaj,474,"Poslusaj me, daj
ne ostavljaj za kraj
ove nepotrebne velike rijeci

Kad je najteze
bar jasno vide se
ove brane koje moramo prijeci
 
Jer, nije ljubav dar
koji padne sa neba
ni izgubljena stvar
koju nadjes kad treba

Uzalud saginjes glavu
vec sam navikla na to
sto bi dao da nije u pravu
da je opet pogrijesilo

Ali, srce je htjelo ovako
cemu onda suze za kraj
zasto se predajes lako, probaj

Mozda se naizgled cini
tesko, neizvedivo
zasto plasi te grom u daljini
kad jos nisi krenuo

Tvoje srce je htjelo ovako
cemu onda suze za kraj
ma, zasto se predajes lako, probaj

Probaj, uu, probaj, ma, probaj
zasto se predajes lako
ma, zasto se predajes
zasto se predajes lako, probaj","https://tekstovi.net/2,459,63218.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/probaj-25224.htm,Probaj,,,,,,,,,,,
51,CWc8m1qi_1_51,Vanna,Vanna,Puna memorija,5554,"Brisem slike, puna memorija
neke slucajne
valjda je bila prilika
na njima uvijek ista nasmijesena lica
ni'ko poseban, ti i ja

Cekam prijevoz, izdaleka sam
moram stici doma
tamo sam sve pripremila
da nekom drugom pruzim
to sto sam za tebe
u svom srcu cuvala

Ref.
Nista mi ne dugujes
sretan ti put
nemas biti zasto
ni zbunjen, ni ljut
ma, daj ne brini za detalje
i samo kreni dalje
sto prije

Ja cu iza tebe
pospremiti stan
pozvati to sunce
da zapocne dan
i opet bit' ce sve ko prije
k'o da nista bilo nije
jer nije


Brisem slike, puna memorija
neke slucajne
valjda je bila prilika
na njima uvijek ista nasmjesena lica
ni´ko poseban, ti i ja

Ref.

I tako prodje svaki novi dan
ja sam ona ista
isti san me proganja
jer jos uvijek ne znam
koja je to tajna
sto je nas razdvojila

Ref.

I opet bit ce sve k'o prije
k'o da nista bilo nije
jer nije","https://tekstovi.net/2,459,61858.html",,Puna memorija,Full Memory,Puna Memorija,"Brišem slike, puna memorija
Neke slučajne, valjda je bila prilika
Na njima uvijek ista nasmiješena lica
Nitko poseban - ti i ja. Čekam prijevoz, izdaleka sam
Moram stići doma, tamo sam sve pripremila
Da nekom drugom pružim to što sam za tebe
U svom srcu čuvala. [Refren]
Ništa mi ne duguješ, sretan ti put
Nemaš biti zašto ni zbunjen, ni ljut
Pa daj, ne brini za detalje
Ti samo kreni dalje što prije
Ja ću iza tebe pospremiti stan
Pozvati to sunce da započne dan
I opet bit će sve ko' prije
Ko' da ništa bilo nije jer nije. Brišem slike, puna memorija
Neke slučajne, valjda je bila prilika
Na njima uvijek ista nasmiješena lica
Nitko poseban - ti i ja. [Refren]
Ništa mi ne duguješ, sretan ti put
Nemaš biti zašto ni zbunjen, ni ljut
Pa daj, ne brini za detalje
Ti samo kreni dalje što prije
Ja ću iza tebe pospremiti stan
Pozvati to sunce da započne dan
I opet bit će sve ko' prije
Ko' da ništa bilo nije jer nije. I tako prođe svaki novi dan
Ja sam ona ista, isti san me proganja
Jer još uvijek ne znam koja je to tajna
Što je nas razdvojila. [Refren]
Ništa mi ne duguješ, sretan ti put
Nemaš biti zašto ni zbunjen, ni ljut
Pa daj, ne brini za detalje
Ti samo kreni dalje što prije
Ja ću iza tebe pospremiti stan
Pozvati to sunce da započne dan
I opet bit će sve ko' prije
Ko' da ništa bilo nije jer nije. I opet bit će sve ko' prije
Ko' da ništa bilo nije jer nije","I'm erasing photos, memory full
Some accidental, I guess an occasion presented itself
Always the same smiling faces on them
No one special - you and me. I'm waiting for my ride, coming from far away
I must get home, I've prepared everything there
To give someone else all that I have
Kept in my heart for you. [Refrain]
You owe me nothing, bon voyage
You have no reason to be confused or mad
Come on, don't worry about the details
You just get on your way as soon as possible
I will tidy up the place behind you
Call that sun to cemmence the day
And everything will be like before again
Like nothing happened, because it hadn't. I'm erasing photos, memory full
Some accidental, I guess an occasion presented itself
Always the same smiling faces on them
No one special - you and me. [Refrain]
You owe me nothing, bon voyage
You have no reason to be confused or mad
Come on, don't worry about the details
You just get on your way as soon as possible
I will tidy up the place behind you
Call that sun to cemmence the day
And everything will be like before again
Like nothing happened, because it hadn't. And every new day goes by like that
I am just the same, same dream haunts me
Because I still don't know that secret
That set us apart. [Refrain]
You owe me nothing, bon voyage
You have no reason to be confused or mad
Come on, don't worry about the details
You just get on your way as soon as possible
I will tidy up the place behind you
Call that sun to cemmence the day
And everything will be like before again
Like nothing happened, because it hadn't. And everything will be like before again
Like nothing happened, because it hadn't",https://lyricstranslate.com/en/puna-memorija-full-memory.html,,,,,,,,,,,,,,
52,CWc8m1qi_1_52,Vanna,Vanna,Reci,9899,"Udji, sjedi, ne smetas nikad, kako bi
evo, popij, pusti da vristim u sebi
a na glas lazem da sam bolje sad
i dan bas je danas predivan
hvala sto si tako naivan
idi kuci, suti sad
 
Ref.
Ili reci to sto zelis
reci, reci sve
reci to sto mislis
reci prije nego prodje

Stojim, stojis, kakva smo slika ja i ti
slutim nemoc da te do kraja okrivim
cujem sat kuca kao srce bas
i zrak miran je i spokojan
hvala sto si tako necujan
ta tisina godi nam

Ref.

Ref. 2x","https://tekstovi.net/2,459,24450.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/reci-11161.htm,Reci,,,,,,,,,,,
53,CWc8m1qi_1_53,Vanna,Vanna,Sad imas razloga za suze,11760,"Ne zelim samo tvoje 
ispruzene ruke
i pogled dovoljno prazan 
da zauvijek patim

I stavit cu sebe 
na najgore muke
i nek sam prokleta 
ako ti se vratim
 
Al' bilo bi bolje za tebe
da samog sebe lazes
jer ako ti je stalo
kao sto kazes

Ref.
Tad imas razloga za suze
jer vise nikad necu doci
ja ne mogu cekati vise
gore nema mi kazne
jer srce mi je puno
a ruke tako prazne

Sad imas razloga za suze
jer vise nikad necu doci
ja ne mogu cekati vise
gore nema mi kazne
jer srce mi je puno
a ruke tako prazne

Bojim se nocas
jer misli mi nude
bez straha da dignem
i ruku na sebe

Jer znam da cu te voljet
sve dok me i bude
jer ne mogu s tobom
a moram bez tebe

I to suza sto imas tako malo
sacuvaj na vrijeme
jer ako ti je stalo 
i malo do mene

Ref.","https://tekstovi.net/2,459,16627.html",,,,,,,,,,,,,,,,,,,,,
54,CWc8m1qi_1_54,Vanna,Vanna,Sama,14047,"Vecer je, izlazim van 
izgledam dobro, to znam 
a brige cu brinuti sutra 
nekad me savlada strah 
da nisam prepoznala znak 
da moja me sudbina ceka 
 
A znam, o znam, kriva sam ja 
i moje srce od kamena 

Ref.
Ali kad jednom budem voljela 
bice to ljubav za sva vremena
za sve vijeke vjekova 
jednom ja bih voljela 
pronaci ljubav da savrsena vlada nasim srcima 
a sve do tad bicu sama 

Budi te moj njezan dah 
ne mozes sakriti strah 
da tu pored tebe me nema 
stezes mi ruku i vrat 
i trazis da priznam da ja 
za nikog ne osjecam nista ","https://tekstovi.net/2,459,8384.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/sama-1404.htm,Sama,['Bruno Kovačić'],['Bruno Kovačić'],['Nikša Bratoš'],,,,,,,,
55,CWc8m1qi_1_55,Vanna,Vanna,Sanjaj me,16737,"Ugasnut ce jednom ljubav nasa
negdje drugdje gnijezda cemo sviti
uspomene odnijet ce vrijeme
u albumu ni slike nece biti, u bejbe

Ref.
Sanjaj me, sanjaj me nocas
kad za me nema ni spokoja ni snova
nocas me sanjaj jer mozda vec sutra
u snove ti udje ljubav nova","https://tekstovi.net/2,459,13099.html",,,,,,,,,,,,,,,,,,,"Ugasnut će jednom ljubav naša
Negdje drugdje gnjezda ćemo sviti
Uspomene odnijet će vrijeme
U agou mome slike neće biti
U bejbe... 

Sanjaj me, sanjaj me noćas
Kad za mene nema spokoja ni snova
Noćas me sanjaj jer mozda već sutra
U snove ti uđe ljubav nova",Sanjaj me,https://cuspajz.com//tekstovi-pjesama/pjesma/vanna/sanjaj-me.html
56,CWc8m1qi_1_56,Vanna,Vanna,Sedam minuta (feat. Mario Huljev),5010,"Cini se da ti i ja smo jos
dva odvojena svijeta, neotkrivena
nekada me docekas na noz
a nekada ti stojim k'o salivena

Tvoja ruka me grebe
a sutra vec mi fali
sad bih dala za tebe
sto imam i sto nemam, ali
 
Ref. 2x
Sedam minuta je trajalo sve
a cekam godinama, satima
sedam minuta da zavolim te
pa da mi sreca zalupi vratima

Cini se u dane kad si moj
u sve bih pjesme tvoje ime stavila
cini se da drzim korak svoj
a citav zivot slijedim tvoja pravila

Ref.

O, je li znas, je li znas
da te volim, a nije lako
i sedam ociju da imam
i sedam ruku da te drzim njima

I sedam puta da te volim jace
ja ne bih znao kako treba
da te zadrzim za sebe

Ref.","https://tekstovi.net/2,459,44203.html",,,,,,,https://lyricstranslate.com/en/language/english-artists,,,,,,,,,,,,,,
57,CWc8m1qi_1_57,Vanna,Vanna,Sjaj,26190,"Kako sam dosla u ovo stanje
sto me dosad drzalo u zivotu
uvjerljive lazi i povrsno znanje
mogli bi sakrit' i goru sramotu

Krecem u napad, a stojim na mjestu
uzimam natrag sto moje bilo nije
kad cujem tuznu, ljubavnu pjesmu
lice mi place, a srce se smije
 
Ref.
Jednom sam vidjela sjaj u ocima svojim
bilo je nedavno znam, vec godine brojim
svoje topline mi daj, i dodji sto prije
sunce jos jednako sja, ali ne grije

Tako cu opet propustiti sansu
dati je mirno, boljoj od sebe
ma vratit' cu svoju propustenu sansu
ne dam je vise goroj od sebe

Sad znam da bolje zasluzila jesam
necu sve druge, hocu bas tebe

Ref. 2x
Opet cu vidjeti sjaj, u ocima svojim
bit' ce to uskoro, znam, dane brojim
svoje topline mi daj i dodji, sto prije
sunce jos jednako sja, ali ne grije

Ali, ne grije
(3x)","https://tekstovi.net/2,459,29360.html",,Sjaj,,Sjaj,"Kako sam došla u ovo stanje
Što me dosad držalo u životu
Uvjerljive laži i površno znanje
Mogli bi sakrit i goru sramotu. Krećem u napad, a stojim na mjestu
Uzimam natrag što moje bilo nije
Kad čujem tužnu, ljubavnu pjesmu
Lice mi plače, a srce se smije. Jednom sam vidjela sjaj u očima svojim
Bilo je nedavno znam, već godine brojim
Svoje topline mi daj, i dođi što prije
Sunce još jednako sja, ali ne grije. Tako ću opet propustiti šansu
Dati je mirno boljoj od sebe
Ma, vratit ću svoju propuštenu šansu
Ne dam je više goroj od sebe. Sad znam da bolje zaslužila jesam
Neću sve druge, hoću baš tebe. Opet ću vidjeti sjaj u očima svojim
Bit će to uskoro, znam, dane brojim
Svoje topline mi daj i dođi, što prije
Sunce još jednako sja, ali ne grije.",,https://lyricstranslate.com/en/vanna-sjaj-lyrics.html,['Vanna'],https://diskografija.com/pjesma/sjaj-15181.htm,Sjaj,,,,,,,,,,,
58,CWc8m1qi_1_58,Vanna,Vanna,Slavna,6779,"Hajde, probaj biti ta
kazu mi da izgleda
ko u savrsenom snu

Tu iz prvih redova
iza tudjih pogleda
sto u tebe gledaju
 
Sad il nikada, tvojih pet minuta je
sad il nikada, tvoje vrijeme je 
samo neka potraje
zivot ti pruza sve

Ref.
Od kad si slavna
nitko nije kao ti, slavna
svi te mogu voljeti al' medju nama
o, da li itko zna kad ostanes sama
kako je onda biti ja

Tajne koje cuvas ti
bolje sad zaboravi
svi o tebi znaju sve

Bila istina, il laz
mozda ima neku draz
dok te dobro prodaje

Sad il' nikada tvojih pet minuta je
sad il nikada,  tvoje vrijeme je 
samo neka potraje
zivot ti pruza sve

Ref. 3x","https://tekstovi.net/2,459,16629.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/slavna-1391.htm,Slavna,"['Ivana Ranilović Vrdoljak Vanna', ""Darko Juranović D'Knock""]","['Ivana Ranilović Vrdoljak Vanna', 'Ante Pecotić']","[""Darko Juranović D'Knock""]",,,,,,,,
59,CWc8m1qi_1_59,Vanna,Vanna,Stranica dnevnika (duet Aki Rahimovski),17851,"Na tvojoj listi ja sam samo broj
prosao ko dasak vjetra kroz zivot tvoj
napola prazna stranica dnevnika
da li me se sjecas, da l' mi ime pamtis

Mnogi su drugi bili pored mene
i toliko toga lijepoga mi dali
a ja sam u svima trazila tebe
da li me se sjecas, da l' mi ime pamtis
 
Ref.
Hej, otvori vrata, noc je i kisa pada
pusti da udjem bar na tren
hej, otvori vrata, noc je i kisa pada
sâm sam i ti si sama, znam

Tvoje me oci gledaju sa stranice zurnala
uvijek si to zeljela, pozirati si znala
jednoga dana ogledalo istinu ce reci, duso
nikog nece biti ruku da mi da

Ref.

Ref. 2x","https://tekstovi.net/2,459,24451.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/stranica-dnevnika-11157.htm,Stranica dnevnika,,,,,,,,,,,
60,CWc8m1qi_1_60,Vanna,Vanna,Susret,12809,"Vec sam grijesila k'o drugi svi
i to se zna
da sam trazila sigurnost
ako pogrijesim i sad

Sto se moze jos promijeniti
nejasna buducnost
sto mi moze dati ovaj cudan susret
jos jednu moju ludost
 
Moju tugu vide ljudi svi
kad prolaze kraj mene
samo ne vidis je ti
ni suze jedne zene

Sunce silazi na mokro lice
i mali znak je nade
da pojavit ces se jednom
i biti moj za kraj balade

Vec kasnis, pozuri, ja ne postojim
jer ako ne dodjes ne postojim, ne postojim, ne postojim

Tu se vrijeme mijenja i sad ce kisa
ja ustajem i cekam
nije vazno sto ce ljudi reci, nek' odnosi me rijeka

Gledam u nutrinu da procitam, u dusi pise
da sam zena sama i nista, nista vise

Moj dragi vec kasni, ja ne postojim
jer ako ne dodje ne postojim, ne postojim, ne postojim

Svjetla, izlozi, reklame, ceste
ovo sve mijesa se u masi
moja sjenka se umorila od pratnje
kako sporo dan se gasi

Ne preostaje mi nego opet kuci
u one sate puste
citav zivot bih ti dala, vise jos
sto propustas kroz prste

Ti ne razumijes da ne postojim
od danas zauvijek ne postojim, ne postojim, ne postojim","https://tekstovi.net/2,459,24452.html",,Susret,,24 sata,"Već sam griješila ko drugi svi
I to se zna
Da sam tražila sigurnost
Ako pogriješim i sad. Što se može još promijeniti
Nejasna budućnost
Što mi može dati ovaj čudan susret
Još jednu moju ludost. Moju tugu vide ljudi svi
Kad prolaze kraj mene
Samo ne vidiš je ti
Ni suze jedne žene. Sunce silazi na mokro lice
I mali znak je nade
Da pojavit ćeš se jednom
I biti moj za kraj balade. Već kasniš, požuri, ja ne postojim
Jer ako ne dođeš ne postojim, ne postojim, ne postojim. Tu se vrijeme mijenja i sad će kiša
Ja ustajem i čekam
Nije važno što će ljudi reći, nek odnosi me rijeka. Gledam u nutrinu da pročitam, u duši piše
Da sam žena sama i ništa, ništa više. Moj dragi već kasni, ja ne postojim
Jer ako ne dođe ne postojim, ne postojim, ne postojim. Svjetla, izlozi, reklame, ceste
Ovo sve miješa se u masi
Moja sjenka se umorila od pratnje
Kako sporo dan se gasi. Ne preostaje mi nego opet kući
U one sate puste
Čitav život bih ti dala, više još
Što propuštaš kroz prste. Ti ne razumiješ da ne postojim
Od danas zauvijek ne postojim, ne postojim, ne postojim.",,https://lyricstranslate.com/en/vanna-susret-lyrics.html,['Vanna'],https://diskografija.com/pjesma/susret-l-appuntamento-11158.htm,Susret (l'appuntamento),,,,,,,,,,,
