Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Url_diskografija,Song_diskografija,Album_4_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz
25,nDEq9hkG_1_25,Jacques Houdek,Jacques,Neka bude zauvijek,9642,"Ref. 2x
Ne trazi /nadu /osmijeh/ jer moje
/oci /usne/ su led
ti i ja smo neki drugaciji svijet

Nek ovaj /zagrljaj /poljubac/ bude za kraj
i neka bude zauvijek
 
Probudi se i reci koji je vrag
ne ponavljaj mi stvari 
koje odavno znam

Ne trosi fraze
nije vrijeme ni dan
svoje nasminkane lazi
nekom drugom ih daj

Sve mi to lici na igru, bejbe
predobro te poznajem

Obrisi lice, suze varalice
netko bi pao na njih
ali ja necu bit' taj
i kad tisina pusti  svoj nijemi glas
toliko o ljubavi  izmedju nas

Sve mi to lici na igru, bejbe
predobro te poznajem 

Ref. 2x","https://tekstovi.net/2,474,31829.html",,,,,,,,['Boris Đurđević'],['Boris Đurđević'],['Boris Đurđević'],['Jacques'],,,,https://diskografija.com/pjesma/neka-bude-zauvijek-1840.htm,Neka bude zauvijek,,"Ne trazi nadu osmijeh jer moje
Oci usne su led
Ti i ja smo neki drugaciji svijet

Nek ovaj zagrljaj poljubac bude za kraj
I neka bude zauvijek

Probudi se i reci koji je vrag
Ne ponavljaj mi stvari 
Koje odavno znam

Ne trosi fraze
Nije vrijeme ni dan
Svoje nasminkane lazi
Nekom drugom ih daj

Sve mi to lici na igru, bejbe
Predobro te poznajem

Obrisi lice, suze varalice
Netko bi pao na njih
Ali ja necu bit' taj
I kad tisina pusti  svoj nijemi glas
Toliko o ljubavi izmedju nas

Sve mi to lici na igru, bejbe
Predobro te poznajem ",Neka bude zauvijek,https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/neka-bude-zauvijek.html
26,nDEq9hkG_1_26,Jacques Houdek,Jacques,Nema razloga,15341,"Ima nesto u tebi
zbog cega uvijek poludim, izgubim dah
pratim ritam okova, toplina me obavija 
treba mi zrak

Svaki korak tvoj
budi zelju u meni
da prospemo strast
po mekoj postelji
 
Ref.
Nema razloga da ne osjetis plam 
mojih dlanova u hladnim nocima 
samo ti i ja na valovima sna
sve mi priznaj sad znam da sam ti drag

Ima nesto u tebi
sto me cini nervoznim, izgubim glas
jedan drhtaj tijela tvog
dovoljan je za mene padam u trance ","https://tekstovi.net/2,474,9068.html",,Nema razloga,There's No Reason,,"Ooh, yeah
(Nema razloga). Ima nešto u tebi zbog čega uvijek poludim
Izgubim dah
Pratim ritam bokova toplina me obavija
Treba mi zrak. Svaki korak tvoj budi želju u meni
Da prospemo strast po mekoj postelji. Nema razloga da ne osjetiš plam
Mojih dlanova u hladnim noćima
Samo ti i ja na valovima sna
Sve mi priznaj sad znam da sam ti drag. (Nema razloga) Oh-oh
(Nema razloga) Yeah. Ima nešto u tebi što me čini nervoznim
Izgubim glas
Jedan drhtaj tijela tvog dovoljan je za mene
Padam u trans. Svaki korak tvoj budi želju u meni
Da prospemo strast po mekoj postelji. Ne, nema razloga da ne osjetiš plam
Mojih dlanova u hladnim noćima
Samo ti i ja na valovima sna
Sve mi priznaj sad i znam da sam ti drag. Ne, nema razloga da ne osjetiš plam
Mojih usana (Na tvojim grudima)
Samo ti i ja na valovima sna
Ma sve mi priznaj sad, jer znam da sam ti drag. Oh, yeah. Samo ti i ja na valovima sna
Sve mi priznaj sad
(Znam da sam ti drag, sve mi priznaj sad)
Nema razloga. (Nema razloga da ne osjetiš plam) Ooh
(Mojih dlanova u hladnim noćima) Hey
(Samo ti i ja na valovima sna) Samo ti i ja
Sve mi priznaj sad jer znam da sam ti drag. Ne, nema razloga da ne osjetiš plam
Mojih usana na tvojim grudima
Samo ti i ja na valovima sna
Sve mi priznaj sad jer znam da sam ti drag
(Nema razloga) Nema razloga","Oooh, yeah
(There's no reason). There 's something about you that always makes me go mad
I lose rhythm
I follow the rhythm of the thighs, warmth surrounds me
I need air. Every step of yours brings out yearning in me
For us to spread passion over a soft bed. There's no reason for you not to feel the fire of
My palms in cold nights
Just you and me on the waves of dreams
Admit everything, now I know you're fond of me. (There's no reason) oh, oh
(There's no reason) yeah. There's something about you that makes me nervous
I lose my voice
One tremble of your body is enough for me
I go into trans. Every step of yours brings out yearning in me
For us to spread passion over a soft bed. No, there's no reason for you not to feel the fire of
My palms in cold nights
Just you and me on the waves of dreams
Admit everything, now I know you're fond of me. No, there's no reason for you not to feel the fire of
My lips (on your breast)
Just you and me on the waves of dreams
Admit everything, now I know you're fond of me. Oh yeah. Just you and me on the waves of dreams
Admit everything to me
(I know you're fond of me, admit everything now)
There's no reason. (There's no reason for you not to feel the fire of) ooh
(My palms in cold nights) hey
(Just you and me on the waves of dreams) Just you and me
Admit everything, now I know you're fond of me. No, there's no reason for you not to feel the fire of
My lips (on your breast)
Just you and me on the waves of dreams
Admit everything, now I know you're fond of me
(There's no reason) There's no reason",https://lyricstranslate.com/en/nema-razloga-theres-no-reason.html,['Željko Houdek Jacques'],['Boris Đurđević'],['Boris Đurđević'],['Jacques'],2004 - Čarolija,2004 - Dora 2004,,https://diskografija.com/pjesma/nema-razloga-1834.htm,Nema razloga,,"Ima nesto u tebi
Zbog cega uvijek poludim, izgubim dah
Pratim ritam okova, toplina me obavija
Treba mi zrak

Svaki korak tvoj
Budi zelju u meni
Da prospemo strast
Po mekoj postelji

Nema razloga da ne osjetis plam
Mojih dlanova u hladnim nocima
Samo ti i ja na valovima sna
Sve mi priznaj sad znam da sam ti drag

Ima nesto u tebi
Sto me cini nervoznim, izgubim glas
Jedan drhtaj tijela tvog
Dovoljan je za mene padam u trans",Nema razloga,https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/nema-razloga.html
27,nDEq9hkG_1_27,Jacques Houdek,Jacques,Nepobjediva,25841,"Nije prvi put da sam sam
i nece biti posljednji
kada slome te i ponos i sram
znam da se neces vratiti

Nespreman za novi dan
vracam sve duhove u ormar
na brzinu radim sve
al' mi ne ide
 
Ref.
Nepobjediva, ljubav sa dva lica, nisi tu 
a svaka tvoja sitnica podsjeca
na osmijeh kroz plac
jer je moje srce kamen a tvoje mac
nepobjediva, za mene ti si ljubav

Nije prvi put da sam sam
a nisam to zasluzio
ja sam mogao umrijet' za tebe
ipak u zivot sam produzio","https://tekstovi.net/2,474,8901.html","Boris Djurdjevic, Jacques Houdek",Nepobjediva,Invincible,,"Ohoho
1. Nije prvi put da sam sam
I neće biti posljednji
Kada slome te i ponos i sram
Znam da se nećeš vratiti. Nespreman za novi dan
Vraćam sve duhove u ormar, ooha
Na brzinu radim sve
Al’ mi ne ide (ne ide). (Refren)
Nepobjediva
Ljubav sa dva lica, nisi tu
A svaka tvoja sitnica podsjeća
Na osmijeh kroz plač
Jer je moje srce kamen
A tvoje mač, ooh. Nepobjediva
Za mene ti si ljubav (nepobjediva). Nije prvi put da sam sam
A nisam to zaslužio
Ja sam mogao umrijet’ za tebe
Ipak, u život sam produžio. Nespreman za novi dan
Vraćam sve duhove u ormar, ooha
Na brzinu radim sve
Al’ mi ne ide (ne ide). (Refren). Nepobjediva
Za mene ti si ljubav (nepobjediva)
Ooho","Ohoho. It's not the first time I'm alone
And it won't be the last one
When pride and shame break you
I know you won't be back. Unprepared for a new day
I put all the ghosts back into the closet, ooha
I do everything in a rush
But it doesn't work for me (It doesn't). Invincible
Love with two faces, you are not here
And your every smallest thing reminds of
Laughing thorugh crying
Because my heart is stone
And your's a sword, ooh. Invincible
Love with two faces, you are not here
And your every smallest thing reminds of
Laughing thorugh crying
Because my heart is stone
And your's a sword, ooh. Invincible
For me, you are love (invincible). It's not the first time I'm alone
But I did not deserve that
I could have died for you
Still, I went further into life. Unprepared for a new day
I put all the ghosts back into the closet, ooha
I do everything in a rush
But it doesn't work for me (It doesn't). Invincible
Love with two faces, you are not here
And your every smallest thing reminds of
Laughing thorugh crying
Because my heart is stone
And your's a sword, ooh. Invincible
Love with two faces, you are not here
And your every smallest thing reminds of
Laughing thorugh crying
Because my heart is stone
And your's a sword, ooh. Invincible
For me, you are love (invincible)
Ooho",https://lyricstranslate.com/en/nepobjediva-invincible.html,['Željko Houdek Jacques'],['Željko Houdek Jacques'],['Boris Đurđević'],['Jacques'],2005 - Dora 2005,2006 - Živim za to,,https://diskografija.com/pjesma/nepobjediva-4021.htm,Nepobjediva,,"Nije prvi put da sam sam
I nece biti posljednji
Kada slome te i ponos i sram
Znam da se neces vratiti

Nespreman za novi dan
Vracam sve duhove u ormar
Na brzinu radim sve
Al' mi ne ide

Nepobjediva, ljubav sa dva lica, nisi tu
A svaka tvoja sitnica podsjeca
Na osmijeh kroz plac
Jer je moje srce kamen a tvoje mac
Nepobjediva, za mene ti si ljubav

Nije prvi put da sam sam
A nisam to zasluzio
Ja sam mogao umrijet' za tebe
Ipak u zivot sam produzio",Nepobjediva,https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/nepobjediva.html
28,nDEq9hkG_1_28,Jacques Houdek,Jacques,Nov covjek,15648,"Sve mozes meni vratiti
sve mi naplatiti
na tugu me osuditi

Slobodno, mozes to
tvoje suze ponijet cu
hrabro na svom ramenu, namjerno
 
Ref.
Pusti me da ti iz srca odem
pa da se vratim kao nov covjek
ne daj da tuga korak mi mjeri
pred put

Slomi bar jedan
osmijeh kroz zube
druge to rade i kada gube
nikom ne reci da vise
ja ne zivim tu

Hodamo sve do kraja
ulicom ocaja
tu gdje sam zvijezde brojao

Sad je sve nestalo 
na kratko me zaboravi
nisam te povrijedio namjerno

Ref.

Nikome ni rijeci
da sam ljubav izdao
kunem se da nisam
namjerno, namjerno

Ref.","https://tekstovi.net/2,474,48272.html",,Nov čovjek,A New Man,,"Sve možeš meni vratiti,
1
sve mi naplatiti.
Na tugu me osuditi,
slobodno možeš to..
Tvoje suze ponijet ću,
hrabro na svom ramenu..
namjerno... Refren:
Pusti me da ti iz srca odem,
pa da se vratim kao nov čovjek.
Ne daj da tuga korak mi mjeri,
pred put.... Slomi bar jedan osmijeh kroz zube,
druge to rade i kada gube.
Nikom ne reci da više ja
ne živim tu.... Hodamo sve do kraja,
ulicom očaja.
Tu gdje sam zvijezde brojao,
sad je sve nestalo.
Na kratko me zaboravi
nisam te povrijedio..
namjerno.... Refren:
Pusti me da ti iz srca odem,
pa da se vratim kao nov čovjek.
Ne daj da tuga korak mi mjeri,
pred put.... Slomi bar jedan osmijeh kroz zube,
druge to rade i kada gube.
Nikom ne reci da više ja
ne živim tu.... Nikome ni riječi da sam ljubav izdao,
kunem se da nisam namjerno..namjerno.... Refren: 2x. ","You can pay me back everything,
Charge me with all.
Condemn me to sorrow,
You're free to do that...
I'll carry your tears,
Boldly on my shoulder...
Deliberately.... (Chorus)
Let me leave from your heart,
So I could return as a new man.
Don't let sorrow measure my step,
Before the travel.... Break at least one smile through your teeth,
Others do it even when they're losing.
Tell no one I no longer
Live here.... We walk all the way along
Desperation street.
Here, where I used to count the stars,
Everything disappeared now.
For a short while, forget about me,
I didn't hurt you...
Deliberately.... (Chorus)
Let me leave from your heart,
So I could return as a new man.
Don't let sorrow measure my step,
Before the travel.... Break at least one smile through your teeth,
Others do it even when they're losing.
Tell no one I no longer
Live here.... Not a word to a soul about me betraying love,
I swear I didn't do it deliberately... deliberately.... Chorus x2",https://lyricstranslate.com/en/nov-%C4%8Dovjek-new-man.html,,,,['Jacques'],,,,https://diskografija.com/pjesma/nov-covjek-15897.htm,Nov čovjek,,"Sve mozes meni vratiti
Sve mi naplatiti
Na tugu me osuditi

Slobodno, mozes to
Tvoje suze ponijet cu
Hrabro na svom ramenu, namjerno

Pusti me da ti iz srca odem
Pa da se vratim kao nov covjek
Ne daj da tuga korak mi mjeri
Pred put

Slomi bar jedan
Osmijeh kroz zube
Druge to rade i kada gube
Nikom ne reci da vise
Ja ne zivim tu

Hodamo sve do kraja
Ulicom ocaja
Tu gdje sam zvijezde brojao

Sad je sve nestalo 
Na kratko me zaboravi
Nisam te povrijedio namjerno

Nikome ni rijeci
Da sam ljubav izdao
Kunem se da nisam
Namjerno, namjerno",Nov čovjek,https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/nov-covjek.html
29,nDEq9hkG_1_29,Jacques Houdek,Jacques,Odgovor,346,"Sapni mi na uho
to sto zelis srcem svim
na koljena bih pao
da ti zelju ispunim

Kad dusu si mi dotakla
na noge si me podigla
 
Ref.
Na sve moje molitve
odgovor si ti
ti si znak sa neba
da sam dostojan ljubavi

Razlog si sto postojim
Bozji dar za mene si
na sve moje molitve
odgovor si ti

Ja sam ponosan na tebe
jer si bila uz mene
a govorili su svi da odes
nije taj za tebe
ne, ne, ne, ne, ne, ne

Ime tvoje s usana
klizi poput najsladjeg vina

Ref. 2x

Na sve moje molitve
odgovor si ti","https://tekstovi.net/2,474,63039.html",,,,,,,,,,,,,,,,,,,,
30,nDEq9hkG_1_30,Jacques Houdek,Jacques,Otkad nemam te (duet Nuska),11728,"Sve moje pjesme tuzne su
jer ne znam nego iskreno
jer ne znam ja drugacije, o ne
otkad nema te

Od svega teze pada mi
kad moja dusa sanjari
kako li lijepo bilo bi
da tu ostao si ti
 
Ref.
Kako li bi ptice pjevale
kakva li bi bila svitanja
kakve li bi slike krasile 
album sjecanja

Kako li bi more sumilo
ove noci ispod prozora
da je nasa ljubav jedina
trajala za nas

Ref. 2x","https://tekstovi.net/2,474,39103.html",,,,,,,,,,,,,,,,,,"Sve moje pjesme tuzne su
Jer ne znam nego iskreno
Jer ne znam ja drugacije, o ne
Otkad nema te

Od svega teze pada mi
Kad moja dusa sanjari
Kako li lijepo bilo bi
Da tu ostao si ti

Kako li bi ptice pjevale
Kakva li bi bila svitanja
Kakve li bi slike krasile 
Album sjecanja

Kako li bi more sumilo
Ove noci ispod prozora
Da je nasa ljubav jedina
Trajala za nas",Otkad nemam te (duet Nuska),https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/otkad-nemam-te-duet-nuska.html
31,nDEq9hkG_1_31,Jacques Houdek,Jacques,Posljednji samuraj,316,"Kad se pomolim, jasno cujem
kao iz vedra neba cujem glas
u meni nema vise radosti
tu je samo povrijedjena cast

Ostajem tvoj posljednji samuraj
casno odlazim
ostavljam ti poruku za kraj
 
Ref.
I da se nebo rusi 
mi bi ratovali, mi bi ratovali  
i da se nebo rusi
mi bi ratovali, mi bi ratovali

A zar nije bolje da se volimo
volimo, volimo
zar nije bolje da se volimo
volimo, volimo

Kad se pomirim, jasno vidim
prvi put stvarno vidim da
tvoja ljubav nema milosti
mac mi dodje kao milodar

Ref.

Zar nismo bolji, zar nismo bolji
zar nismo bolji kad se volimo
zar nismo bolji, zar nismo bolji
zar nismo bolji kad se volimo

I da se nebo rusi mi bi ratovali 
mi bi ratovali, mi bi ratovali  

Zar nije bolje da se volimo
volimo, volimo","https://tekstovi.net/2,474,63212.html",,,,,,,,,,,,,,,,,,,,
32,nDEq9hkG_1_32,Jacques Houdek,Jacques,Pravi sretnik,2863,"Blago meni oci tvoje
kad me gledaju
ja tad osjecam se ziv

I blago meni usne tvoje
kad me trebaju
ja tad osjecam se ziv
 
Ref.
Sve dok je plavog neba
sve dok je ljubav oko nas 
ja sam pravi sretnik
i ja biram nju

Ja biram nju

Ja biram nju

Blago meni misli tvoje 
kad me imaju
ja tad osjecam se ziv

I blago meni ruke tvoje
kad me ne daju 
ja tad osjecam se ziv

Ref.

Ja biram nju nju nju nju

Ja biram nju","https://tekstovi.net/2,474,56005.html",,,,,,,,,,,,,,,,,,,,
33,nDEq9hkG_1_33,Jacques Houdek,Jacques,Previse ti snova dugujem,16864,"Koliko sam puta prazne noci probdio
koliko sam puta jutro sam cekao
dok nisi ti dosla na moj prag

Ljubio sam puno nista nije ostalo
samo otisci u pijesku sve je vjetar odnio
dok nisi ti ostavila trag
 
Gubio sam nadu da cu srecu pronaci
mir sam trazio u tvom ga srcu nasao

Ref.
Budi tu na mom ramenu
neka sunce uvijek sja u tvojim ocima
ostani jer meni trebas ti
kraj tebe je dusa sigurna
ne odustajem jer previse ti snova dugujem

Koliko sam puta prazne usne ljubio
zelio sam ljubav a samo vrijeme gubio
dok nisi ti ispunila san

Gradovima pustim nocima sam lutao
ulicama mracnim dugo svjetlo trazio
dok nisi ti vratila mi dan

Gubio sam nadu da cu srecu pronaci
mir sam trazio u tvom ga srcu nasao  

Ref. 2x","https://tekstovi.net/2,474,20205.html",,,,,,,,,,,['Jacques'],,,,https://diskografija.com/pjesma/previse-ti-snova-dugujem-9470.htm,Previše ti snova dugujem,,"Koliko sam puta hladne noci probdio
Koliko sam puta jutro sam cekao
Dok nisi ti dosla na moj prag

Ljubio sam puno nista nije ostalo
Samo otisci u pijesku sve je vjetar odnio
Dok nisi ti ostavila trag

Gubio sam nadu da cu srecu pronaci
Mir sam trazio u tvom ga srcu nasao

Budi tu na mom ramenu
Neka sunce uvijek sja u tvojim ocima
Ostani jer meni trebas ti
Kraj tebe je dusa sigurna
Ne odustajem jer previse ti snova dugujem

Koliko sam puta prazne usne ljubio
Zelio sam ljubav a samo vrijeme gubio
Dok nisi ti ispunila san

Gradovima pustim nocima sam lutao
Ulicama mracnim dugo svjetlo trazio
Dok nisi ti vratila mi dan

Gubio sam nadu da cu srecu pronaci
Mir sam trazio u tvom ga srcu nasao ",Previše ti snova dugujem,https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/previse-ti-snova-dugujem.html
34,nDEq9hkG_1_34,Jacques Houdek,Jacques,Pricaj,3139,"Pricaj, gdje si i s kim si
i da l' si sretna kad s njim si
pricaj, ti dobro znas 
da volim slusat' tvoj glas

Bio sam na putu za nesretne
htio sam negdje da sretnem te
pricaj, ti barem znas
kad govoris, srce mi das
 
Umoran sam od svega
dok cekam te da mi dodes od njega
reci mi, priznaj mi sve
ja barem znam slusati te

Ref. 
Pricaj, bas sve o svojoj sreci
nista ti protiv njega necu reci
ti ces s njim, a ja nemam kome
al' znaj da tu sam kad svi te slome","https://tekstovi.net/2,474,44804.html",,,,,,,,,,,['Jacques'],,,,https://diskografija.com/pjesma/pricaj-15900.htm,Pričaj,,"Pricaj, gdje si i s kim si
I da l' si sretna kad s njim si
Pricaj, ti dobro znas 
Da volim slusat' tvoj glas

Bio sam na putu za nesretne
Htio sam negdje da sretnem te
Pricaj, ti barem znas
Kad govoris, srce mi das

Umoran sam od svega
Dok cekam te da mi dodes od njega
Reci mi, priznaj mi sve
Ja barem znam slusati te

Pricaj, bas sve o svojoj sreci
Nista ti protiv njega necu reci
Ti ces s njim, a ja nemam kome
Al' znaj da tu sam kad svi te slome",Pričaj,https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/pricaj.html
35,nDEq9hkG_1_35,Jacques Houdek,Jacques,Princeza (feat. Ivana Husar Mlinac),109,"Ti zivis 
gdje zvijezde tkaju put od srebra
i nevinoscu sja tvoje lice
dok nedostizan, kao sjena
nastavljas svoj let

Negdje sakriven tvoj je svijet
(moj svijet)
vjecnom ljubavlju dodirni me
i ostani uz mene
 
Jos ne znam
da l' si zvijezda, ili zena
i samo jedan tren da postojis
k'o ruzicasta morska pjena
na zalu stojim sam

Galebova stope brise val
vjecnom ljubavlju dodirni me
i ostani uz mene

Ref.
Jer, ti si princeza
nekog drugog svijeta
tvoja rijec stvara cuda
budi iskrena, uputi mi
osmijeh, tek da znam
postojis, nisam (nisi) sam
negdje, izvan planeta

Ref.

Ref.

Negdje, izvan tvog svijeta","https://tekstovi.net/2,474,64948.html",,,,,,,,['Aleksandar Sanja Ilić'],['Adolf Topić Dado'],,"['Jacques', 'Ivana Husar Mlinac']",2007 - Za posebne trenutke,"2007 - The ultimate collection - Dado Topić
Aranžman: Slobodan Marković",,https://diskografija.com/pjesma/princeza-12540.htm,Princeza,,,,
36,nDEq9hkG_1_36,Jacques Houdek,Jacques,Pucanj u prazno,289,"Uvijek je sama
u svojim je mislima
al', nije sretna, nije sretna
vidim, nije sretna

Ima oci 
kojima ne gleda
srce ju vodi
al' krivo ju navodi
 
Ref.
Ako pogleda
ispod ovog neba
zna, kraj njega je sama
a uvijek njemu se vraca

Ako pokusa
ispod ovog neba
zna, da puca u prazno 
to je kao pucanj u prazno

Taj je ne zasluzuje
taj je ne zasluzuje
taj je ne zasluzuje
taj je ne zasluzuje

Tako je mala
u njegovim ocima
to nije sreca, nije sreca
ne, to nije sreca

Ref.","https://tekstovi.net/2,474,63041.html",,,,,,,,,,,,,,,,,,,,
37,nDEq9hkG_1_37,Jacques Houdek,Jacques,Razgovor,896,"Sve smo radili udvoje
sve smo sanjali udvoje
mi smo voljeli udvoje
i rastali se udvoje

A bili smo kao jedno
mi smo kucali kao jedno
i disali kao jedno
a rastali se, svejedno
 
Nije ljubav ovdje zalutala

Ref.
Mozda bi nam trebao razgovor
mozda bi nas spasio razgovor
mozda nam je u zivotu
samo trebao razgovor

Da je iskren
ma koliko dug i sirok
da je sretan, da je tuzan
ma koliko ruzan
mozda bi nam (nam je) samo
trebao razgovor udvoje

Sve smo radili udvoje
sve smo rusili udvoje
mi smo zivjeli udvoje
i rastali se udvoje

Ref.","https://tekstovi.net/2,474,62718.html",Andrea čubrić,Razgovor,Conversation,,"Sve smo radili u dvoje
1
Sve smo sanjali u dvoje
Mi smo voljeli u dvoje
I rastali se u dvoje. A bili smo kao jedno
Mi smo kucali kao jedno
I disali kao jedno
A rastali se svejedno
Nije ljubav ovdje zalutala. Možda bi nam trebao razgovor
Možda bi nas spasio razgovor
Možda nam je u životu samo trebao
Razgovor. Da je iskren, ma koliko dug i širok
Da je sretan, da je tužan
Ma koliko ružan
Možda bi nam samo trebao razgovor
U dvoje. Sve smo gradili - u dvoje
Sve smo rušili - u dvoje
Mi smo živjeli - u dvoje
I rastali se u dvoje. A bili smo kao jedno
Mi smo kucali kao jedno
I disali kao jedno
A rastali se svejedno
Nije ljubav ovdje zalutala. Možda bi nam trebao razgovor
Možda bi nas spasio razgovor
Možda bi nam u životu samo trebao
Razgovor. Da je iskren, ma koliko dug i širok
Da je sretan, da je tužan
Ma koliko ružan
Možda nam je samo trebao razgovor
U dvoje","We did everything as a couple
We dreamed it all as a couple
We loved in a couple
And parted as a couple. And we were like one
We were beating like one
We were breathing like one
And parted anyway
Love did not lose it's way coming here. Maybe we should have a conversation
Maybe a conversation would save us
Maybe all we needed in life is
A conversation. If it was honest all the way through
If it was happy, if it was sad
No matter how sad
Maybe we would only need a conversation
As a couple. We were building everything - as a couple
We were demolishing everything - as a couple
We lived - as a couple
And parted as a couple. And we were like one
We were beating like one
We were breathing like one
And parted anyway
Love did not lose it's way coming here. Maybe we should have a conversation
Maybe a conversation would save us
Maybe all we needed in life is
A conversation. If it was honest all the way through
If it was happy, if it was sad
No matter how sad
Maybe we just needed a conversation
as a couple",https://lyricstranslate.com/en/razgovor-conversation.html,,,,,,,,,,,,,
38,nDEq9hkG_1_38,Jacques Houdek,Jacques,Sam,1615,"Lutao sam svuda
i noc i dan samo
da pobjegnem od sebe

Sad pokazi mi kuda
jer ne vidim sam
bila je preduga noc bez tebe
 
Od danas sve molitve svoje
za tebe izgovaram
ja zivim zbog ljubavi tvoje
al' ne zaboravljam

Ref.
Bio sam u tami
bio sam sam, sam
tamo gdje ne prolaze
dugi beskonacni dani
sada, znam, znam, znam
bez tebe uzalud je sve

Ako me ne volis ti
u trenu nek' propadne svijet
zauvjek jer dobro znam
sto je zivot bez ljubavi
kad bez tebe nemam gdje
ja nikad ne zaboravljam

Bio sam u tami
bio sam sam, sam

Trazio sam gdje da
pronadjem spas
prazan, lutao u daljinu

Da nikome, znaj, vise
ne cujem glas
srcem da dotaknem tisinu

Ref.","https://tekstovi.net/2,474,56367.html",Ante Pecotić,Sam,Alone,,"Lutao sam svuda i noć i dan
1
Samo da pobjegnem od sebe
Sad pokaži mi kuda
Jer ne vidim sam
Bila je preduga noć bez tebe. Od danas sve molitve svoje
Za tebe izgovaram
Ja živim zbog ljubavi tvoje
Ali ne zaboravljam. (Pripjev)
Bio sam u tami
Bio sam sam, sam, sam
Tamo gdje ne prolaze
Dugi beskonačni dani
Sada znam, znam, znam
Bez tebe uzalud je sve
Ako me ne voliš ti
U trenu nek' propadne svijet, zauvijek
Jer dobro znam što je život bez ljubavi
Kad bez tebe nemam gdje
Ja nikad ne zaboravljam
Bio sam u tami
Bio sam sam, sam, sam. Tražio sam gdje da pronađem spas
Prazan, lutao u daljinu
Da nikome, znaj, više ne čujem glas
Srcem da dotaknem tišinu. Od danas sve molitve svoje
Za tebe izgovaram
I živim zbog ljubavi tvoje
Al' ne zaboravljam. (Pripjev)","I wandered everywhere, night and day
Just to runaway from myself
Now show me where
Because I don't see it bymyself
The night was too long without you. As of today all of my prayers
I say for you
I live for your love
But I do not forget. (Chorus)
I was in the dark
I was alone, alone, alone
There where long endless days
Don't pass
Now I know, know, know
Without you, everything is in vain
If you don't love me
May the world collapse in an instant, forever
Because I know well what is life without love
When without you I have nowhere to go
I never forget
I was in the dark
I was alone, alone, alone. I searched where I could find salvation
Empty, I wandered far away
So I would hear, know this, nobody's voice anymore
To touch silence with my heart. As of today all of my prayers
I say for you
I live for your love
But I do not forget. (Chorus)",https://lyricstranslate.com/en/sam-alone.html-3,,,,['Jacques'],,,,https://diskografija.com/pjesma/sam-bez-ljubavi-15901.htm,Sam bez ljubavi,,,,
39,nDEq9hkG_1_39,Jacques Houdek,Jacques,Sam bez ljubavi,4739,"Stojim sam u svijetu obecanom
kunem dan kad sam ti sebe dao
nesretan, za to si ti kriva
 za sve si mi kriva

Gdje da te potrazim, a da nisam
 losu vijest tvoju u grlu tiskam 
nesretan a tako mi treba
 tvoja ljubav do neba
 
I sve, sve sto o tebi cujem
ne, ne, jedva da vjerujem
  da sve, sretna si sa njim

Ref.
Zaboravi sve sto sada pricam
ja ne poznajem nikog ko je tebi slican
uporno lazem sebe, a zelim samo tebe

Oprosti mi, kriv sam i nazad nema
 zarobljen u moru briga i problema
 prokleto jos mi falis 
i jos sam sam bez ljubavi

Ref. 2x","https://tekstovi.net/2,474,34960.html",,,,,,,,,,,['Jacques'],,,,https://diskografija.com/pjesma/sam-bez-ljubavi-15901.htm,Sam bez ljubavi,,"Stojim sam u svijetu obećanom
Kunem dan kad sam ti sebe dao
Nesretan, za to si ti kriva
Za sve si mi kriva

Gdje da te potražim, a da nisam
Lošu vijest tvoju u grlu tiskam 
Nesretan a tako mi treba
Tvoja ljubav do neba

I sve, sve što o tebi čujem
Ne, ne, jedva da vjerujem
Da sve, sretna si sa njim

Zaboravi sve sto sada pričam
Ja ne poznajem nikog ko je tebi sličan
Uporno lažem sebe, a želim samo tebe

Oprosti mi, kriv sam i nazad nema
Zarobljen u moru briga i problema
Prokleto još mi fališ 
I još sam sam bez ljubavi",Sam bez ljubavi,https://cuspajz.com//tekstovi-pjesama/pjesma/jacques-houdek/sam-bez-ljubavi.html
