,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija
50,rLIJvpNx_1_50,Tony Cetinski,Tony Cetinski,Onaj ko te ljubi sretan je,210411,"Obuci cu stare cipele
one znaju korak do tebe
da mi oci vezu s njima
naci cu te ja, jedina

Prevrnut' cu zemlju, gradove
sive ceste, vjetar, oblake
makar platio zivotom naci
cu te ja, jedina
 
Za mene jos vrijedi deset zapovijedi
nek' te nemam ja
zaljubljen sam bio samo jedno htio
da te ljubim zauvijek

Ref.
Onaj ko te ljubi sretan je
neka je, neka je
sa mnom ce se borit' za tebe
kunem se, kunem se

Spreman sam ti dati ovaj zivot cijeli
pitaj njega je li
potuc' se sa svima
a toliko srce pitaj ga da l' ima

Ref.

Onaj ko te ljubi sretan je
neka je
sa mnom ce se borit' za tebe
kunem se

Ref.","https://tekstovi.net/2,135,13626.html",,Onaj Tko Te Ljubi Sretan Je,Lucky is the man who kisses you,Budi Uz Mene (2005),"Obuci cu stare cipele
1
one znaju korak do tebe
da mi oci vezu s njima
naci cu te ja, jedina. Prevrnut' cu zemlju, gradove
sive ceste, vjetar, oblake
makar platio zivotom naci
cu te ja, jedina. Za mene jos vrijedi deset zapovijedi
nek' te nemam ja
zaljubljen sam bio samo jedno htio
da te ljubim zauvijek. Ref.
Onaj ko te ljubi sretan je
neka je, neka je
sa mnom ce se borit' za tebe
kunem se, kunem se. Spreman sam ti dati ovaj zivot cijeli
pitaj njega je li
potuc' se sa svima
a toliko srce pitaj ga dal' ima. Obuci cu stare cipele
one znaju korak do tebe
da mi oci vezu s njima
naci cu te ja, jedina. Za mene jos vrijedi deset zapovijedi
nek' te nemam ja
zaljubljen sam bio samo jedno htio
da te ljubim zauvijek. Ref.. Onaj ko te ljubi sretan je
neka je
sa mnom ce se borit' za tebe
kunem se. Ref.","I will wear old shoes
they know the pace to you
if my eyes were tied with them
I will find you, my only one. I will turn upside down the earth, cities
grey roads, wind, clouds
even if I'd to pay it with life,
I will find you, my only one. Ten commandments are still worth to me
I don't have to have you
I was in love, wanted just one thing
to kiss you forever. Ref.
Lucky is the man who kisses you
let him be, let him be
He will fight with me for you
I swear, I swear. I am ready to give you this whole life
ask him if he is too
I will fight with everyone
and ask him if he has such big heart. I will wear old shoes
they know the pace to you
if my eyes were tied with them
I will find you, my only one. Ten commandments are still worth to me
I don't have to have you
I was in love, wanted just one thing
to kiss you forever. Ref.. Lucky is the man who kisses you
let him be
He will fight with me for you
I swear. Ref.",https://lyricstranslate.com/en/onaj-tko-te-ljubi-sretan-je-lucky-man-who-kisses-you.html,,,,,,,,,,,
51,rLIJvpNx_1_51,Tony Cetinski,Tony Cetinski,Opet ljubim prvi put,71455,"Zadnji je cas da spasimo nas
sve blize je dno, noc po noc
places u snu, a te suze me sjeku k'o mac
sama si nocas, to znam, i ja sam sâm

Strah me je da sanse su 1 na 100
da pobjedim sebe, al' morat cu to
da vratim nas svijet i godine izgubljene
dok sagradim most preko olujnog mora
 
Ref.
Da opet ljubim prvi put i s tobom zoru docekam
da nisam rodjen uzalud i da opet osjecam
i da ti dam sve najbolje, da te ruke zagrle
da opet budem covjek tvoj, zivote moj   

Strah me je da sanse su 1 na 100
da pobjedim sebe, al' morat cu to
da vratim nas svijet i godine izgubljene
dok sagradim most preko olujnog mora

Ref.

Da opet ljubim prvi put i s tobom zoru docekam
da nisam rodjen uzalud i da opet osjecam 
i da ti dam sve najbolje, da te ruke zagrle
da opet budem covjek tvoj, zivote moj   ","https://tekstovi.net/2,135,26924.html",,,,,,,,['Tony Cetinski'],,,https://diskografija.com/pjesma/opet-ljubim-prvi-put-13908.htm,Opet ljubim prvi put,['Miro Buljan'],['Nenad Ninčević'],['Miro Buljan'],,,
52,rLIJvpNx_1_52,Tony Cetinski,Tony Cetinski,Opet si pobijedila,57873,"Danas jesmo, sutra nismo
sve te marke, svi ti novci, svo bogatstvo
sve je prolazno
dodju mnogi, mnogi prodju
pa se poslije pitas gdje su, sto li rade
kako im je sad
 
Ti bi htjela na brzinu, na brzinu u visinu
da ti zivot odmah pruzi sve
ali vjeruj zlato moje
ja sam iskren, ja te volim
znaj da tako stvari ne stoje

I stog cu ja da cuvam nas
da ponizim svoj dobar glas

Ref.
Opet si pobijedila
ljubav me pravi slabicem
al' si vrijedila
srce da zavaram picem
pa da postanem hrabar
i lazno ti muski opsujem sve

Ljubavi, zar slijepa si
mogu se potuci lako
ali ne mogu
otic' od tebe tek tako
jer mi ne da cud
da odem, da odes, da postanes bivsa
 a ja da postanem bivsi i lud

Samo leti ptico mala
nisi kriva, ti jos ne znas
kako prava ljubav zaboli
prve sijede, sav moj zivot
sve mi kaze da se cuva
ono sto se vjecno zavoli

Ref.","https://tekstovi.net/2,135,32580.html","Inconnu Compositeur Auteur, Miro Buljan",Opet si pobijedila,You won again,,"Danas jesmo, sutra nismo
1
sve te marke, svi ti novci, svo bogatstvo
sve je prolazno.
Dođu mnogi, mnogi prođu
pa se poslije pitaš gdje su, što li rade?
Kako im je sad?
Ti bi htjela na brzinu
na brzinu u visinu,
da ti život odmah pruži sve.
Ali vjeruj, zlato moje,
ja sam iskren, ja te volim,
znaj, da tako stvari ne stoje.. I stog' ću ja
da čuvam nas
da ponizim
svoj dobar glas.. REF.
Opet si pobijedila
ljubav me pravi slabićem,
al' si vrijedila.
Srce da zavaram pićem
pa da postanem hrabar
i lažno ti muški opsujem sve.
Ljubavi, zar slijepa si?
Ma mogu se potući lako,
ali ne mogu
otić' od tebe tek tako
jer mi ne da ćud
da odem, da odeš, da postaneš bivša,
a ja da postanem bivši i lud.. Samo leti, ptico mala,
nisi kriva,
ti još ne znaš kako prava ljubav zaboli.
Prve sijede, sav moj život,
sve mi kaže da se čuva
ono što se vječno zavoli.. I stog ću ja
da čuvam nas
da ponizim
svoj dobar glas.. Ref. x2","Today we are, tomorrow we are not
All those brands, all that money, all the wealth
It is all perishable
Many come, many go
and later you wonder where they are, what do they do?
How are they now?
You want fast
fast into the height
life to give you all right away
But believe me, my dear
I am true, I love you
Know that things don't work like that. And that is why
I will in order to keep us safe
to decry
my good reputation. You won again
love makes me weak
but you were worth it
Heart to trick with a drink
to become brave
and to swear to you like a man, falsely
Love, are you blind?
I can pick a fight easily
but I cannot
leave you just like that
because my nature is not letting me
to leave, that you leave, do become an ex girlfriend
and I to become an ex boyfriend and crazy. Just fly, little bird
it is not your fault
You still don't know how true love can hurt
First greys, all my life,
everything is telling me to keep safe
that what we love forever. And that is why
I will in order to keep us safe
to decry
my good reputation. You won again
love makes me weak
but you were worth it
Heart to trick with a drink
to become brave
and to swear to you like a man, falsely
Love, are you blind?
I can pick a fight easily
but I cannot
leave you just like that
because my nature is not letting me
to leave, that you leave, do become an ex girlfriend
and I to become an ex boyfriend and crazy. You won again
love makes me weak
but you were worth it
Heart to trick with a drink
to become brave
and to swear to you like a man, falsely
Love, are you blind?
I can pick a fight easily
but I cannot
leave you just like that
because my nature is not letting me
to leave, that you leave, do become an ex girlfriend
and I to become an ex boyfriend and crazy",https://lyricstranslate.com/en/opet-si-pobijedila-you-won-again.html,['Tony Cetinski'],,,https://diskografija.com/pjesma/opet-si-pobijedila-15655.htm,Opet si pobijedila,['Miro Buljan'],['Miro Buljan'],['Nikša Bratoš'],,,
53,rLIJvpNx_1_53,Tony Cetinski,Tony Cetinski,Oprostija bi sve,79555,"U koju skrinju od zivota
da je smistim
po kojem Bogu da je krstim
da ne poludim i ne ostarim

Na koju stranu svijeta
da jedra podignes
za koji vjetar da se pomolis
ako pogrijesis da je ne izgubis
 
Ako odgovor znas
nemoj mi ga reci sad
jos cu malo sebi lagati
i da odgovor znam
ne bih ti ga rek'o sad
istina ce sama zaboliti
kad na vrata pokuca

Ref. 2x
Oprostija bi sve
kad bi stala prid mene
samo ric izustila
oprosti joj sve
samo nemoj nikad, ne
slomit' sebe radi nje

Ako vrime udari sakon o' stol 
na koga onda da se oslonim
karte pomisa, a bas je zaboli

Na koju stranu svijeta
da jedra podignes
za koji vjetar da se pomolis
ako pogrijesis da je ne izgubis

Ako odgovor znas
nemoj mi ga reci sad
jos cu malo sebi lagati
i da odgovor znam
ne bih ti ga rek'o sad
istina ce sama zaboliti
kad na vrata pokuca

Ref. 2x
","https://tekstovi.net/2,135,13912.html",,Oprostija Bi Sve,I would forgive everything,Budi Uz Mene (2005),"U koju škrinju od života
1
da je smistim
po kojem Bogu da je krstim
da ne poludim i ne ostarim. Na koju stranu svijeta
da jedra podigneš
za koji vjetar da se pomoliš
ako pogriješiš da je ne izgubiš. Ako odgovor znaš
nemoj mi ga reći sad
još ću malo sebi lagati
i da odgovor znam
ne bih ti ga rek'o sad
istina će sama zaboliti
kad na vrata pokuca. Ref. 2x
Oprostija bi sve
kad bi stala prid mene
samo rič izustila
oprosti joj sve
samo nemoj nikad, ne
slomit' sebe radi nje. Ako vrime udari šakon o' stol
na koga onda da se oslonim
karte pomiša, a baš je zaboli. Na koju stranu svijeta
da jedra podigneš
za koji vjetar da se pomoliš
ako pogriješiš da je ne izgubiš. Ako odgovor znaš
nemoj mi ga reći sad
još ću malo sebi lagati
i da odgovor znam
ne bih ti ga rek'o sad
istina će sama zaboliti
kad na vrata pokuca. Ref. 2x","In which box of life
should I put her
by which God should I baptize her
that I not get crazy and old. To which side of the world
should you raise the sails
for which wind should you pray
if you make a mistake
that you not lose her. If you know the answer
don't tell me now
I will still lie to myself a little bit
and If I know the answer
I would not tell it now
The truth will bring pain
when it knocks at the door. Ref. 2x. I would forgive everything
if you stood infront of me
say just a word,
forgive her everything
but don't ever brake
yourself for her. If time punches at the table
to whom should I rely,
if the maps are mixed, she wouldn't care. To which side of the world
should you raise the sails
for which wind should you pray,
if you make a mistake
that you not lose her. If you know the answer
don't tell me now
I will still lie to myself a little bit
and If I know the answer
I would not tell it now
The truth will bring pain
when it knocks at the door. Ref. 2x",https://lyricstranslate.com/en/oprostija-bi-sve-i-would-forgive-everything.html,"['Tony Cetinski', 'Buđenje']",2005 - Kosti i tilo,"2005 - Budi uz mene
Aranžman: Anton Lović Toni",https://diskografija.com/pjesma/oprostija-bi-sve-5168.htm,Oprostija bi sve,['Darko Bakić'],['Darko Bakić'],,,,
54,rLIJvpNx_1_54,Tony Cetinski,Tony Cetinski,Ostani zauvijek,102748,"Svaku noc osjecam te
jer pogled mi tvoj miluje san
i svako jutro disem te
jer usne mi tvoje donose dan

Ref.
I zato ostani zauvijek
sve to sto jesi
ljubi me zauvijek, srce razbjesni
vodi me zauvijek
nek me tvoje ruke prime
jer, jedina, ljubav ti je ime

Svaki dan zivim te
jer snaga je tvoja vjetrova let
i svaki tren vise volim te
i taj osmijeh tvoj, budi moj svijet

Ref.","https://tekstovi.net/2,135,9541.html",,,,,,,,['Tony Cetinski'],,,https://diskografija.com/pjesma/ostani-zauvijek-3865.htm,Ostani zauvijek,['Toni Cetinski'],['Pamela Ramljak'],"['Toni Cetinski', ""Darko Juranović D'Knock""]",,,
55,rLIJvpNx_1_55,Tony Cetinski,Tony Cetinski,Ovo je istina (feat. Jure Brkljaca),1620,"Ima nesto dobro u losem
prazne ulice vracaju mir
a u miru i misli su bistre
postaju jasne, postaju ciste

I tada shvatis da zivot cijeli
postoji netko tko nas sve dijeli
jer ovaj put se islo na ljude
al' tu ce stati ljudi da se bude
 
Ref.
Ovo je istina
za sve lose sto cinili mi smo
za sve dobro sto cinili nismo
ovo je istina

Ovo je istina
to su novi tajni signali
sto su losi ljudi nam slali
da nas pokore

Ovo je istina

Ima nesto dobro u losem
ima nesto sto pokrece nas
kad se spoje tuga i nemoc
kad covjek izgubi glas

Nije Zemlja okrenula glavu
nije ona napustila nas
ona zeli da budemo ljudi
nema nam druge, to je jedini spas

Ref.

Priroda pamti
priroda shvaca
tko to ne cijeni
taj skupo placa

Ref.

Ima nesto dobro u losem
na ovom svijetu nisi sam
ima jos ljudi, zivot se budi
dolazi svijetlo, to dobro znam","https://tekstovi.net/2,135,60552.html",,Ovo je istina,This is the Truth,P&C Hit Records 2020.,"Ima nešto dobro u lošem
prazne ulice vraćaju mir,
a u miru i misli su bistre
postaju jasne postaju čiste.. I tada shvatiš da život cijeli
postoji netko tko nas sve dijeli,
jer ovaj put se išlo na ljude
al' tu će stati ljudi se bude.. Ovo je istina!
Za sve loše što činili mi smo
Za sve dobro što činili nismo,
ovo je istina.. Ovo je istina!
To su novi tajni signali
što su loši ljudi nam slali
da nas pokore.. Ovo je istina!
Ima nešto dobro u lošem
ima nešto što pokreće nas
kad se spoje tuga i nemoć
kada čovjek izgubi glas.. Nije zemlja okrenula glavu
nije ona napustila nas
ona želi da budemo ljudi.
nema nam druge to je jedini spas.. Ovo je istina
Za sve loše što činili mi smo
za sve dobro što činili nismo
ovo je istina.. Ovo je istina
to su novi tajni signali
što su loši ljudi nam slali
da nas pokore.. Priroda pamti
priroda vraća
tko to ne cijeni
taj skupo plaća. Ovo je istina
Za sve loše što činili mi smo
za sve dobro što činili nismo
ovo je istina.. Ovo je istina
to su novi tajni signali
što su loši ljudi nam slali
da nas pokore.. Ima nešto dobro u lošem
Na ovom svijetu nisi sam
Ima još ljudi život se budi
Dolazi svjetlo, to dobro znam...","There is some good in the bad
Empty streets bring peace back
And in peace, thoughts become clear too
They become apparent, they become clean.. And then you realize that through our whole life
There is someone who divides all of us
Because this time it was aimed against men
But it stops here, people are waking up.. This is the truth!
For the sake of all the bad things we did
For the sake of all the good we did not do,
This is the truth.. This is the truth!
Those are new secret signals
That bad people sent to us
To subdue us. This is the truth!
There is some good in the bad
There is something that keeps us going
When sorrow and helplessness come together
When a person loses its voice. The land has not turned its head away
It did not desert us
She wants us to be human
There is no other way, it is the only rescue. This is the truth!
For the sake of all the bad things we did
For the sake of all the good we did not do,
This is the truth.. This is the truth!
Those are new secret signals
That bad people sent to us
To subdue us. Nature remembers
Nature gives in return
One who does not appreciate that
Pays the price. This is the truth!
For the sake of all the bad things we did
For the sake of all the good we did not do,
This is the truth.. This is the truth!
Those are new secret signals
That bad people sent to us
To subdue us. There is something good in the bad
You are not alone in this world
There are still humans around, life awakens
Light is coming, I know it well...",https://lyricstranslate.com/en/ovo-je-istina-truth.html,,,,,,,,,,,
56,rLIJvpNx_1_56,Tony Cetinski,Tony Cetinski,Plamen ljubavi,55674,"Gledam tvoje oci tako lijepe
mislim, da l' ces ikad voljet' me
zelim da ti kazem volim te
usne tvoje zelim da dodirnem
ali znam da ti ces reci ne
srce boli me kad vidim te
 
Ref.
Plamen ljubavi gori sad u meni
nikad necu naci drugu
jer u srcu nosim tugu
ti si mi sve

U samoci mislim samo na te
zajedno bi mogli biti mi
rekla si da moras ostat' s njim

Ref.","https://tekstovi.net/2,135,7168.html",G Mineo,Plamen ljubavi,Flame of love,,"Gledam tvoje oči tako lijepe
1
Mislim dal' ćeš ikad voljet me
Želim da ti kažem - volim te
Usne tvoje želim da dodirnem
Ali znam da ti ćeš reći ne
Srce boli me kad vidim te. (Refren)
Plamen ljubavi gori sad u meni
Nikad neću naći drugu
Jer u srcu nosim tugu
Ti si mi sve!. U samoći mislim samo na te
Zajedno bi mogli biti mi
Rekla si da moraš ostat s njim. (Refren)","I'm looking at your beautiful eyes
I'm wondering will you ever love me
I want to tell you that I love you
I want to touch your lips
But I know that you will say 'no'
My heart hurts when I see you. Chorus:
Flame of love is now burning in me
I will never find another one
Because in my heart I carry sadness
You are my everything. In my loneliness I think only about you
We could have been together
But you said you have to stay with him. Chorus.",https://lyricstranslate.com/en/plamen-ljubavi-flame-love.html,['Tony Cetinski'],1995 - Ljubav i bol,2006 - Ja sam zaljubljen,https://diskografija.com/pjesma/plamen-ljubavi-4216.htm,Plamen ljubavi,,,,,,
57,rLIJvpNx_1_57,Tony Cetinski,Tony Cetinski,Prah i pepeo,43510,"Prah i pepeo 

Vatre oko nas
gore cijelu noc
plese zlatni sjaj
preko lica tvog
 
Tako lijepa si sad
kao andjeo si ti
covjek cijeni lijepu stvar
onda kad je izgubi

Sve sto nisam dao ti
sad bih pristao na sve
sada kada odlazis
kada kasno je

Ref.
Kada budem prah i pepeo
znat cu da sam zalud zivio
prah i pepeo

Trazim pravu rijec
da ti kazem to
ti me ne cujes
sve je receno

Vatre oko nas

Kada mogao bih ja
nase vrijeme vratiti
kad bih mogao jos jednom zivot zivjeti
tada znao bih da sve
nije vrijedno kao ti
nije vrijedno, draga, tvoje ljubavi

Ref.

Kada mogao bih ja
nase vrijeme vratiti
kad bih mogao jos jednom

Ref.

Kada mogao bih ja
nase vrijeme vratiti
kad bih mogao jos jednom

Ref.

Kada mogao bih ja
nase vrijeme vratiti
kad bih mogao jos jednom zivot zivjeti
tada znao bih da sve
nije vrijedno kao ti
nije vrijedno, draga, tvoje ljubavi","https://tekstovi.net/2,135,21334.html",G Mineo,Prah i pepeo,Dust and ashes,,"Vatre oko nas
1
gore cijelu noć
pleše zlatni sjaj
preko lica tvog. Tako lijepa si sad
kao anđeo si ti
čovjek cijeni lijepu stvar
onda kad je izgubi. Sve što nisam dao ti
sad bih pristao na sve
sada kada odlaziš
kada kasno je. (Refren)
Kada budem prah i pepeo
znat ću da sam zalud živio
prah i pepeo. Tražim pravu riječ
da ti kažem to
ti me ne čuješ
sve je rečeno. Vatre oko nas. Kada mogao bih ja
naše vrijeme vratiti
kad bih mogao još jednom život živjeti
tada znao bih da sve
nije vrijedno kao ti
nije vrijedno, draga, tvoje ljubavi. (Refren). Kada mogao bih ja
naše vrijeme vratiti
kad bih mogao još jednom. (Refren). Kada mogao bih ja
naše vrijeme vratiti
kad bih mogao još jednom. (Refren). Kada mogao bih ja
naše vrijeme vratiti
kad bih mogao još jednom život živjeti
tada znao bih da sve
nije vrijedno kao ti
nije vrijedno, draga, tvoje ljubavi","Fires around us
Are burning whole night
The golden glow is dancing
On your face. You're so beautiful right now
You're like an angel
One starts to appreciate something beautiful
In the moment he loses it. Everything I didn't give you
I would agree to do now
Now when you're leaving
Now when it's too late. Chorus:
When I turn to dust and ashes
I will know I lived in vain
Dust and ashes. I'm looking for the right word
To tell you this
You can't hear me
Everything is already told. Fires around us. If only I could
Turn back our time
If only I could live a life one more time
I would know that nothing
Is more valuable than you
More valuable, darling, than your love. Chorus.. If only I could
Turn back our time
If only I could one more time. Chorus.. If only I could
Turn back our time
If only I could live a life one more time
I would know that nothing
Is more valuable than you
More valuable, darling, than your love",https://lyricstranslate.com/en/prah-i-pepeo-dust-and-ashes.html,['Tony Cetinski'],1996 - Prah i pepeo,1996 - Prah i pepeo - remix,https://diskografija.com/pjesma/prah-i-pepeo-4247.htm,Prah i pepeo,,,,,,
58,rLIJvpNx_1_58,Tony Cetinski,Tony Cetinski,Prava ljubav,103243,"Nad mojom dusom stoji tisina
a sunce pada s neba, s visina
dolazi jesen, dise se slatko
da barem zivot ne traje kratko

Spasit' sam htio srce sto tuce
al' kako ti reci kad ponos me vuce
 
Ref.
Ti si bila prava ljubav
sve sto zelim u zivotu
ja sam imao sa tobom sve
sto vrijedi svu ljepotu

Ti si bila ceznja moja
slatka ptica sto se gnijezdi
al' mi narav nije dala
da te ljubim zivot cijeli

Bili smo sretni, sretni od smijeha
od pogleda dugih, od uzdaha sjetnih
al' dosla je jesen sto dise se slatko
da barem zivot ne traje kratko

Ref.

Ref.","https://tekstovi.net/2,135,13917.html",,,,,,,,['Tony Cetinski'],,,https://diskografija.com/pjesma/prava-ljubav-7664.htm,Prava ljubav,['Miro Buljan'],['Miro Buljan'],['Miro Buljan'],,,
59,rLIJvpNx_1_59,Tony Cetinski,Tony Cetinski,Putuje,13257,"U meni je bol
pun piva je stol
u glavi mi samo rock 'n' roll

Ne gledam u nju
kao stijena sam tu
jer veliki decki ne placu
 
Ref.
Putuje, putuje
moja ljubav putuje
odlazi

U zvjezdani prah
se pretvara dah
a venama plovi samo strah

Ref. 2x","https://tekstovi.net/2,135,29606.html",,,,,,,,['Tony Cetinski'],1992 - Ljubomora I,1993 - Ljubomora II,https://diskografija.com/pjesma/putuje-12016.htm,Putuje,['Boris Novković'],['Stevo Cvikić'],['Senad Galijašević Senna M.'],,,
60,rLIJvpNx_1_60,Tony Cetinski,Tony Cetinski,Reci da li znas,61313,"Reci da li znas
da li stvarno osjecas
da ljubav jaca je
iz dana u dan
reci da li znas

Svi putevi njeznosti moje
prilaze tvojim usnama
i ne znam za dane
bez tvoje slike u mojim mislima
 
U ocima tvojim
vidim ljubav do beskraja
i sve mi mirise na tebe
u ovim ljetnjim nocima

Ref.
Reci da li znas
da li stvarno osjecas
da ljubav jaca je
iz dana u dan

Reci da li znas
da li stvarno osjecas
da ludo volim te
kao nikad nikoga

Dok tijelima igramo se
poljupci bude novi dan
osjecam sve dodire
i nikad ne prestaje taj san","https://tekstovi.net/2,135,9542.html",,,,,,,,['Tony Cetinski'],,,https://diskografija.com/pjesma/reci-da-li-znas-3874.htm,Reci da li znaš,"['Toni Cetinski', 'Mirza Tetarić', ""Darko Juranović D'Knock""]","['Toni Cetinski', 'Mirza Tetarić', ""Darko Juranović D'Knock""]","[""Darko Juranović D'Knock""]",,,
61,rLIJvpNx_1_61,Tony Cetinski,Tony Cetinski,Rijeka ljubavi,70289,"Puno toga zelio bih tebi reci
ali rijeci sad u grlu ostale su
ti me topis kao led
mozes imati cijeli svijet u trenu

Pogledom kao da mi zelis reci
da razumijes sto osjecam ja sad
i da znas da ljubav ce uvijek stanovati tu
ali sve sto kazes je
 
Ref.
Ljubi me, ljubi me
tvoje ruke zovu me, usne tvoje govore
ljubi me, ljubi me
tvoje ruke zovu me, usne tvoje govore
ljubi me

Rijeka ljubavi u nasim mislima
kupamo se vodom sjecanja
plovimo ka morima, zaljubljeni ti i ja
al sve sto kazes je

Ref. 2x
","https://tekstovi.net/2,135,19031.html",,Rijeka Ljubavi,A river of love,,"Puno toga zelio bih tebi reci
1
ali rijeci sad u grlu ostale su
ti me topis kao led
mozes imati cijeli svijet u trenu. Pogledom kao da mi zelis reci
da razumijes sto osjecam ja sad
i da znas da ljubav ce uvijek stanovati tu
ali sve sto kazes je. Ref.
Ljubi me, ljubi me
tvoje ruke zovu me, usne tvoje govore
ljubi me, ljubi me
tvoje ruke zovu me, usne tvoje govore
ljubi me. Rijeka ljubavi u nasim mislima
kupamo se vodom sjecanja
plovimo ka morima, zaljubljeni ti i ja
al sve sto kazes je","I'd like a lot to tell it to you
but now the words have remained in the throat
you melt me like ice
you can have the world in one second. Your gaze is like you want to say to me
that you understand what I am feeling now
and that you know that love will remain here forever
but all you say is. Ref.
Love me, love me
your hands are calling me, your lips are saying
Love me, love me
your hands are calling me, your lips are saying
Love me. A river of love in our thoughts
We wash our memories with water
We sail in the sea, fallen in love you and me
but all you say is",https://lyricstranslate.com/en/rijeka-ljubavi-river-love.html,['Tony Cetinski'],2004 - A sada...,2006 - Nakon svih ovih godina,https://diskografija.com/pjesma/rijeka-ljubavi-3867.htm,Rijeka ljubavi,['Miro Buljan'],['Inca'],"['Toni Cetinski', 'Gojko Tomljanović']",2007 - Pjesme ljubavne,2011 - The best of,
62,rLIJvpNx_1_62,Tony Cetinski,Tony Cetinski,"Samo tvoja ljubav, Boze",69828,"Jer andjelima svojim zapovjedi
da te cuvaju na svim putima tvojim
na rukama ce te nositi
da se ne spotaknes o kamen 

Lutao sam ovim svijetom
sam bez cilja i bez nade
umoran od svojih rana
umoran od svih lutanja
 
Sve dok me tvoja ljubav, Boze
nije dotakla
sve dok me tvoja ljubav, Boze
nije podigla iz blata

Nije bilo prijatelja
nije bilo nikog'
ruku da mi pruzi
moju bol da podijeli

Sve dok me tvoje boli
nisu iscijelile
sve dok mi tvoje svjetlo nije
sve moje rastjeralo tmine

Ref.
Samo tvoja ljubav moze
uciniti da sve procvjeta
samo tvoja ljubav moze
upaliti nova svjetla
samo tvoja ljubav, Boze

Nema takve pjesme
nema takvih rijeci
kojima bih mogao
hvalu ti izreci

Neka ti zivot, o, moj Boze
bude hvala
neka ti zivot moj, o, Boze
bude pjesma koja nema kraja

Ref. 2x","https://tekstovi.net/2,135,19648.html",,Samo Tvoja Ljubav Boze,Only Your Love God,,"Jer anđelima svojim zapovjedi
da te čuvaju na svim putima tvojim
na rukama će te nositi
da se ne spotakneš o kamen. Lutao sam ovim svijetom
sam bez cilja i bez nade
umoran od svojih rana
umoran od svih lutanja. Sve dok me tvoja ljubav, Bože
nije dotakla
sve dok me tvoja ljubav, Bože
nije podigla iz blata. Nije bilo prijatelja
nije bilo nikog'
ruku da mi pruži
moju bol da podijeli. Sve dok me tvoje boli
nisu iscijelile
sve dok mi tvoje svjetlo nije
sve moje rastjeralo tmine. Ref.
Samo tvoja ljubav može
učiniti da sve procvjeta
samo tvoja ljubav može
upaliti nova svjetla
samo tvoja ljubav, Bože. Nema takve pjesme
nema takvih riječi
kojima bih mogao
hvalu ti izreći. Neka ti život, o, moj Bože
bude hvala
neka ti život moj, o, Bože
bude pjesma koja nema kraja. Ref. 2x","For he commanded his angels
to guard you in all your ways
on their hands they will carry you
do not let you stummble on a rock. I wandered through this world
I was aimless and hopeless
tired from my wounds
tired of all the wandering. Until your love,God
didn't touch me
Until your love,God
didn't lift me from the mud. There were no friends
there was nobody
to lend me the hand
to share my pain. Until your pains
didn't heal me
Until your light didn't
dispel all my darkness. Chorus
Only your love can
make it all bloom
only your love can
turn on new lights
only your love,God. There is no such song
there are no such words
with whom I could
say my praise. Let the life,oh my God
be the praise
let my life,oh God
be the song that has no end. Chorus 2x",https://lyricstranslate.com/en/samo-tvoja-ljubav-boze-only-your-love-god.html,,,,,,,,,,,
63,rLIJvpNx_1_63,Tony Cetinski,Tony Cetinski,Santa Eufemia,921,"Com' e bello qui stamane
 (kako je lijepo jutros ovdje) 
sotto il sole ad ondeaggiai
 (ispod sunca i valovita mora) 

Le finestre, e i tetti rossi
 (prozori i crveni krovovi) 
si rispecchiano nel mar
 (se zrcale u moru) 
 
Giu dal vecchio campanile
 (podno staroga zvonika) 
un sospiro viene, e va
 (jedan dah dodje, pa prodje) 

c´e lo sguardo della donna
(tu je lice zene) 
che protegge la citta
 (koja stiti ovaj grad) 

Ref.
Santa Eufemia, siam' Rovignesi
 (sveta Eufemijo, mi smo Rovinjani) 
gente di mare, amici cortesi
(ljudi od mora, prijazni prijatelji) 

Santa Eufemia, siam' Rovignesi
 (sveta Eufemijo, mi smo Rovinjani) 
gente di mare, amici cortesi
 (ljudi od mora, prijazni prijatelji)

Ma vien la burrasca, le onde, e poi
(kad zatrese bura i navale vali, tada)
Santa Eufemia prega per noi
(Sveta Eufemijo moli za nas)

Ma vien la burrasca, le onde, e poi
(kad zatrese bura i navale vali, tada) 
Santa Eufemia, prega per noi
(sveta Eufemijo, moli za nas)","https://tekstovi.net/2,135,62502.html",,,,,,,https://lyricstranslate.com/de/tony-cetinski-lyrics.html,,,,,,,,,,,
