,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija
30,6QUk9BaE_1_30,Goran Karan,Goran Karan,Kada zaspu andjeli,86091,"Poljubi me i budi tu
da sklopim oci na tvom toplom ramenu
poljubi me i budi tu
nek srce lupa kao da je prvi put
poljubi me, pomoli se
sve svijece svijeta nek' se za nas upale
 
Ref.
Ostani, ovu noc kad svi mi prijete, ostani
zagrli me kao dijete, ostani
kad sva si ljubav moja samo ti
ostani da me cuvas kada zaspu andjeli

Poljubi me i budi tu
nek srce lupa kao da je prvi put
poljubi me, pomoli se
sve svijece svijeta nek' se za nas upale

Ref. 2x","https://tekstovi.net/2,238,2795.html",,Kad zaspu anđeli (Ostani),When angels fall asleep (Stay),Vagabundo,"Poljubi me i budi tu
Da sklopim oči na tvom toplom ramenu
Poljubi me i budi tu
Nek' srce lupa kao da je prvi put
Poljubi me, pomoli se
Sve svijeće svijeta nek' se za nas upale. Ostani, ovu noć kad svi mi prijete
Ostani, zagrli me kao dijete
Ostani, kad sva si ljubav moja samo ti
Ostani, da me čuvaš kada zaspu anđeli. Poljubi me i budi tu
Nek' srce lupa kao da je prvi put
Poljubi me pomoli se
Sve svijeće svijeta nek' se za nas upale. Ostani, ovu noć kad svi mi prijete
Ostani, zagrli me kao dijete
Ostani, kad sva si ljubav moja samo ti
Ostani, ovu noć kad svi mi prijete
Ostani, zagrli me kao dijete
Ostani, kad sva si ljubav moja samo ti
Ostani, da me čuvaš kada zaspu anđeli","Kiss me and be there
To close my eyes on your warm shoulder
Kiss me and be there
May my heart beat like it's for the first time
Kiss me and pray
May all the candles of the world light up for us. Stay, on this night when everyone threatens me
Stay, hug me like a child
Stay, since all that I love is you
Stay, to protect me when angels fall asleep. Kiss me and be there
May my heart beat like it's for the first time
Kiss me and pray
May all the candles of the world light up for us. Stay, on this night when everyone threatens me
Stay, hug me like a child
Stay, since all that I love is you
Stay, on this night when everyone threatens me
Stay, hug me like a child
Stay, since all that I love is you
Stay, to protect me when angels fall asleep",https://lyricstranslate.com/en/kad-zaspu-andeli-ostani-when-angels-fall-asleep-stay.html,,,,,,,,,,,,,
31,6QUk9BaE_1_31,Goran Karan,Goran Karan,Kako da te zaboravin,13967,"Mogu zivit mijun godin
i da lita projdu pusta
ma ni jedna ka 'no tvoja
jubiti me nece usta

Mogu duso umrit sutra
i ka da me ni ni bilo
ma ni jedno ka 'no tvoje
grijalo me nije tilo
 
Ref.
Kako da te zaboravin
kad sve si meni bila ti
kako da te zaboravin
jedina moja jubavi

Mogu druge jubav prosit
al' mi viruj nije stalo
jer ni jedno ka 'no tvoje
srce mi se ne bi dalo

Ref. 2x","https://tekstovi.net/2,238,20825.html",,Kako da te zaboravin,What can I do to forget you,,"Mogu živit mijun godin
1
i da lita projdu pusta
ma ni jedna ka 'no tvoja
jubiti me neće usta. Mogu dušo umrit sutra
i ka da me ni ni bilo
ma ni jedno ka 'no tvoje
grijalo me nije tilo. Ref.
Kako da te zaboravin
kad sve si meni bila ti
kako da te zaboravin
jedina moja jubavi. Mogu druge jubav prosit
al' mi viruj nije stalo
jer ni jedno ka 'no tvoje
srce mi se ne bi dalo. Ref. 2x","I can live for thousands of years,
and the summers go away empty
because like you have kiss me
no one can`t kiss my lips never.. Maybe I die sweet, tomorrow
seems like I had being never
because like your body can do it
no one can`t me warmed never.. Ref.
What can I do to forget you
because you are my everythings
what can I do to forget you
my only love, my only sweet. I can ask someones for new love
but believe me I don`t want it
because like your heart was loved me
no ones can`t loved mine better.. Ref. 2x",https://lyricstranslate.com/en/kako-da-te-zaboravin-what-can-i-do-forget-you.html,['Goran Karan'],https://diskografija.com/pjesma/kako-da-te-zaboravin-462.htm,Kako da te zaboravin,['Zdenko Runjić'],"['Zdenko Runjić', 'Goran Karan']",['Remi Kazinoti'],2000 - Vagabundo,2005 - Zlatna kolekcija,2006 - Da te mogu pismom zvati - Libar IV,,,,
32,6QUk9BaE_1_32,Goran Karan,Goran Karan,Kao da te ne volim,38564,"Kao da te ne volim nocas odlazim
svu ti ljubav ostavljam, nista ne nosim
samo jedno, duso, zao mi
to sto nikad neces saznati
kako sam te volio, a izgubio

Ref.
Neka Bog ti da 
sve sto nisam ja
kako sam te volio 
samo on to zna
 
Neka Bog ti da 
sve sto nisam ja
i da ljubis nekoga 
boljeg nego ja

Kao da te ne volim vrata zatvaram
neka Bog mi oprosti sto te ostavljam
samo jedno, duso, zao mi
to sto nikad neces saznati
kako sam te volio, a izgubio

Ref.","https://tekstovi.net/2,238,9506.html",,Kao da te ne volim,Like I Don't Love You,,"Kao da te ne volim, noćas odlazim
svu ti ljubav ostavljam, ništa ne nosim
samo jedno, dušo, žao mi
to što nikad nećeš saznati
kako sam te volio, a izgubio. Ref.
Neka Bog ti da
sve što nisam ja
kako sam te volio
samo on to zna. Neka Bog ti da
sve što nisam ja
i da ljubiš nekoga
boljeg nego ja. Kao da te ne volim, vrata zatvaram
neka Bog mi oprosti što te ostavljam
samo jedno, dušo, žao mi
to što nikad nećeš saznati
kako sam te volio, a izgubio. Ref.","I'm leaving you tonight like I don't love you
I'm leaving you all my love behind, I'm not taking anything with me
I regret only one thing my dear
The fact that you'll never find out
How much I've loved you, but lost you. Ref.
Let God give you everything I didn't
How much I've loved you, only God knows
Let God give you everything I didn't
And that you kiss someone who's better than me. I'm closing the door like I don't love you
May God forgive me for the fact that I'm leaving you
I regret only one thing my dear
The fact that you'll never find out
How much I've loved you, but lost you",https://lyricstranslate.com/en/kao-da-te-nevolim-i-dont-love-you.html,['Goran Karan'],https://diskografija.com/pjesma/kao-da-te-ne-volim-473.htm,Kao da te ne volim,['Zdenko Runjić'],['Nenad Ninčević'],,1999 - Kao da te ne volim,"2001 - Dalmatinske suze
Aranžman: Remi Kazinoti","2005 - Zlatna kolekcija
Aranžman: Remi Kazinoti",,,,
33,6QUk9BaE_1_33,Goran Karan,Goran Karan,Kazna mi je sto te ljubim,27054,"Nedas mi nista, ni mrvu nade
ni malo duse, da srce stopim
dok moji snovi u prah se ruse

A zivim samo, samo za ljubav
i nju ti nosim, ja nisam rodjen
da ljubav molim, da ljubav prosim
 
Ref.
Kazna mi je sto te ljubim
sto ti sebe do kraja dajem
kazna mi je sto te ljubim
al' moram dalje za tvojim sjajem
kazna mi je sto te ljubim
i sto bez nade bas tebe volim
tvoje srce je od leda
a moje boli, a moje boli

Nedas mi nista, ni da ti pridjem
za korak blize, a more prijeti
na mene zadnju oluju dize

Kazna mi je sto te ljubim
sto ti sebe do kraja dajem
kazna mi je sto te ljubim
al' moram dalje za tvojim sjajem
kazna mi je sto te ljubim
sto te ljubim

Ref.","https://tekstovi.net/2,238,9498.html",,,,,,,,['Goran Karan'],https://diskografija.com/pjesma/kazna-mi-je-sto-te-ljubim-2396.htm,Kazna mi je što te ljubim,['Zdenko Runjić'],['Nenad Ninčević'],['Remi Kazinoti'],1999 - Kao da te ne volim,2005 - Zlatna kolekcija,2008 - 10 godina Zadarfesta,,,,
34,6QUk9BaE_1_34,Goran Karan,Goran Karan,Koga jubis sad (duet Doris Dragovic),8866,"Prosla je godina od tvojeg pojupca
jos mi gori na usnama
iz starih razloga jos nemam nikoga
da mi zaspe na grudima

I sve u redu je, al' sad bih drukcije
sad bih dao ti sve
jos cuvam stari broj sto budi nspokoj
i pitam se
 
Ref. 2x
Koga jubis sad, koga jubis sad
da l' te ima k'o nekad ja
il' jos cuvas njeznost za me

Jos jedno proljece za smijehom krijem se
nikad ne pitam za tebe
stranci mi prilaze, bez mene olaze
njihov raj nije za mene

I srcu priznajem, moglo je drukcije
da sam dala ti sve 
i gledam stari broj sto budi nespokoj
i pitam se

Ref. 2x

Sve bih dao za jos jedan dan
sve bih dala da vratis mi san

Ref.","https://tekstovi.net/2,238,20690.html",,,,,,,,,,,,,,,,,,,,
35,6QUk9BaE_1_35,Goran Karan,Goran Karan,Kuca nase pisme (feat. Tedi Spalato i Klapa Sveti Juraj),2601,"Dugo zivi kuca ova
dida moj je gradija
s malo soldi, s puno snova
zuj po zuj, i dan po dan

Lipo stari njezin kamen
Bog ga blagoslovija
tu i vrime digod stane
takva je Dalmacija
 
Ref.
Ovo je kuca nase pisme
ovo je dom mog imena
ovdi su dvori moje majke
tu me je na svit donila

Ovo je kuca nase pisme
i loza naseg simena
ovo je misto puno srice
ovdi san sinu ime da

Dugo zivi kuca ova
svaki zid bi pricat´ zna
naresla je priko krova
smokva moga ditinstva

Iz kuzine vonja salsa
mater kuva za sve nas
u konobi nima falsa
takva je Dalmacija

Ref.

Neka zivi kuca ova
i nek´ cvita u njoj sve
cuvajte je, dico moja
kad na vama ostane

Ref.

Ovo je misto puno srice
takva je Dalmacija

Neka zivi kuca ova
nase ime, nasa loza

Dalmacija","https://tekstovi.net/2,238,61056.html",,Kuća naše pisme,,,"Kuplet. Dugo živi kuća ova
Dida moj je gradija
S malo šoldi, s puno snova
Žulj po žulj i dan po dan. Lipo stari njezin kamen
Bog ga blagoslovija
Tu i vrime digod stane
Takva je Dalmacija. Refren. Ovo je kuća naše pisme
Ovo je dom mog imena
Ovdi su dvori moje majke
Tu me je na svit donila. Ovo je kuća naše pisme
I loza našeg simena
Ovo je misto puno sriće
Ovdi san sinu ime da. Kuplet. Dugo živi kuća ova
Svaki zid bi pričat' zna
Naresla je priko krova
Smokva moga ditinjstva. Iz kužine vonja šalša
Mater kuva za sve nas
U konobi nima falša
Takva je Dalmacija. Refren. Ovo je kuća naše pisme
Ovo je dom mog imena
Ovdi su dvori moje majke
Tu me je na svit donila. Ovo je kuća naše pisme
I loza našeg simena
Ovo je misto puno sriće
Ovdi san sinu ime da. Kuplet. Neka živi kuća ova
I nek’ cvita u njoj sve
Čuvajte je dico moja
Kad na vama ostane. Refren. Ovo je kuća naše pisme
Ovo je dom mog imena
Ovdi su dvori moje majke
Tu me je na svit donila. Ovo je kuća naše pisme
I loza našeg simena
Ovo je misto puno sriće
Ovdi san sinu ime da. Ovo je misto puno sriće
Takva je Dalmacija. [Neka živi kuća ova,
Naše ine, naša loza -
Dalmacija]",,https://lyricstranslate.com/en/goran-karan-kuca-nase-pisme-lyrics.html,,,,,,,,,,,,,
36,6QUk9BaE_1_36,Goran Karan,Goran Karan,Kuca slomljenog srca,9149,"Jos ponekad pomislim 
da sam s tobom
jos pred Bogom 
dijelimo zlo i dobro
jos ti stoje kovcezi poluprazni
i ti, mila, jos si tu, k'o po kazni
 
Medju nama pustinja 
k'o na dlanu
svaka rijec nam otvara 
novu ranu
ja bih da te dodirnem 
da te vratim
ne znam kako, reci mi

Ovo je kuca slomljenog srca
samo joj tuga na vrata kuca
milijun suza u nju se slilo
ma briga tebe, lako ti bilo
ovo je kuca slomljenog srca

Ujutro se probudim, tebe nema
pokraj mene usnula druga zena
gdje je moja jedina
koja umije, svaki pogled
da razumije
","https://tekstovi.net/2,238,11892.html",,,,,,,,['Goran Karan'],https://diskografija.com/pjesma/kuca-slomljenog-srca-5740.htm,Kuća slomljenog srca,,,,,,,,,,
37,6QUk9BaE_1_37,Goran Karan,Goran Karan,"Lipa si, lipa",86758,"Dodji u ponoc, prodji niz skaline
ako se nisi drugom obecala
za tobom nocas placu mandoline
najljepsa ruzo ikad procvitala

Dodji u ponoc, prodji kraj djardina
tu di je mladost uvik jubovala
ubrat cu tebi cvitak ruzmarina
tu di je mater ocu viru dala
 
Ref.
Lipa si, lipa, andjeli ti slice
lipa si, lipa, usne, tvoje lice
jubi me, jubi i kad zora svice
sa neba pada po nama cvice

Dodji u ponoc, prodji kraj fontane
da misec vidi tvoje lipe oci
a ti mu reci da ih cuvas za me
i da ces nocas meni, vilo, doci

Ref. 2x","https://tekstovi.net/2,238,18789.html","Nenad Nincevic, Skalinada, Zdenko Runjic",Lipa si lipa,You're so beautiful,,"Dođi u ponoć, prođi niz skaline
1
ako se nisi drugom obećala
za tobom noćas plaču mandoline
najljepša ružo ikad procvitala. Dođi u ponoć, prođi kraj đardina
tu di je mladost uvik jubovala
ubrat ću tebi cvitak ružmarina
tu di je mater ocu viru dala. Ref:
Lipa si, lipa, anđeli ti sliče
lipa si, lipa, usne, tvoje liče
jubi me, jubi i kad zora sviće
sa neba pada po nama cviće. Dođi u ponoć, prođi kraj fontane
da misec vidi tvoje lipe oči
a ti mu reci da ih čuvaš za me
i da ćeš noćas meni, vilo, doći. Ref. 2x","Come at midnight, pass down the stairs
If you haven't promised yourself to someone else
Mandolins are crying for you tonight
You, the most beautiful rose that has ever blossomed. Come at midnight, pass next to the garden
Where the juvenile always made love
I'll pick the rosemary flower for you
From the place where my parents engaged. Chorus:
You're so beautiful, angels look like you
You're so beautiful, your lips heal
Kiss me, kiss me, even if it is dawning
Flowers are falling on us from the sky. Come at midnight, pass next to the fountain
So the Moon can see your beautiful eyes
And you tell him that you keep them for me
And that you'll come to me tonight, fairy
And that you'll come to me tonight, fairy. Chorus 2x",https://lyricstranslate.com/en/lipa-si-lipa-youre-so-beautiful.html,['Goran Karan'],https://diskografija.com/pjesma/lipa-si-lipa-468.htm,"Lipa si, lipa",['Zdenko Runjić'],['Nenad Ninčević'],['Nikša Bratoš'],1999 - Kao da te ne volim,2001 - Dalmatinske suze,2005 - Zlatna kolekcija,,,,
38,6QUk9BaE_1_38,Goran Karan,Goran Karan,Lipi galebe moj,10624,"Dobro ti jutro
galeb mi klice
zove me i vice
ahoj, di si covice moj

Na srid sam kulfa
idra rastizem
pirim gor' u nebo
ahoj, di si galebe moj
 
A pisme nisu ka pri, osit
i more je sporko ka mid, ka mid
i nema zivota di ni lipota
di ni galeb coviku lip

Ima li mista
ptica me pita
sleti 'vod na provu
ahoj, lipi galebe moj

Tople i slane stine sad nima
jerbo na kraj svita, ahoj
moj je party askoj

Ma pisme nisu ka pri, osit
i more je sporko ka mid, ka mid
i nima zivota di ni lipota
di ni galeb coviku lip

I jedan drugome smo vira
jer nas isti vitar tira
nebo zna di gremo mi
jos drugome smo mira
jos nas drzi ista vira
nebo zna di gremo mi
o, lipi galebe moj

Ma pisme nisu ka pri, osit
i more je sporko ka mid, ka mid
i nima zivota di ni lipota
di ni galeb coviku lip

","https://tekstovi.net/2,238,11897.html",,,,,,,,['Goran Karan'],https://diskografija.com/pjesma/lipi-galebe-moj-474.htm,Lipi galebe moj,['Zdenko Runjić'],['Žan Jakopač'],['Nikša Bratoš'],2002 - Ahoj !,2005 - Zlatna kolekcija,,,,,
39,6QUk9BaE_1_39,Goran Karan,Goran Karan,Lipo misto,8426,"Tamo di nebo tajni nima
di more grli kamen nas
tamo san ostavi srce
tamo je moj rodni kraj

Tamo di vitar pisme nosi
di Bog je svu lipotu da
tamo san prvi put jubi
tamo san ja posta ja
 
Moje lipo misto malo
veliko ka cili svit
di god pojden tebe nosin
usrid grudi zauvik

Moje lipo misto malo
srcu mome ti si lik
nek mi puten dusu grije
pisme tvoje lipa ric

Tamo di restu dica mora
tamo di dispet lici bol
najlipje oci su tamo
tamo je moj lipi dom

I di god da zvizdu svoju slidin
tamo je vijadima kraj
isti ka svi drugi judi
tamo san ja uvik ja
","https://tekstovi.net/2,238,11896.html",,,,,,,,['Goran Karan'],https://diskografija.com/pjesma/lipo-misto-5742.htm,Lipo misto,,,,,,,,,,
40,6QUk9BaE_1_40,Goran Karan,Goran Karan,Ljubav cuvaj,4474,"Ljubav cuvaj, cuvaj za mene
srce pazi, ne daj drugome
kad ti kazem lipa mala
ljubav meni nije sala

Ljubav cuvaj da ti potraje
srce pazi, ne daj drugome
cuj me dobro lipa mala
ljubav meni nije sala
 
Priko kale usnule
tiho da te ne vide
niz kaline spusti se
neka noc nas pokrije
kad nas ljubav ogrije

Ref.
Luna nebom sulja se
sve do tvoje ponistre
niz kaline spusti se
neka noc nas pokrije
kad nas ljubav ogrije

Ref.

Zelim te kraj sebe
s druge strane postelje
da bi sve i dat' cu sve
nikad, nikad da ne prestane","https://tekstovi.net/2,238,42292.html",,Ljubav cuvaj,,,"Ljubav čuvaj, čuvaj za mene
srce pazi ne daj drugome
kad ti kažem lipa mala
ljubav meni nije šala. Ljubav čuvaj da ti potraje
srce pazi ne daj drugome
čuj me dobro lipa mala
ljubav meni nije šala. Priko kale usnule
tiho da te ne vide
niz kaline spusti se
neka noć nas pokrije
kad nas ljubav ogrije. Luna nebom šulja se
sve do tvoje ponistre
niz kaline spusti se
neka noć nas pokrije
kad nas ljubav ogrije. Ljubav čuvaj, čuvaj za mene
srce pazi ne daj drugome
kad ti kazem lipa mala
ljubav meni nije šala. Ljubav čuvaj da ti potraje
srce pazi ne daj drugome
čuj me dobro lipa mala
ljubav meni nije šala. Luna nebom šulja se
sve do tvoje ponistre
niz kaline spusti se
neka noć nas pokrije
kad nas ljubav ogrije. Želim te kraj sebe
s druge strane postelje
da bi sve i daću sve
nikad nikad da ne prestane",,https://lyricstranslate.com/en/goran-karan-ljubav-cuvaj-lyrics.html,['Goran Karan'],https://diskografija.com/pjesma/ljubav-cuvaj-16223.htm,Ljubav čuvaj,['Remo Cartagine'],['Goran Karan'],['Nikša Bratoš'],,,,,,,
41,6QUk9BaE_1_41,Goran Karan,Goran Karan,Ljubav mirise (feat. Jasna Gospic),717,"Otvori prozore
nek' lopov mjesec namigne
i dusu opije
vjetar sto ljubi prve behare

Trebas mi nocas
kao nikada
usne su zedne
tvojih usana
 
Ref.
Jer sad je proljece
i ljubav mirise na tebe

Njezno takni me
probudi leptire
da pod srcem polete
da me opet ozive

Njezno takni me
i dugo ljubi me
ja zbog tebe vjerujem
u ljubav vjerujem

Ref.","https://tekstovi.net/2,238,61114.html",,,,,,,,,,,,,,,,,,,,
42,6QUk9BaE_1_42,Goran Karan,Goran Karan,Lolita,9519,"Muzika tvojih koraka
kao da zemlju ne diras
s kojeg si pala oblaka
sa licem k'o u andela

Da bar se nisi smijesila
srce mi ne bi odnijela
kao da vec si grijesila
a jos se nisi ljubila
 
Ref.
Lolita, lolita, lola
Lolita, lijepa k'o san
Lolita, lolita, lola
zbog tebe ovaj je svanuo dan

K'o ljetnja kisa prosla si
i sva su sunca zasjala
sa koje zvijezde dosla si 
i meni tajna ostala

Ref.

Znam da neces ti
ulicom tom jos jednom proc'
znam, cekat' cu ja 
bas svaki dan i svaku noc

Ref. 2x
","https://tekstovi.net/2,238,11901.html",,,,,,,https://lyricstranslate.com/en/translations/16/16?page=1,['Goran Karan'],https://diskografija.com/pjesma/lolita-481.htm,Lolita,['Zdenko Runjić'],['Nenad Ninčević'],,,,,,,,
43,6QUk9BaE_1_43,Goran Karan,Goran Karan,Malena,31938,"Obrisi suze, duso moja 
sve je to zivot, vjeruj mi
ova je pjesma samo tvoja 
velika mala ljubavi

Ref.
Dok sunce sja, dok zivim ja 
voljet cu tebe, malena
dok sunce sja, dok disem ja 
srce si moje, malena
voljet cu tebe, moja malena
 
Obrisi suze, duso moja 
kad kazem sreca to si ti 
ova je pjesma samo tvoja
velika mala ljubavi

Ref.","https://tekstovi.net/2,238,8898.html",,Malena,Little One,,"Obriši suze dušo moja,
sve je to život, vjeruj mi,
Ova je pjesma samo tvoja,
velika mala ljubavi. Ref.
Dok sunce sja, dok živim ja,
Voljet ću tebe malena
Dok sunce sja, dok dišem ja,
Srce si moje malena
Voljet ću tebe moja malena. Obriši suze dušo moja,
kad kažem sreća, to si ti
Ova je pjesma samo tvoja
velika mala ljubavi","Wipe your tears, my honey
It's all life, believe me
This song belongs only to you,
My big little love.. (Chorus)
As long as the sun will shine, as long as I will live
I will love you, little one
As long as the sun will shine, as long as I will breathe,
You are my heart, little one
I will love you, my little one. Wipe your tears, my honey
When I say happiness, I mean you
This song belongs only to you,
My big little love",https://lyricstranslate.com/en/malena-little-one.html-1,,,,,,,,,,,,,
44,6QUk9BaE_1_44,Goran Karan,Goran Karan,Mali mulac,3431,"Ljudi su mi davno
izmisali karte
cace mali mulac
pa mater mu znate

Vidis da je isti
cacina je slika
nece mali mulac
nece mali mulac
izrest u covika
 
Parti san od skule
uvek sta po strani
uvik bio gore
nego ca je lani

Zanelo se vuklo
cacina je slika
nece mali mulac
nece mali mulac
izrest u covika

Ref.
Fala ti zivote
pripozna si muku
bija si uz mene
pruzija mi ruku

Nisi dala muke
a nisi mi ni sudi
fala ti zivote
ca nisi ka i ljudi

Isplakali suze
materi u krilo
da ne vidi niko
kad je tesko bilo

Po srcu me tuklo
cacina je slika
ma je mali mulac
ma je mali mulac
izresa u covika

Virova u ljubav
ne u tudje rici
zivija za pismu
koja dusu lici

I jos se digod cuje
cacina je slika
ma je mali mulac
ma je mali mulac
izresa u covika

Ref. 2x

Fala ti zivote
mi smo samo ljudi","https://tekstovi.net/2,238,46631.html",,Mali mulac,Little mule,Glas juga,"Judi su mi davno izmišali karte
Ča će mali mulac, pa mater mu znate
Vidiš da je isti, ćaćina je slika
Neće mali mulac, neće mali mulac
Izrest u čovika. Parti san od skule, uvik sta po strani
Uvik bilo gore nego ča je lani
Za menom se vuklo: ćaćina je slika
Neće mali mulac, neće mali mulac
Izrest u čovika
Neće mali mulac, neće mali mulac
Izrest u čovika. ---Refren---
Fala ti, živote pripozna si muku
Bija si uz mene, pružija mi ruku
Nisi dava muke, a nisi mi ni sudi
Fala ti živote, ča nisi ka i judi. Isplaka bi suze materi u krilo
Da ne vidi ni'ko kad je teško bilo
Po srcu me tuklo: ćaćina je slika
Ma je mali mulac, ma je mali mulac
Resa u čovika. Virova u jubav, ne u tuđe riči
Živija za pismu koja dušu liči
I još se digod čuje: ćaćina je slika
Ma je mali mulac, ma je mali mulac
Izresa u čovika.. ---Refren---. Fala ti živote, mi smo samo judi...","People had mixed my cards a long time ago
What can the little mule do, you know his mother
Can't you see, he is the same as his father
The little mule will not, will not
Grow into a man. I left school, always stood aside
It was always worse than last year
""He's the same as his father"" always followed me
The little mule will not, will not
Grow into a man
The little mule will not, will not
Grow into a man. ---Refrain---
Thank you, life, you recognized my suffering
You were with me, you gave me a helping hand
You didn't cause me suffering, and you didn't judge me
Thank you, life, for not being like people.. I'd cry my eyes out onto my mother's lap
Not letting anyone see when it was the hardest
""He's the same as his father"" kept hurting my heart
But the little mule, but the little mule
Grew into a man. He believed in love, and not what others said
He lived for the song that heals the soul
""He's the same as his father"" can still be heart somewhere
But the little mule, but the little mule
Grew into a man.. ---Refrain---. Thank you, life, we are only humans",https://lyricstranslate.com/en/mali-mulac-little-mule.html,['Goran Karan'],https://diskografija.com/pjesma/mali-mulac-23548.htm,Mali mulac,,,,,,,,,,
45,6QUk9BaE_1_45,Goran Karan,Goran Karan,"Moja si, ti to znas",31614,"U tvome sjecanju ja imam stranicu
rijetko je otvaras
a kad je otvoris, nemire probudis
moja si, ti to znas

Nocas si opet tu, u mome narucju
ne das da budem sam
negdje na jastuku mirisi ostaju
moja si, ja to znam
 
I dok srce stavljas mi na dlan
ja sne ti pogadjam, i opet pocinje

Ref.
Daj mi ruku, zagrli me
sad mi trebas, ne pustaj me
nocas smo rijeka i more

Sve do zore 
jedno drugom dali smo sve
cijeli zivot stane u tren
nek' tijela zajedno gore

Polako vodis me u svoje vrtove
gdje tajne sakrivas
u tvojim ocima sva ljubav pociva
moja si, ti to znas

Ref.

Ovi sati sad su sve sto imamo
dok se nebo igra nasom sudbinom
to jace, to jace je od nas

U tvome sjecanju ja imam stranicu
moja si, ja to znam","https://tekstovi.net/2,238,2702.html",,"Moja Si, Ti To Znas","You're Mine, You Know That",,"U tvome sjećanju ja imam stranicu
rijetko je otvaraš
a kad je otvoriš, nemire probudiš
moja si, ti to znaš. Noćas si opet tu, u mome naručju
ne daš da budem sam
negdje na jastuku mirisi ostaju
moja si, ja to znam. I dok srce stavljaš mi na dlan
ja sne ti pogađam, i opet počinje. REF.
Daj mi ruku, zagrli me
sad mi trebaš, ne puštaj me
noćas smo rijeka i more
Sve do zore...
jedno drugom dali smo sve
cijeli život stane u tren
nek' tijela zajedno gore. Polako vodiš me u svoje vrtove
gdje tajne sakrivaš
u tvojim očima sva ljubav počiva
moja si, ti to znaš. I dok srce stavljaš mi na dlan
ja sne ti pogađam, i opet počinje. Ref.. Ovi sati sad su sve što imamo
dok se nebo igra našom sudbinom
to jače, to jače je od nas. Ref.. U tvome sjećanju ja imam stranicu
moja si, ti to znaš","I have a page in your memory
You rarely open it
But when you open it, you wake up the unrestlesness
You're mine, you know that. Tonight you're here again, in my arms
You won't let me be alone
Somewhere on the pillos the smells remain
You're mine, I know it. And while you're putting your heart on my handpalm
I aim at your dreams, and it begins again. Ref.
Give me your hand, embrace me
I need you now, don't let go of me
Tonight we are the river and the sea
All up to the dawn...
We gave each other everything
Our whole lifes fit in an instant
Let our bodies burn together. Slowly you take me to your gardens
Where you keep your secrets
All the love rests in your eyes
You're mine, you know that. And while you're putting your heart on my handpalm
I aim at your dreams, and it begins again. Ref.. There hours now are all we have
While heaven plays with our destiny
It's stonger, stronger than us. Ref.. I have a page in your memory
You're mine, you know that",https://lyricstranslate.com/en/node/88762,['Goran Karan'],https://diskografija.com/pjesma/moja-si-ti-to-znas-2992.htm,Moja si ti to znaš,['Goran Karan'],"['Goran Karan', 'Branko Ružić']",['Nenad Šiškov'],2004 - Hrvatski Radijski Festival 2004,2004 - Hrvatski Radijski Festival 2004 - 24 najbolja,2005 - Od srca do usana,,,,
46,6QUk9BaE_1_46,Goran Karan,Goran Karan,Ne placi duso moja (feat. Simona Weiss),3846,"Ti ne placi duso moja
sto je ovo zadnja noc
nek me tjesi ruka tvoja 
ja u zoru moram poc

Ti odhajas, a za vedno
v srcu mojem bos zivel
cuvala spomin bom nate
da nikdar ne bo zbledel
 
Ref. 2x
Tu non llores mi querida
tu non llores por favor
eres alma de mi vida
eres todo mi amor

Solze pred teboj bom skrila
a jokalo bo srce
dusa nemo bo klicala
tvoje ljubljeno ime

Kad na nebu sunce grane
i procvijeta rumen cvijet
nek u grlu krik mi stane
ja ne zalim sto cu mrijet

Ref. 2x

Nek me vode, nek mi sude
kad sloboda moj je grijeh
nek u dusi spokoj bude
kad na usni zamrije smijeh

Drugega ne bom ljubila
ti edini bos ostal
moj heroj, ljubezen moja
svoje sanje si mi dal

Ref. 2x","https://tekstovi.net/2,238,48662.html",,,,,,,,,,,,,,,,,,,,
