,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_5_diskografija,Album_6_diskografija
24,Wm5tG4b5_1_24,Thompson,Thompson,Ima nesto vrijednije od zlata,128064,"Opet misli neke trgaju mi san
na srce mi nocas tiha slutnja pala
da me volis reci bar jednom na dan
a ja cu reci, vjerujem ti mala

Nikad neces znati, koliko mi znaci
kad si pored mene, zajedno smo jaci
sve je vise tuznih bura i oluja
a sve manje ljudi i slavuja
 
Ref.
Ima nesto vrijednije od zlata
to su tvoje ruke oko moga vrata
ima nesto sto u tami blista
to je nasa ljubav, iskrena i cista
iskrena i cista

Ref. 2x","https://tekstovi.net/2,440,14704.html",,Ima nešto vrijednije od zlata,There's something more valuable than gold,,"Opet misli neke trgaju mi san
na srce mi noćas tiha slutnja pala
da me voliš reci bar jednom na dan
a ja ću reći - vjerujem ti, mala. Nikad nećeš znati, koliko mi znači
kad si pored mene, zajedno smo jači
sve je više tužnih bura i oluja,
a sve manje ljudi i slavuja. Ima nešto vrijednije od zlata
to su tvoje ruke oko moga vrata
ima nešto što u tami blista
to je naša ljubav, iskrena i čista
iskrena i čista","Again the thoughts disturb my dream
On my heart the omen has fallen tonight
tell me at least once a day that you love me
And I'll say, I believe you baby. You will never know, how much it means to me
When you're by my side, together we're stronger
There are more and more sad winds and storms
and less and less people and nightingales. There's something more valuable than gold
Those are your hands around my neck
There's something that sparkles in the darkness
That's our love, honest and pure
Honest and pure",https://lyricstranslate.com/en/Ima-nesto-vrijednije-od-zlata-Theres-something-more-valuable-gold.html,['Thompson'],https://diskografija.com/pjesma/ima-nesto-vrijednije-od-zlata-1542.htm,Ima nešto vrijednije od zlata,1996 - Geni kameni,2009 - Druga strana,,,,,,,
25,Wm5tG4b5_1_25,Thompson,Thompson,Ivane Pavle II,37774,"Moj narode, pozdravimo Boga
on nam salje namjesnika svoga
sa nebesa poruka nam stize
na krilima vjere sve je blize

Svu mu ljubav poklonimo
naseg papu pozdravimo
aleluja, aleluja
 
Ref.
Ivane Pavle II 
hrvatski te narod ljubi
u molitvi skupa s tobom
stojimo pred dragim Bogom
Ivane Pavle II
hrvatski te narod ljubi
Isusa i Gospu voli
i za Bozju milost moli

Cijeli zivot s puno dostojanstva
nosis brime naseg covjecanstva
namjesnice(zastitnice)ovog Bozjeg stada
blagoslovi nasu zemlju sada

Ref.

Ivane Pavle II

Ref.

Ivane Pavle II","https://tekstovi.net/2,440,12068.html",Perkovic Marko-thompson,Ivane Pavle II.,Ivane Pavle II,,"Hej narode pozdravimo Boga
1
On nam šalje namjesnika svoga
Sa nebesa poruka nam stiže
Na krilima vjere sve je bliže. Svu mu ljubav poklonimo
Našeg papu pozdravimo
Aleluja!. Ivane Pavle II. hrvatski te narod ljubi
U molitvi skupa s tobom
Stojim pred dragim Bogom
Ivane Pavle II hrvatski te narod ljubi
Isusa i Gospu voli
I za božju milost moli. Cijeli život s puno dostojanstva
Nosiš brime našeg čovječanstva
Namjesniče ovog Božjeg stada
Blagoslovi našu zemlju sada. Svu mu ljubav poklonimo
Našeg papu pozdravimo
Aleluja!. Ivane Pavle II. hrvatski te narod ljubi
U molitvi skupa s tobom
Stojim pred dragim Bogom
Ivane Pavle II hrvatski te narod ljubi
Isusa i Gospu voli
I za božju milost moli","Hey people, let's greet the God
He's sending his regent to us
From heaven the message is coming to us
On the wings of faith it's closer and closer. Let's give him all our love
And let's greet our pope
Hallelujah!. John Paul 2nd croatian people love you
Praying along with you
We're standing before dear God
John Paul 2nd croatian people love you
Love Jesus and holy Mary
And pray for God's mercy. All of your life with lot of dignity
You're carrying the burden of humanity
Regent of this God's flock
Now bless our land. Let's give him all our love
And let's greet our pope
Hallelujah!. John Paul 2nd croatian people love you
Praying along with you
We're standing before dear God
John Paul 2nd croatian people love you
Love Jesus and holy Mary
And pray for God's mercy",https://lyricstranslate.com/en/Ivane-Pavle-II-Ivane-Pavle-II.html,['Thompson'],https://diskografija.com/pjesma/ivane-pavle-ii-1562.htm,Ivane Pavle II,2001 - The best of,2003 - Sve najbolje 1991-2003,2009 - Druga strana,,,,,,
26,Wm5tG4b5_1_26,Thompson,Thompson,Iza devet sela,53724,"Cujes li me 
kako dozivam te rode
priko 9 suma i velike vode
po prasnjavom putu 
ti uz rijeku kreni
kad zapiva sokol 
sve si blize meni
 
Nemoj ici lijevo 
na krizanju staze
tu ne ide nitko 
svi se zvijeri paze
nego, hajde, desno 
do velike stijene
gorske ce te vile 
poslati do mene

Ref.
Daleko, daleko iza devet sela
daleko sam ja
gdje su vuci, vile i hajduci
tamo gdje sam rodjen ja

Daleko, daleko iza devet sela
daleko sam ja
gdje se zvijezde 
kao ptice gnijezde
tamo tebe cekam ja

Cujes li me 
kako dozivam te rode
priko 9 suma i velike vode
budit ce nas sunce 
velikoga sjaja
a u zraku miris 
moga rodnog kraja

Ref. 2x","https://tekstovi.net/2,440,14821.html","Marko Perković, Nenad Ninčević",Iza devet sela,Nine Villages Away,,"Čuješ li me kako dozivam te rode
1
Priko devet šuma i velike vode
Po prašnjavom putu ti uz rijeku kreni
Kad zapiva sokol sve si bliže meni. Nemoj ići lijevo na križanju staze
Tu ne ide nitko, svi se zvijeri paze
Nego ajde desno do velike stijene
Gorske će te vile poslati do mene. Daleko, daleko iza devet sela
Daleko sam ja
Gdje su vuci, vile i hajduci
Tamo gdje sam rođen ja
Daleko, daleko iza devet sela
Daleko sam ja
Gdje se zvijezde
Kao ptice gnijezde
Tamo tebe čekam ja. Čuješ li me kako dozivam te rode
Priko devet šuma i velike vode
Budit će nas sunce velikoga sjaja
A u zraku miris moga rodnog kraja","Do you hear me calling you, my relative
over nine forests and a large water
Across the dusty path, you get going up the river
When the falcon starts to sing, you'll be closer to me. Don't turn left at the paths crossing
Nobody goes there, everybody is cautious of wild animals
But go right instead, until you reach a large stone
Forest fairies will send you to me. Far, far, nine villages away
I am far away
Where wolves, fairies and haiduks reside
There where I was born
Far, far, nine villages away
I am far away
Where the stars
nest like birds
That's where I'm waiting for you. Do you hear me calling you, my relative
over nine forests and a large water
The bright shiny sun will be waking us up
And in the air smell of my homeland",https://lyricstranslate.com/en/Iza-devet-sela-Nine-Villages-Away.html,['Thompson'],https://diskografija.com/pjesma/iza-devet-sela-1464.htm,Iza devet sela,2002 - Hrvatski Radijski Festival 2002,"2002 - E, moj narode",2003 - Sve najbolje 1991-2003,,,,,,
27,Wm5tG4b5_1_27,Thompson,Thompson,Ja cu poci ove noci,15454,"Nekad sam mislio zivot je lijep
zivot sam smatrao nebeski raj
moj san prestaje sad
i odlazi u pakleni raj

Bila si jedina za mene
o Boze, ne shvacam te zene
provodi i carstvo, sve je bilo tvoje    
samo kad bih na trenutak
osjetio usne tvoje
 
Ref. 2x
Ja cu poci ove noci
molit anđele da ti oproste
nek te meni ostave

Ti, ti si me progonila
sve do zadnjih dinara
       kad je nestalo bogatstva       
 otisla si bez pozdrava

Ref. 4x","https://tekstovi.net/2,440,30877.html",Marko Perkovic Thompson,Ja ću poći ove noći,,Moli mala,"Nekad sam mislio život je lijep
život sam smatrao nebeski raj
moj san prestaje sad
i odlazi u pakleni raj. Bila si jedina za mene
o Bože, ne shvaćam te žene
provodi i carstvo, sve je bilo tvoje
samo kad bih na trenutak
osjetio usne tvoje. Ref.
Ja ću poći ove noći
molit anđele da ti oproste
nek te meni ostave (x2). Ti, ti si me progonila
sve do zadnjih dinara
kad je nestalo bogatstva
otisla si bez pozdrava. Ref. (x4)",,https://lyricstranslate.com/en/thompson-marko-perkovi%C4%87-ja-%C4%87u-po%C4%87i-ove-no%C4%87i-lyrics.html,['Thompson'],https://diskografija.com/pjesma/ja-cu-poci-ove-noci-1493.htm,Ja ću poći ove noći,,,,,,,,,
28,Wm5tG4b5_1_28,Thompson,Thompson,Jer Hrvati smo,4468,"Ej, vladari od velike slave
preponosna naroda Hrvatske 
sto prolise za dom krvi rijeke
san hrvatski ostvarismo, Boze 

Ref.
Oj domovino
mi odani smo
tebi i Bogu
jer Hrvati smo
 
Zato gledaj ti, hrvatski kneze
digni glavu, hrvatski viteze
sinovi se maca dohvatise
srca im se Bogu pomolise

Ref.

Iz pepela slavna zemlja nice
krv Hrvata k nebu sada vice
u vlastitu uzdasmo se snagu
domoljubljem dobismo slobodu

Ref.","https://tekstovi.net/2,440,56461.html",,Jer Hrvati smo,,Moli mala,"Ej vladari od velike slave,
preponosna naroda Hrvatske,
što proliše za dom krvi rijeke.
San hrvatski ostvarismo Bože.. Ref.
Oj domovino,
mi odani smo,
tebi i Bogu,
jer Hrvati smo!. Zato gledaj ti hrvatski kneže,
digni glavu hrvatski viteže,
sinovi se mača dohvatiše,
srca im se Bogu pomoliše.. Ref.. Iz pepela slavna zemlja niče,
krv Hrvata k nebu sada viče,
u vlastitu uzdasmo se snagu,
domoljubljem dobismo slobodu.. Ref. (x3). Tebi i Bogu,
Jer Hrvati smo!",,https://lyricstranslate.com/en/thompson-marko-perkovi%C4%87-jer-hrvati-smo-lyrics.html,['Thompson'],https://diskografija.com/pjesma/jer-hrvati-smo-1487.htm,"Jer, hrvati smo",,,,,,,,,
29,Wm5tG4b5_1_29,Thompson,Thompson,Josef,2835,"Nadvije se tuga
kad izgube se snovi
u crnilu place
plakat ce i jace

Za koga to mrijes
k'o da svoga nemas
osudjen si pasti
i propasti bez casti
 
Ref.
Ne zna mu se ni ime ni zemlja
otisla je sa njim crna sjena
otisla je dusa pokorena

Okorjelo srce
crnu narav krije
u gorcini place
plakat ce i jace

Ref. 2x","https://tekstovi.net/2,440,56340.html",,Josef,Josef,,"Nadvije se tuga kad izgube se snovi
u crnilu plače, plakat će i jače. Za koga to mriješ
k'o da svoga nemaš
osuđen si pasti i
propasti bez časti. Ne zna mu se ni ime ni zemlja
otišla je sa njim crna sjena,
otišla je duša pokorena. Okorjelo srce crnu narav krije
u gorčini plače, plakat će i jače","The suffering arises when the dreams are lost
It cries in blackness(bitterness), it will cry harder.. Who are you dying for?
Like you don't have your own.
You are condemned to fall and
crash without honor.. His name and country are not known.
The dark shadow left with him
The conquered soul left. Dark heart hides dark temper (personality)
It cries in blackness(bitterness), it will cry harder",https://lyricstranslate.com/en/josef-josef.html,,,,,,,,,,,,
30,Wm5tG4b5_1_30,Thompson,Thompson,Ka bez duse,5501,"Ja sam konja osedlao
bisna konja mlada
i Zagorom projahao
sve do bila grada

Kleka sam na kamen ladan
zapalio svijecu
i prisvitloj Gospi reka
za se molit necu
 
Bolesna je moja draga
i u vatri gori
ti je spasi Majko sveta
oci joj otvori

Ref.
E, ja sam bez nje ka bez duse
ka bez duse svoje
evo mene, uzmi mene
uzmi tilo moje

Jedan pramen kose njene
vridi vise od po mene
sta ce meni sve, kada nema nje
kada nema nje, kada nema nje

Prominit ce lito zimu
zelenit ce trava
ne pivajte, grdelini
moja draga spava

Dusa njena prije zore
napustit ce tilo
samo ti je spasit mozes
plavog neba vilo

Donia sam za nju, Gospe
jedan cvitak bili
nije dobro kad se jedno
na dva dila dili

Ref.","https://tekstovi.net/2,440,54550.html",,Ka bez duše,,Geni kameni,"Ja sam konja osedlao
Bisna konja mlada
I zagorom projahao
Sve do bila grada
Kleka sam na kamen ladan
Zapalio svijeću
I prisvitloj Gospi reka za se molit neću
Bolesna je moja draga i u vatri gori
Ti je spasi Majko sveta, oči joj otvori. Eeee ja sam bez nje ka bez duše
Ka bez duše svoje
Evo mene, uzmi mene
Uzmi tilo moje
Jedan pramen kose njene
Vridi više od po mene
Šta će meni sve kada nema nje
Kada nema nje, kada nema nje. Prominit će lito zimu
Zelenit će trava
Ne pivajte grde liri
Moja draga spava
Duša njena prije zore
Napustit će tilo
Samo ti je spasit možeš
Plavog neba vilo. Donia sam za nju Gospe
Jedan cvitak bili
Nije dobro kad se jedno na dva dila dili. Eeee ja sam bez nje ka bez duše
Ka bez duše svoje
Evo mene, uzmi mene
Uzmi tilo moje
Jedan pramen kose njene
Vridi više od po mene
Šta će meni sve kada nema nje
Kada nema nje, kada nema nje",,https://lyricstranslate.com/en/thompson-marko-perkovi%C4%87-ka-bez-du%C5%A1e-lyrics.html,['Thompson'],https://diskografija.com/pjesma/ka-bez-duse-1533.htm,Ka bez duše,1996 - Geni kameni,2009 - Druga strana,,,,,,,
31,Wm5tG4b5_1_31,Thompson,Thompson,Kako mi je tesko nocas,37834,"Nocima sanjam sve pobjede 
poraze, tjeskobe,
al' ove noci sati nikad nece proci
jer nemir dolazi
a ona spava, ne zna nista
cista poput snijega
ona spava i sanja mene
 
Ref.
Kako mi je tesko nocas,
tesko najteze
nikad tako nije bilo meni ranije

Kako mi je tesko nocas 
nema ljubavi
sve sto imam dat cu Boze da zaboravim
i heroje prevarene 
i andjele prerusene
pa da njeno rame poljubim i zaboravim

Napusten kao cvijet bez mirisa,
prazan k'o potok bez izvora,
ova noc bi bila posljednja 
da mi nema nje
a ona spava, ne zna nista
cista poput snijega
ona spava i sanja mene

Kako mi je tesko nocas,
tesko najteze
nikad tako nije bilo meni ranije
Kako mi je tesko nocas 
nema ljubavi
sve sto imam dat cu Boze da zaboravim
i heroje prevarene 
i andjele prerusene
pa da njeno rame poljubim

Ref.","https://tekstovi.net/2,440,28534.html",Marko Perkovic Thompson,Kako mi je teško noćas,How difficult it is for me tonight,,"Noćima sanjam sve pobijede, poraze, tjeskobe
1
al ove noći sati nikad neće proći
jer nemir dolazi. A ona spava,
ne zna ništa, čista poput snijega
Ona spava i sanja mene. Kako mi je teško noćas
teško, najteže
nikad tako nije bilo meni ranije
Kako mi je teško noćas
nema ljubavi
sve što imam dat ću Bože
da zabravim
I heroje prevarene i anđele prerušene
pa da njeno rame poljubim i zaboravim
Napušten kao cvijet bez mirisa,
prazan ko potok bez izvora
Ova noć bi bila posljednja da mi nema nje. A ona spava,
ne zna ništa, čista poput snijega
Ona spava i sanja mene
Kako mi je teško noćas
teško, najteže
nikad tako nije bilo meni ranije
Kako mi je teško noćas
nema ljubavi
sve što imam dat ću Bože
da zabravim
I heroje prevarene i anđele prerušene
pa da njeno rame poljubim i zaboravim","Night after night I dream of all the victories, defeats, anxiety
but this night the hours will never go
because unrest comes. And she sleeps,
knows nothing, pure as snow
She sleeps and dreams of me. How difficult it is for me tonight
difficult, the most difficult
it has never been like this before
How difficult it is for me tonight
there is no love
everything I have I'll give, God,
to forget
False heroes and angels in disguise
if I could kiss her shoulder and forget
Abandoned like a flower without a scent,
empty like a stream without a source
This night would be the last were she not with me. And she sleeps,
knows nothing, pure as snow
She sleeps and dreams of me
How difficult it is for me tonight
difficult, the most difficult
it has never been like this before
How difficult it is for me tonight
there is no love
everything I have I'll give, God,
to forget
False heroes and angels in disguise
if I could kiss her shoulder and forget",https://lyricstranslate.com/en/kako-mi-je-te%C5%A1ko-no%C4%87-how-difficult-it-me-tonight.html,['Thompson'],https://diskografija.com/pjesma/kako-mi-je-tesko-nocas-1541.htm,Kako mi je teško noćas,,,,,,,,,
32,Wm5tG4b5_1_32,Thompson,Thompson,Kletva kralja Zvonimira,93898,"Prodali su nase snove Judini sinovi 
suho zlato bacili u blato
budjenje je bilo tako lijepo, mozda prekasno
i nevinom krvlju placeno

Ej, umorna zemljo izmucena
ima li jos tko umrijeti za te
 
Prodali su nase snove Judini sinovi
suho zlato bacili u blato
pred vratima tudjim opet za pravdu molimo
tezak sada kriz mi nosimo

Ej, umorna zemljo izmucena
ima li jos tko umrijeti za te

Ref.
Kralju Dmitre Zvonimire
kroz planine odjekuju krici
u tamnici tvoji su vojnici

Izdajice, ne imali mira
ubili ste kralja Zvonimira
izdali ste nase velikane
i sinove sto su majke dale 

Jucer gledam sliku naroda
baca cvijece po herojima
a vec sutra pobjednike sude
prodase ih za Judine skude

Ref.

Ref. 2x","https://tekstovi.net/2,440,21340.html",Marko Perkovic Thompson,Kletva kralja Zvonimira,King Zvonimir's curse,Bilo jednom u Hrvatskoj (2006),"Prodali su naše snove Judini sinovi.
1
Suho zlato bacili u blato.
Buđenje je bilo tako lijepo, mozda prekasno
i nevinom krvlju plaćeno.. Ej, umorna zemljo izmučena,
ima li još tko umrijeti za te?. Prodali su naše snove Judini sinovi.
Suho zlato bacili u blato.
Pred vratima tuđim opet za pravdu molimo.
Težak sada križ mi nosimo.. Ej, umorna zemljo izmučena,
ima li još tko umrijeti za te?. [Refren]
Kralju Dmitre Zvonimire,
Kroz planine odjekuju krici!
U tamnici tvoji su vojnici!. Izdajice, ne imali mira!
Ubili ste kralja Zvonimira!
Izdali ste naše velikane
i sinove što su majke dale!. Jučer gledam sliku naroda,
baca cvijeće po herojima,
a vec sutra pobjednike sude.
Prodaše ih za Judine škude.. [Refren]. [Refren] x2","Our dreams are betrayed
by sons of Judas.
They threw pure gold into mud.
Waking up was so beautiful, maybe too late
and payed with innocent blood.. Hey, tired tortured land,
is there anybody else to die for you?. Our dreams are betrayed
by sons of Judas.
They threw pure gold into mud.
We're begging for justice in front of foreign door again.1
We're carrying a heavy cross now.2. Hey, tired tortured land,
is there anybody else to die for you?. [Chorus]
King Demetrius Zvonimir3
screams echo in the mountains!
Your soldiers are in a dungeon!4. Traitors, you shall have no peace!
You killed King Zvonimir!5
You betrayed our heroes
and sons given by their mothers!. Yesterday I was watching the picture of people,
throwing flowers on heroes,
but already tomorrow they're judging the winners.
They betrayed them for Judas' coins.. [Chorus]. [Chorus] x2",https://lyricstranslate.com/en/kletva-kralja-zvonimira-king-zvonimirs-curse.html,['Thompson'],https://diskografija.com/pjesma/kletva-kralja-zvonimira-10456.htm,Kletva kralja Zvonimira,,,,,['Marko Perković Thompson'],['Marko Perković Thompson'],"['Marko Perković Thompson', 'Tiho Orlić']",,
33,Wm5tG4b5_1_33,Thompson,Thompson,Lazljivica,9779,"Nikad nisam vjerovati znao
nikad nisam sebi vjerovao
klela si se imena mi moga
da ces cekati nevjernika svoga

Ne znam duso gdje smo bili tada
da l' daleko ili blizu Boga
bila si mi krunica u ruci
Isusova molitva u muci

Ref. 2x
Napit' cu se, mozda bol ce proci
nek' se lomi tuga ove noci
heej samoco zasto si me zvala
kazi gdje je, lazljivica mala","https://tekstovi.net/2,440,31627.html",,Lažljivica,,Vrijeme škorpiona,"Nikad nisam vjerovati znao
nikad nisam sebi vjerovao
Klela si se imena mi moga
da ćeš čekat nevjernika svoga
Ne znam dušo gdje smo bili tada
dal daleko ili blizu Boga
Bila si mi Krunica u ruci
Isusova molitva u muci.. Ref.
Napit ću se možda bol će proći
nek se lomi tuga ove noći
Hej Samoćo zašto si me zvala
kaži gdje je Lažljivica mala (x2)",,https://lyricstranslate.com/en/thompson-marko-perkovi%C4%87-la%C5%BEljivica-lyrics.html,['Thompson'],https://diskografija.com/pjesma/lazljivica-1498.htm,Lažljivica,,,,,,,,,
34,Wm5tG4b5_1_34,Thompson,Thompson,Lijepa li si,202678,"Kad se sjetim suza krene
zamirisu uspomene
svake stope rodnog kraja
i narodnih obicaja 

Prepoznah ljepotu tvoju
sto probudi ljubav moju
kad sam s tobom srce moje
kuca jace, veliko je 
 
Ref.
Oj Zagoro, lijepa li si
Slavonijo, zlatna ti si
Herceg-Bosno, srce ponosno
Dalmacijo, more moje
jedna dusa a nas dvoje
pozdrav Liko, Velebita diko
lijepa li si 

Kad Neretva moru krene
ti se tada sjeti mene
mojoj pjesmi budi tema
za sve one kojih nema 

Ajde Istro i Zagorje
podignimo sve tri boje
zagrlimo se pred svima
neka vide da nas ima

Ref.","https://tekstovi.net/2,440,6638.html",,Lijepa li si (+prijatelji),How beautiful you are (+friends),Vjetar s Dinare (1998),"Kad se sjetim, suza krene
Zamirišu uspomene
Svake stope rodnog kraja
I narodnih običaja. Prepoznah ljepotu tvoju
Što probudi ljubav moju
Kad sam s tobom srce moje
Kuca jače, veliko je. Ref.
Oj, Zagoro, lijepa li si
Slavonijo, zlatna ti si
Herceg-Bosno srce ponosno
Dalmacijo, more moje
Jedna duša a nas dvoje
Pozdrav Liko, Velebita diko. Lijepa li si. Kad Neretva k moru krene
Ti se tada sjeti mene
Mojoj pjesmi budi tema
Za sve one kojih nema. Ajde Istro i Zagorje
Podignimo sve tri boje
Zagrlimo se pred svima
Neka vide da nas ima. Ref. x1","When I remember, tear starts
Memories start to smell
Every rate of hometown
and national customs. I recognized your beauty
Which woke my love up
When am I with you, my heart
beats harder, it's big. Refrain:
Hey, Zagora, how beautiful you are
Slavonia, you are golden
Herzeg Bosnia, proud heart
Dalmatia, my sea
One soul, but two of us
Greetings Lika, glory of Velebit. How beautiful you are. When Neretva start to flow to sea
Remember me then
Be subject of my song
For all of them who's gone. Come on Istria and Zagorje
Let's raise all three colors
Let's hug in front of everybody
Let them see that there's enough of us. Refrain x1",https://lyricstranslate.com/en/lijepa-li-si-prijatelji-how-beautiful-you-are-friends.html,['Thompson'],https://diskografija.com/pjesma/lijepa-li-si-1545.htm,Lijepa li si,1998 - Vjetar s Dinare,1999 - Hrvatski Radijski Festival 1999,2001 - The best of,2003 - Sve najbolje 1991-2003,['Marko Perković Thompson'],['Marko Perković Thompson'],,2009 - Druga strana,2012 - Od popa do jazza - Klapa Luka Ploče
35,Wm5tG4b5_1_35,Thompson,Thompson,Lijepo li je Hrvat biti,17555,"Lijepo li je Hrvat biti
majko, hvala ti
ljubit Boga blizeg svoga
tu i umrijeti

Sad pogledaj sa visine
oce Domovine
pravaska te krila nose
s tim se ponose
 
HSP-ovci pozdravljaju
svoju domovinu
za dom spremni i slobodu
Hrvatskome rodu

Zivi vjecno, zemljo moja
nemoj strepiti
pravas ce te uvijek znati
casno braniti","https://tekstovi.net/2,440,46352.html",,Lijepo li je Hrvat biti,How beautiful it is to be a Croat,,"Lijepo li je Hrvat biti,
majko, hvala ti,
ljubit Boga bližeg svoga,
tu i umrijeti.. Sad pogledaj sa visine,
Oče Domovine,
pravaška te krila nose,
s tim se ponose.. A HOS-ovci pozdravljaju
svoju domovinu,
za dom spremni i slobodu
Hrvatskome rodu.. Živi vječno zemljo moja
nemoj se kriti,
pravac će te uvijek znati
časno braniti.","How beautiful it is to be a Croat
mother, thank you
to love a God and your friends
and die here. Now look from height
Father of country
the wings of justice are carring you
they are proud of that. And Croatian Defense Forces salute you
their country
ready for the home and freedom
to Croatian people. Live forever, my country
don´t hide yourself
you´ll know direction always
and we´ll defend you honorably",https://lyricstranslate.com/en/lijepo-li-je-hrvat-biti-how-beautiful-it-be-croat.html,,,,,,,,,,,,
36,Wm5tG4b5_1_36,Thompson,Thompson,Lipa Kaja,48225,"Dok se mjesec nebom zlati
znam da tvoja dusa pati
ja te molim, ne predaj se

Jer kad zora u dan pukne
bit ce kasno da jaukne
glasa tvoga niko cuti nece
 
Da su tvoji prije znali
kome su te obecali

Ref.
Ne daj Boze da sad ode
kad smo dosli do slobode
lipa Kajo roda moga
ne udaj se za drugoga
hej, lipa Kajo, lipa Kajo

Kad nad Gackom zora pukne
bit ce kasno da jaukne
glasa tvoga niko cuti nece

Da su tvoji prije znali
kome su te obecali

Ref.","https://tekstovi.net/2,440,21341.html",Zdenko Hrsak,Lipa Kaja,Beautiful Kaja,Bilo jednom u Hrvatskoj,"Dok se mjesec nebom zlati,
1
znam da tvoja duša pati.
Ja te molim, ne predaj se!. Jer, kad zora u dan pukne,
bit će kasno da jaukne,
glasa tvoga ni'ko čuti neće.. Da su tvoji prije znali,
kome su te obećali... 'eeej...
Ne daj, Bože, da sad ode,
kad smo došli do slobode.
Lipa Kajo roda moga,
ne udaj se za drugoga.. 'Eeej, lipa Kajo,
'eeej, lipa Kajo.
Kad nad Gackom zora pukne,
bit će kasno da jaukne,
glasa tvoga ni'ko čuti neće.. Da su tvoji prije znali,
kome su te obećali... 'eeej...
Ne daj, Bože, da sad ode,
kad smo došli do slobode.
Lipa Kajo roda moga,
ne udaj se za drugoga.. 'Eeej, lipa Kajo,
'eeej, lipa Kajo.. Lipa Kajo... Ne udaj se za drugoga.. 'Eeej, lipa Kajo,
'eeej, lipa Kajo.","While the moon shines on the sky
I know that your soul suffers
I beg you, don't give up!. Because when dawn breaks into day
It will be late to cry out
Nobody is going to be able to hear your voice. Only if your family knew
who they promised you to, hey
God, don't let her leave now
When we arrived to freedom
Beautiful Kaja of my kind
Don't marry somebody else. Hey, beautiful Kaja
Hey, beautiful Kaja
When dawn breaks over Gacka
It will be too late to cry out
Nobody is going to be able to hear your voice. Only if your family knew
who they promised you to, hey
God, don't let her leave now
When we arrived to freedom
Beautiful Kaja of my kind
Don't marry somebody else. Hey, beautiful Kaja
Hey, beautiful Kaja. Beautiful Kaja, don't marry somebody else. Hey, beautiful Kaja
Hey, beautiful Kaja",https://lyricstranslate.com/en/lipa-kaja-beautiful-kaja.html,['Thompson'],https://diskografija.com/pjesma/lipa-kaja-9877.htm,Lipa Kaja,2006 - Bilo jednom u Hrvatskoj,2006 - Gacka,,,['Zdenko Hršak'],['Zdenko Hršak'],"['Tiho Orlić', 'Hrvoje Grčević', 'Damir Lipošek']",,
37,Wm5tG4b5_1_37,Thompson,Thompson,Ljubavna,11655,"Mogu te zapaliti kao sibicu
samo kad hocu, samo kad hocu
jednim laganim pokretom ruke
rasplamsam te nocu, zapalim te nocu

I onda goris ko zlatna zvijezda
na onom nebu sto je samo moje
tad cijeli svijet i zivot postoji
samo za nas dvoje
 
Kakav si to plamen zapalila u meni
zasto te zelim ko zlatnu ribicu
kad sam te na pocetku susreta naseg
mogao baciti ko izgorenu sibicu

Odnijet cu te sa sobom i da ne bi htjela
ko Olimpa vatra gorit ces u meni
jer sve ono sto u tebi nadjoh
ne nadjoh ni u jednoj drugoj zeni

Ref. 2x
Hej ljepoto u meni
skini veo ljubavi
svojim tijelom najljepsim
osvoji me, pobjedi

Ej kraljice Zvjezdana
kraljujes u mojim pjesmama
nasa himna ljubavna
sveta je ko domovina","https://tekstovi.net/2,440,39218.html",Perkovic Marko-thompson,Ljubavna,Love song,,"Mogu te zapaliti kao šibicu
1
Samo kad hoću, samo kad hoću
Jednim malim pokretom ruke
Rasplamsam te noću, zapalim te noću
I onda goriš ko zlatna zvijezda
Na onom nebu što je samo moje
Tad cijeli svijet i život postoji
samo za nas dvoje
Kakav si to plamen zapalila u meni
Zašto te želim ko zlatnu ribicu
Kad sam te na početku susreta našeg
Mogao baciti ko izgorenu šibicu
Odnijet ću te sa sobom i da ne bi htjela
Ko Olimpa vatra gorit ćeš u meni
Jer sve ono što u tebi nađoh
Ne nađoh ni u jednoj drugoj ženi.. Hej, ljepoto u meni,
skini veo ljubavi
svojim tijelom najljepšim
Osvoji me, pobijedi
Ej kraljice Zvjezdana
kraljuješ u mojim pjesmama
naša himna ljubavna
sveta je ko domovina.","I can light you as a match
Only when I want, only when I want
With one little move with my hand
I kindle you in the night, I light you in the night
And then you burn like golden star
On that sky that is only mine
And then the whole world and life exists
Only for two of us
What kind of flame you lit in me
Why I want you as a golden fish
When in the beginning of our encounter
I could throw you as burned match
I'll take you with me even if you don't want
As a fire of Olympus you'll burn in me
Because all this that I've found in you
I haven't found in any other woman. Hey beauty in me
Take off the veil of love
With your most beautiful body
Capture me, win me
Hey queen of stars
Your realm is in my songs
Our love hymn
Is as sacred as homeland",https://lyricstranslate.com/en/Ljubavna-Love-song.html,['Thompson'],https://diskografija.com/pjesma/ljubavna-1503.htm,Ljubavna,,,,,,,,,
