Artist,Artist_discogs,Song_discogs,Song_duration_discogs,Written-By_discogs,Album_title_discogs,Lyrics By_discogs,Music By_discogs,Album_year_discogs,Written By_discogs,Flute_discogs,Translated By_discogs,Arranged By_discogs,Conductor_discogs,Orchestra_discogs,Adapted By_discogs,Adapted By (Text)_discogs,Translated By [Uncredited]_discogs,Adapted By (Text) [Uncredited]_discogs,Written-By [Original Lyrics/Uncredited]_discogs,Adapted By (Text) [Adapt.]_discogs,Choir_discogs,Backing Vocals_discogs,Lyrics By [A1]_discogs,Lyrics By [A2]_discogs,Lyrics By [A3]_discogs,Lyrics By [A4]_discogs,Lyrics By [A6]_discogs,Lyrics By [A7]_discogs,Music By [A1_discogs,A2_discogs,A3_discogs,A4_discogs,A6_discogs,A7]_discogs,Written-By [A5_discogs,A8]_discogs,Lyrics By [B1_discogs,B2_discogs,B5]_discogs,Lyrics By [B3]_discogs,Lyrics By [B4]_discogs,Lyrics By [B6]_discogs,Lyrics By [B7]_discogs,Music By [B1]_discogs,Music By [B2_discogs,Music By [B3_discogs,B6_discogs,B7]_discogs,Music By [B4]_discogs,Featuring_discogs,Written By [Lyrics]_discogs,Composed By_discogs,Soloist_discogs,Lyrics By [Original German]_discogs,Lyrics By [Original Italian]_discogs,Lyrics By [Original English]_discogs,Performer_discogs,Songwriter_discogs,Album_year_title_discogs,All_albums_discogs
Tereza Kesovija,Tereza Kesovija,C'est Ma Chanson = This Is My Song,,,C'est Ma Chanson,,,1968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0-C'est Ma Chanson,1968.0-C'est Ma Chanson
Tereza Kesovija,Tereza Kesovija,Le Village Abandonné = Quando Il Sole Chinde Gli Acchi,,,C'est Ma Chanson,,,1968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0-C'est Ma Chanson,1968.0-C'est Ma Chanson
Tereza Kesovija,Tereza Kesovija,En Suivant L'étoile = Cuando Sali De Cuba,,,C'est Ma Chanson,,,1968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0-C'est Ma Chanson,"1968.0-C'est Ma Chanson/1968.0-Je L'aime, Je L'aime"
Tereza Kesovija,Tereza Kesovija,Quand Le Jour Se Levera = Nel Sole,,,C'est Ma Chanson,,,1968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0-C'est Ma Chanson,1968.0-C'est Ma Chanson
Tereza Kesovija,Tereza Kesovija,Maintenant Je Chante = Il Pontile,,,C'est Ma Chanson,,,1968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0-C'est Ma Chanson,1968.0-C'est Ma Chanson
Tereza Kesovija,Tereza Kesovija,"L'oiseau Blanc, L'oiseau Bleu",,,C'est Ma Chanson,,,1968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0-C'est Ma Chanson,1968.0-C'est Ma Chanson/2020.0-Anthologie 1965-1978
Tereza Kesovija,Tereza Kesovija,Les Enfants de Chez Moi,,,C'est Ma Chanson,,,1968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0-C'est Ma Chanson,1968.0-C'est Ma Chanson
Tereza Kesovija,Tereza Kesovija,Ce Matin-Là,,,C'est Ma Chanson,,,1968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0-C'est Ma Chanson,1968.0-C'est Ma Chanson/2020.0-Anthologie 1965-1978
Tereza Kesovija,Tereza Kesovija,Ainsi Font Font Font...,,,C'est Ma Chanson,,,1968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0-C'est Ma Chanson,"1968.0-C'est Ma Chanson/1968.0-Je L'aime, Je L'aime"
Tereza Kesovija,Tereza Kesovija,"Je L'aime, Je L'aime",,,C'est Ma Chanson,,,1968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0-C'est Ma Chanson,"1968.0-C'est Ma Chanson/1968.0-Je L'aime, Je L'aime"
Tereza Kesovija,Tereza Kesovija,Quand Le Jour Se Lèvera = Nel Sole,,,"Je L'aime, Je L'aime",,Vito Pallavicini,1968.0,,,,,,,Pierre Delanoë,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1968.0-Je L'aime, Je L'aime","1968.0-Je L'aime, Je L'aime"
Tereza Kesovija,Tereza Kesovija,Chante Pablito = Reci Ljubavi,2:00,Nikica Kalogjera,La Maison Du Printemps,,,1968.0,,,,,,,Pierre Cour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0-La Maison Du Printemps,1968.0-La Maison Du Printemps
Tereza Kesovija,Tereza Kesovija,Embrasse-Moi Pour Demain,3:00,,La Maison Du Printemps,Serge Lebrail,Valto Laitinen,1968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0-La Maison Du Printemps,1968.0-La Maison Du Printemps
Tereza Kesovija,Tereza Kesovija,La Maison Du Printemps = Odlaziš Mi Brode,2:55,,La Maison Du Printemps,Maja Perfiljeva,Zdravko Korpar,1968.0,,,,,,,Pierre Cour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0-La Maison Du Printemps,1968.0-La Maison Du Printemps
Tereza Kesovija,Tereza Kesovija,"Loin De Toi, Près De Toi",2:35,,La Maison Du Printemps,Frantz Benedetti,Eric Demarsan,1968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0-La Maison Du Printemps,1968.0-La Maison Du Printemps/2020.0-Anthologie 1965-1978
Tereza Kesovija,Tereza Kesovija,La Maison Du Printemps (Odlazis Mi Brode),2:55,Zdravko Korpar,La Maison Du Printemps,,,1968.0,Zdravko Korpar - Maja Perfiljeva,,,,,,,,,,,Pierre Cour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0-La Maison Du Printemps,1968.0-La Maison Du Printemps
Tereza Kesovija,Tereza Kesovija,Chante Pablito (Reci Ijubavi),2:00,Nikica Kalogjera,La Maison Du Printemps,,,1968.0,,,,,,,,,,,,Pierre Cour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0-La Maison Du Printemps,1968.0-La Maison Du Printemps
Tereza Kesovija,Tereza Kesovija,Bien Mas Fuerte,,,Bien Mas Fuerte / Mientras Tanto Yo Canto,,,1968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0-Bien Mas Fuerte / Mientras Tanto Yo Canto,1968.0-Bien Mas Fuerte / Mientras Tanto Yo Canto
Tereza Kesovija,Tereza Kesovija,Mientras Tanto Yo Canto,,,Bien Mas Fuerte / Mientras Tanto Yo Canto,,,1968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0-Bien Mas Fuerte / Mientras Tanto Yo Canto,1968.0-Bien Mas Fuerte / Mientras Tanto Yo Canto
Tereza Kesovija,Tereza Kesovija,Na Suncu (Nel Sole),,,Na Suncu,,Pino Massara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Na Suncu,nan-Na Suncu
Tereza Kesovija,Tereza Kesovija,Ja Slijedim Svoju Zvijezdu (En Suivant L'Etoile),,,Na Suncu,,Luis Aguile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Na Suncu,nan-Na Suncu
Tereza Kesovija,Tereza Kesovija,Vezana Uz Vas,,,Na Suncu,,Ivica Krajač,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Na Suncu,nan-Na Suncu
Tereza Kesovija,Tereza Kesovija,Moja Pjesma (This Is My Song),,,Na Suncu,,Charlie Chaplin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Na Suncu,nan-Na Suncu/2012.0-Najljepše Ljubavne Pjesme
Tereza Kesovija,Tereza Kesovija,Zemlja Je Plava (Je T´Aime Et La Terre Est Bleu),,,Zemlja Je Plava ,Pierre Delanoë,Nikica Kalogjera,1969.0,,,,Nikica Kalogjera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.0-Zemlja Je Plava ,1969.0-Zemlja Je Plava 
Tereza Kesovija,Tereza Kesovija,Jedan List Je Pao,,Tereza Kesovija,Zemlja Je Plava ,,,1969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.0-Zemlja Je Plava ,1969.0-Zemlja Je Plava 
Tereza Kesovija,Tereza Kesovija,Io T'Amo E La Terra E' Blu (Zemlja Je Plava),02:15,,Io T'Amo E La Terra E' Blu / Duska,,,1969.0,Pierre Delanoë,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.0-Io T'Amo E La Terra E' Blu / Duska,1969.0-Io T'Amo E La Terra E' Blu / Duska
Tereza Kesovija,Tereza Kesovija,Duska,02:45,,Io T'Amo E La Terra E' Blu / Duska,,,1969.0,Leonardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.0-Io T'Amo E La Terra E' Blu / Duska,1969.0-Io T'Amo E La Terra E' Blu / Duska
Tereza Kesovija,Tereza Kesovija,Due Ragazzi,,,Due Ragazzi,,,1969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.0-Due Ragazzi,1969.0-Due Ragazzi
Tereza Kesovija,Tereza Kesovija,Sinfonia,,,Due Ragazzi,,,1969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.0-Due Ragazzi,1969.0-Due Ragazzi
Tereza Kesovija,Tereza Kesovija,,,,Due Ragazzi,,,1969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.0-Due Ragazzi,1969.0-Due Ragazzi/1969.0-Due Ragazzi
Tereza Kesovija,Tereza Kesovija,"Nono, Moj Dobri Nono",,,IX Internacionalni Festival Zabavne Muzike Split 69,Ivica Krajač,Nikica Kalogjera,,,,,Nikica Kalogjera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-IX Internacionalni Festival Zabavne Muzike Split 69,"nan-IX Internacionalni Festival Zabavne Muzike Split 69/nan-Gdje Ima Srca, Tu Sam I Ja/2000.0-Spomenar (Balade Mora I Ljubavi)/2008.0-A L'Olympia"
Tereza Kesovija,Tereza Kesovija,"Finili Su, Mare, Bali",,,IX Internacionalni Festival Zabavne Muzike Split 69,Tomislav Zuppa,Pero Gotovac,,,,,Pero Gotovac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-IX Internacionalni Festival Zabavne Muzike Split 69,nan-IX Internacionalni Festival Zabavne Muzike Split 69
Tereza Kesovija,Tereza Kesovija,Bolujem Ja,,,Bolujem Ja / Lijepa Janja,,,1970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970.0-Bolujem Ja / Lijepa Janja,1970.0-Bolujem Ja / Lijepa Janja/nan-Tereza/2009.0-Ja Sam Pjesma
Tereza Kesovija,Tereza Kesovija,Lijepa Janja,,,Bolujem Ja / Lijepa Janja,August Šenoa,,1970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970.0-Bolujem Ja / Lijepa Janja,1970.0-Bolujem Ja / Lijepa Janja/nan-Tereza/2009.0-Ja Sam Pjesma
Tereza Kesovija,Tereza Kesovija,"Vorbei, Vorbei",2:42,Ivica Krajač,"Vorbei, Vorbei",,,1970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1970.0-Vorbei, Vorbei","1970.0-Vorbei, Vorbei"
Tereza Kesovija,Tereza Kesovija,Der Himmel Ist Weit,3:16,Rudi Bauer,"Vorbei, Vorbei",,,1970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1970.0-Vorbei, Vorbei","1970.0-Vorbei, Vorbei"
Tereza Kesovija,Tereza Kesovija,Daleko Si Ti (Der Himmel Ist Weit),,Rudi Bauer,Daleko Si Ti / Ljubav Je Kao Lanac,,,1970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970.0-Daleko Si Ti / Ljubav Je Kao Lanac,1970.0-Daleko Si Ti / Ljubav Je Kao Lanac
Tereza Kesovija,Tereza Kesovija,"Ljubav Je Kao Lanac (L'Amour, Mon Amour)",,Edvard Grieg,Daleko Si Ti / Ljubav Je Kao Lanac,,,1970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970.0-Daleko Si Ti / Ljubav Je Kao Lanac,1970.0-Daleko Si Ti / Ljubav Je Kao Lanac
Tereza Kesovija,Tereza Kesovija,"O, No, No, No (Opatja)",3:24,Nikica Kalogjera,"O, No, No, No (Opatja)",,,1970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1970.0-O, No, No, No (Opatja)","1970.0-O, No, No, No (Opatja)"
Tereza Kesovija,Tereza Kesovija,Alle Straßen (Moje Suze),2:56,Nikica Kalogjera,"O, No, No, No (Opatja)",,,1970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1970.0-O, No, No, No (Opatja)","1970.0-O, No, No, No (Opatja)"
Tereza Kesovija,Tereza Kesovija,Mein Herz Schlägt Für Dich,3:06,,Mein Herz Schlägt Für Dich / Du Sollst Den Weg Mir Zeigen,Fred Weyrich,Rudi Bauer,1970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970.0-Mein Herz Schlägt Für Dich / Du Sollst Den Weg Mir Zeigen,1970.0-Mein Herz Schlägt Für Dich / Du Sollst Den Weg Mir Zeigen
Tereza Kesovija,Tereza Kesovija,Du Sollst Den Weg Mir Zeigen,2:57,Ingfried Hoffmann,Mein Herz Schlägt Für Dich / Du Sollst Den Weg Mir Zeigen,,,1970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970.0-Mein Herz Schlägt Für Dich / Du Sollst Den Weg Mir Zeigen,1970.0-Mein Herz Schlägt Für Dich / Du Sollst Den Weg Mir Zeigen
Tereza Kesovija,Tereza Kesovija,Put U Raj,,,Put U Raj / Moja Jedina Misao,Arsen Dedić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Put U Raj / Moja Jedina Misao,nan-Put U Raj / Moja Jedina Misao/nan-To Je Tereza.../2005.0-Mojih 45 Skalina/2007.0-The Platinum Collection/2008.0-A L'Olympia/2012.0-Najljepše Ljubavne Pjesme
Tereza Kesovija,Tereza Kesovija,Moja Jedina Misao,,,Put U Raj / Moja Jedina Misao,Ivica Krajač,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Put U Raj / Moja Jedina Misao,nan-Put U Raj / Moja Jedina Misao/nan-To Je Tereza...
Tereza Kesovija,Tereza Kesovija,Kad Se Jednom Vratiš,,,Kad Se Jednom Vratiš / Uspavanka Za Ivu,Zvonko Špišić,Zvonko Špišić,,,,,Ivan Kelemen,Zlatko Černjul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kad Se Jednom Vratiš / Uspavanka Za Ivu,nan-Kad Se Jednom Vratiš / Uspavanka Za Ivu
Tereza Kesovija,Tereza Kesovija,Uspavanka Za Ivu,,,Kad Se Jednom Vratiš / Uspavanka Za Ivu,Ivica Krajač,Ivica Krajač,,,,,Nikica Kalogjera,Miljenko Prohaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Kad Se Jednom Vratiš / Uspavanka Za Ivu,nan-Kad Se Jednom Vratiš / Uspavanka Za Ivu
Tereza Kesovija,Tereza Kesovija,Ce Soir Tu Viens Trop Tard,2:00,,Ce Soir Tu Viens Trop Tard / L'amour Mon Amour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ce Soir Tu Viens Trop Tard / L'amour Mon Amour,nan-Ce Soir Tu Viens Trop Tard / L'amour Mon Amour
Tereza Kesovija,Tereza Kesovija,L'amour Mon Amour,2:45,,Ce Soir Tu Viens Trop Tard / L'amour Mon Amour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-Ce Soir Tu Viens Trop Tard / L'amour Mon Amour,nan-Ce Soir Tu Viens Trop Tard / L'amour Mon Amour
Tereza Kesovija,Tereza Kesovija,"Voli Me, Voli Me",,,"Voli Me, Voli Me",Mišo Doležal,Alfi Kabiljo,,,,,Alfi Kabiljo,Vinko Lesić,"Festivalski Orkestar ""Split""",,,,,,,Festivalski Zbor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Voli Me, Voli Me","nan-Voli Me, Voli Me/2013.0-Parkovi"
Tereza Kesovija,Tereza Kesovija,Za Sva Srca Ovog Svijeta,,,"Voli Me, Voli Me",Ivica Krajač,Tereza Kesovija,,,,,Alfi Kabiljo,Alfi Kabiljo,Zabavni Orkestar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Voli Me, Voli Me","nan-Voli Me, Voli Me/2013.0-Parkovi"
Tereza Kesovija,Tereza Kesovija,Ti Si Meni Sve,,Alfi Kabiljo,"Ti Si Meni Sve / Jedna Klupa, Jedan Kut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Ti Si Meni Sve / Jedna Klupa, Jedan Kut","nan-Ti Si Meni Sve / Jedna Klupa, Jedan Kut/2013.0-Parkovi"
Tereza Kesovija,Tereza Kesovija,"Jedna Klupa, Jedan Kut (Un Banc, Un Arbre, Une Rue)",,Yves Dessca,"Ti Si Meni Sve / Jedna Klupa, Jedan Kut",Miro Ungar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nan-Ti Si Meni Sve / Jedna Klupa, Jedan Kut","nan-Ti Si Meni Sve / Jedna Klupa, Jedan Kut"
Tereza Kesovija,Tereza Kesovija,Parkovi,,,To Je Tereza...,Arsen Dedić,Alfi Kabiljo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-To Je Tereza...,nan-To Je Tereza.../2005.0-Mojih 45 Skalina/2007.0-The Platinum Collection/2013.0-Parkovi/2013.0-Parkovi/2015.0-50 Originalnih Pjesama
Tereza Kesovija,Tereza Kesovija,Ja Slijedim Svoju Zvijezdu (Quando Sali De Cuba),,,To Je Tereza...,,Luis Aguile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-To Je Tereza...,nan-To Je Tereza...
Tereza Kesovija,Tereza Kesovija,Tvoj Glas,,Ivica Krajač,To Je Tereza...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-To Je Tereza...,nan-To Je Tereza.../nan-Tereza/2000.0-Ja Sam Pjesma (Najljepše Mediteranske Melodije)/2005.0-Mojih 45 Skalina/2007.0-The Platinum Collection/2009.0-Ja Sam Pjesma/2015.0-50 Originalnih Pjesama
Tereza Kesovija,Tereza Kesovija,Pjesma Suncu (Le Soleil Me Brule Les Mains),,,To Je Tereza...,,Tereza Kesovija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-To Je Tereza...,nan-To Je Tereza...
Tereza Kesovija,Tereza Kesovija,"Nono, Dobri Moj Nono",,,To Je Tereza...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-To Je Tereza...,nan-To Je Tereza.../nan-Moja Splitska Ljeta/nan-Live A L'Olympia - Paris/2005.0-Mojih 45 Skalina/2007.0-The Platinum Collection/2015.0-50 Originalnih Pjesama/2018.0-Moja Splitska Ljeta
Tereza Kesovija,Tereza Kesovija,Adio,,,To Je Tereza...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-To Je Tereza...,nan-To Je Tereza...
Tereza Kesovija,Tereza Kesovija,U Dubrovniku Mom,,,To Je Tereza...,Miro Ungar,Louis Rey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-To Je Tereza...,nan-To Je Tereza...
Tereza Kesovija,Tereza Kesovija,Znam Da Ima Jedna Staza,,,To Je Tereza...,Stjepan Benzon,Đelo Jusić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-To Je Tereza...,nan-To Je Tereza...
Tereza Kesovija,Tereza Kesovija,Zar Ima Nešto Ljepše Na Tom Svijetu,,,To Je Tereza...,Miro Ungar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan-To Je Tereza...,nan-To Je Tereza.../nan-Tereza
Tereza Kesovija,Tereza Kesovija,Koraci,,Toma Polić,Koraci / Govori Tiše,,,1972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972.0-Koraci / Govori Tiše,1972.0-Koraci / Govori Tiše/2013.0-Parkovi
Tereza Kesovija,Tereza Kesovija,Govori Tiše,,Nino Rota,Koraci / Govori Tiše,,,1972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972.0-Koraci / Govori Tiše,1972.0-Koraci / Govori Tiše/2005.0-Mojih 45 Skalina/2007.0-The Platinum Collection/2015.0-50 Originalnih Pjesama
Tereza Kesovija,Tereza Kesovija,"Kad Porasteš, Sine",,,"Kad Porasteš, Sine / Pokreni Svijet, Pokreni Život",Branko Karakaš,Nikica Kalogjera,1972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1972.0-Kad Porasteš, Sine / Pokreni Svijet, Pokreni Život","1972.0-Kad Porasteš, Sine / Pokreni Svijet, Pokreni Život/2015.0-50 Originalnih Pjesama"
Tereza Kesovija,Tereza Kesovija,"Pokreni Svijet, Pokreni Život",,Michel Jourdan,"Kad Porasteš, Sine / Pokreni Svijet, Pokreni Život",Ivica Krajač,,1972.0,,,,Nikica Kalogjera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1972.0-Kad Porasteš, Sine / Pokreni Svijet, Pokreni Život","1972.0-Kad Porasteš, Sine / Pokreni Svijet, Pokreni Život"
Tereza Kesovija,Tereza Kesovija,"Rusticana (Nikad Neću Ti Reć ""Adio"")",,,Split '72,,Zdenko Runjić,1972.0,,,,,,"Festivalski Orkestar ""Split""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972.0-Split '72,1972.0-Split '72
Tereza Kesovija,Tereza Kesovija,O' Kada Te Nima,,,Split '72,,Pero Gotovac,1972.0,,,,,,Zabavni Orkestar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972.0-Split '72,1972.0-Split '72
Tereza Kesovija,Tereza Kesovija,Muzika I Ti,,,Muzika I Ti,,,1972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972.0-Muzika I Ti,1972.0-Muzika I Ti/2005.0-Mojih 45 Skalina/2007.0-The Platinum Collection/2015.0-50 Originalnih Pjesama
Tereza Kesovija,Tereza Kesovija,Prvi Cvijet,,,Muzika I Ti,,,1972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972.0-Muzika I Ti,"1972.0-Muzika I Ti/nan-Molim Te, Ostani"
Tereza Kesovija,Tereza Kesovija,La Musique Et Toi,2:58,,La Musique Et Toi,,,1972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972.0-La Musique Et Toi,1972.0-La Musique Et Toi/2020.0-Anthologie 1965-1978
Tereza Kesovija,Tereza Kesovija,Toujours my love,2:32,,La Musique Et Toi,,,1972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972.0-La Musique Et Toi,1972.0-La Musique Et Toi
Tereza Kesovija,Tereza Kesovija,L'amour Qu'il Nous Reste A Vivre,2:43,,L'amour Qu'il Nous Reste A Vivre,,,1972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972.0-L'amour Qu'il Nous Reste A Vivre,1972.0-L'amour Qu'il Nous Reste A Vivre/2020.0-Anthologie 1965-1978
Tereza Kesovija,Tereza Kesovija,"Tourne La Vie, Tourne Le Monde",2:59,,L'amour Qu'il Nous Reste A Vivre,,,1972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972.0-L'amour Qu'il Nous Reste A Vivre,1972.0-L'amour Qu'il Nous Reste A Vivre/2020.0-Anthologie 1965-1978
Tereza Kesovija,Tereza Kesovija,"Spavaj, Spavaj Mili Moj",,,"Spavaj, Spavaj Mili Moj / Sreću Čine Stvari Male",Ivica Krajač,,1973.0,,,,,Đelo Jusić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1973.0-Spavaj, Spavaj Mili Moj / Sreću Čine Stvari Male","1973.0-Spavaj, Spavaj Mili Moj / Sreću Čine Stvari Male/2012.0-Najljepše Ljubavne Pjesme"
Tereza Kesovija,Tereza Kesovija,Sreću Čine Stvari Male,,,"Spavaj, Spavaj Mili Moj / Sreću Čine Stvari Male",Zdenko Jelčić,,1973.0,,,,,Miljenko Prohaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1973.0-Spavaj, Spavaj Mili Moj / Sreću Čine Stvari Male","1973.0-Spavaj, Spavaj Mili Moj / Sreću Čine Stvari Male/1982.0-Prijatelji Stari Gdje Ste/2005.0-Mojih 45 Skalina/2015.0-50 Originalnih Pjesama"
