,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Url_diskografija,Song_diskografija,Aranžman_diskografija
44,d/vUPGnO_1_44,Bijelo Dugme,Bijelo Dugme,Mogla je biti prosta prica,31106,"U stvari ordinarna prica 
kao Pepeljuga 
telefon, krevet malo pica 
i zaplet i poruka 

I sve je moglo sasvim tako biti 
da nije ritam brz 
vec' bi se snasli i ona i ti 
uz valcer, tango i bluz 
 
Mogla je biti prosta prica 
fina, duhovita 
malo zurskog kica 
i lagane muzike 

I sve je moglo samo tako biti 
pros'o bi, pros'o bi fol 
vec' bi se snasli i ona i ti 
al' ne znas plesat rock and roll 

A to je bas prosta stvar 
a vi ste bas zgodan par 
probajte, bas prosta stvar","https://tekstovi.net/2,33,505.html",Bregovic Goran,Mogla je biti prosta priča,It could have been a dirty story,Doživjeti stotu (1980),"U stvari ordinarna priča
1
Kao pepeljuga
Telefon, krevet, malo pića
I zaplet i poruka
I sve je moglo sasvim tako biti
Da nije ritam brz
Već' bi se snašli i ona i ti
Uz valcer, tango i bluz. Mogla je biti prosta priča
Fina, duhovita
Malo žurskog kiča
I lagane muzike
I sve je moglo samo tako biti
Proš'o bi, proš'o bi fol
Već' bi se snašli i ona i ti
Al' ne znaš plesat rock and roll. A to je baš prosta stvar
A vi ste baš zgodan par
Probajte, baš prosta stvar","Actually, it was an ordinary story
Like a Cinderella
A phone, a bed and a little bit of booze
And plot and message
And everything could be just like that
If the rhytm wasn't fast
You and her could have found the soluton
In waltz, tango and blues. It could have been a dirty story
Nice and funny
A little bit of dance kitsch
And light music
And everything could have been just like that
That, that could have passed easily
You and her could have found the soluton
But you don't know how to rock'n'roll. And that's just a dirty thing
And you two are really nice couple
Check it out, that's a really dirty thing",https://lyricstranslate.com/en/mogla-je-biti-prosta-prica-it-could-be-dirty-story.html,,['Goran Bregović'],['Bijelo Dugme'],,,,,,,https://diskografija.com/pjesma/mogla-je-biti-prosta-prica-9565.htm,Mogla je biti prosta priča,
45,d/vUPGnO_1_45,Bijelo Dugme,Bijelo Dugme,"Mramor, kamen i zeljezo",16903,"Kisa pada kada places ti
dam, dam, dam, dam
poljubac cu ti pokloniti
dam, dam, dam, dam

Ref. 2x
Mramor, kamen i zeljezo
lako moze biti slomljeno
sve, al' sve bas prolazi
mi smo vjerni nasoj ljubavi

","https://tekstovi.net/2,33,18374.html",Bijelo Dugme,"Mramor, kamen i željezo","Marble, Stone and Iron",,"Kiša pada kada plačeš ti,
1
dam, dam, dam, dam.
Poljubac ću ti pokloniti,
dam, dam, dam, dam.. Ref. 2x
Mramor, kamen i željezo
lako može biti slomljeno,
sve, al' sve baš prolazi,
mi smo vjerni našoj ljubavi.","The rain is falling when you're crying
Dam, dam, dam, dam
I'll give you a kiss
Dam, dam, dam, dam. Ref. 2x
Marble, stone and iron
Can easyly be broken
All, all is ending
But we stay faithfull to our love",https://lyricstranslate.com/en/mramor-kamen-i-zeljezo-marble-stone-and-iron.html,,,['Bijelo Dugme'],,,,,,,https://diskografija.com/pjesma/mramor-kamen-i-zeljezo-5132.htm,Mramor kamen i željezo,
46,d/vUPGnO_1_46,Bijelo Dugme,Bijelo Dugme,Na zadnjem sjedistu moga auta,79186,"Gnjave kina i kafane 
male droce, satro dame 
i gnjave (ne, ne) 
svega preko glave (ne, ne, ne) 

A ona isla bi negdje  
da obuce finu novu haljinu 
kako stvarno (ne ne) 
izguzvana stalno (ne, ne, ne) 
 
A ja joj kazem, ne budi luda 
bice nam bolje sto puta 
na zadnjem sjedistu moga auta 

Dosta cvrkuta i pejzaza 
vec je postalo sve gnjavaza 
a i mravi (ne, ne) 
gnjave me u travi (ne, ne, ne) 

A ona isla bi negdje 
da je ptice bude, gdje su livade 
i mirisu trave (ne, ne) 
i neba se plave (ne, ne, ne) 

Ma srce moje, ne budi luda 
bice nam bolje sto puta 
na zadnjem sjedistu moga auta 
pa da 

Zivoti gnjave, smrti gnjave 
mrzim price i suplje glave 
i mudrace (ne, ne) 
uvijek iste face (ne, ne, ne) 

A ona isla bi negdje 
gdje se ludo igra da se izigra 
i da me ljubi (ne, ne) 
kad ne vide drugi (ne, ne, ne) 

A, duso moja, ne budi luda 
bice nam bolje sto puta 
na zadnjem sjedistu moga auta 
pa da

Gnjave me kina
gnjave i kafane
gnjave droce, gnjave dame
svi gnjave, i to preko glave

A ona isla bi negdje  
da obuce finu novu haljinu 
kako stvarno (ne ne) 
izguzvana stalno (ne, ne, ne) 

A ja joj kazem, ne budi luda 
bice nam bolje sto puta 
na zadnjem sjedistu moga auta","https://tekstovi.net/2,33,506.html",Bregovic Goran,Na zadnjem sjedistu moga auta,On The Backseat Of My Car,Bitanga i princeza (1979),"Gnjave kina i kafane
1
male droce šatro dame
i gnjave
svega preko glave
a ona išla bi negdje
da obuče finu novu haljinu
kako stvarno
izgužvana stalno
a ja joj kažem
ne budi luda
bit će nam bolje sto puta
na zadnjem sjedištu moga auta
dosta cvrkuta i pejzaža
već je postalo sve gnjavaža
a i mravi
gnjave me u travi
a ona išla bi negdje
da je ptice bude
gdje su livade
i mirišu trave
i neba se plave
ma srce moje
ne budi luda
bit će nam bolje sto puta
na zadnjem sjedištu moga auta
pa da
životi gnjave
smrti gnjave
mrzim priče i šuplje glave
i mudrace
uvijek iste face
a ona išla bi negdje
gdje se igra
da se izigra
i da me ljubi
kad ne vide drugi
a dušo moja
ne budi luda
bit će nam bolje sto puta
na zadnjem sjedištu moga auta
pa da
gnjave me kina i kafane
gnjave droce gnjave dame
svi gnjave
i to preko glave","harassed by cinemas and pubs
little sluts so called ladies
and they are boring
everything is so annoying
And she wants to go somewhere
to wear her nice new dress
so really
always wrinkled
But I tell her
don't be crazy
it will be one hundred times better
on the backseat of my car
Enough of chirping and landscapes
Everything has become such a hassle now
and even ants
are hassling me in the grass
And she wants to go somewhere
to be waken up by birds
where there are meadows
and the grass smells
and the skies are blue
Well my sweetheart
don't be crazy
it will be one hundred times better
on the backseat of my car. Well yes
lives are boring
deaths are boring
I hate stories and empty heads
and wise men
always the same faces
and she wants to go somewhere
where they dance
so that she can dance
and kiss me
when the others don't see
But my sweetheart
don't be crazy
it will be one hundred times better
on the backseat of my car. Well yes
cinemas and pubs harass me
sluts harass me ladies harass me
everybody is bothering me
I've had enough",https://lyricstranslate.com/en/na-zadnjem-sjedistu-moga-auta-backseat-my-car.html,['Goran Bregović'],['Goran Bregović'],['Bijelo Dugme'],1979 - Bitanga i princeza,1982 - Singl ploče 1974-1980,"1995 - Puca mi u glavi - Željko Bebek
Aranžman: Branimir Bogunović Pif","2004 - Nakon svih ovih godina - 4 asa
Aranžman: Rajko Dujmić / Vlado Kalember / Alen Islamović / Jurica Pađen",2005 - Mramor kamen i željezo - uživo,2006 - Tulum za dušu Vol. 3,https://diskografija.com/pjesma/na-zadnjem-sjedistu-moga-auta-5135.htm,Na zadnjem sjedištu moga auta,['Goran Bregović']
47,d/vUPGnO_1_47,Bijelo Dugme,Bijelo Dugme,Nakon svih ovih godina,182335,"Tebi je lako, jer ti imas mene
a sta sam zato dobio
na kraju ces me ostaviti
e, to bi i blesav vidio

Poneka ljubav, mozda vrijedi bola
moja i tvoja vise ne
jer ti si samo trag u pijesku
gorka brazda koja nestane 
 
Ref.
Danas otvaram oci
nakon svih ovih godina
niti ja voljeh tebe
nit' si ti mene voljela
samo stara navika je ostala","https://tekstovi.net/2,33,507.html",Bregovic Goran,Nakon svih ovih godina,After All These Years,Ćiribiribela - 1988,"Tebi je lako jer ti imaš mene
1
a šta sam zato dobio
na kraju ćeš me ostaviti
e to bi i blesav vidio. Poneka ljubav možda i vrijedi bola
moja i tvoja više ne
jer ti si samo trag u pjesku
gorka brazda koja nestane. Danas otvaram oči
nakon svih ovih godina
niti ja voljeh tebe
nit' si ti mene voljela
samo stara navika
je ostala","It's easy for you because you have me,
But what did I get?
In the end you'll leave me,
Even an imbecile would see that.. Sometimes love is worth the pain,
Mine and yours no longer is,
Because you are just a print in the sand,
A bitter chase that doesn't end.. Today I'm opening my eyes
After all these years
I don't love you
Nor did you love me
Just an old habit
Is left over.",https://lyricstranslate.com/en/nakon-svih-ovih-godina-after-all-these-years.html-0,,,,,,,,,,,,
48,d/vUPGnO_1_48,Bijelo Dugme,Bijelo Dugme,Napile se ulice,94181,"Napile se ulice
jer na tebe mislim curice
napile, jer nocas me
zvijezde svrbe k'o bubuljice

Ovo nije pjesma za tebe
i ne vjeruj ni jednu rijec
dok se pretvarah da te volim
nisam ni slutio da te volim, vec 
 
Ref.
Zazvonit' ce telefon
reci cu halo ko je
tisina, saputat' ce
da to samo zvoni srce moje

Pokucat' ces
reci cu halo ko je
tisina, saputat' ce
da to samo kuca srce moje 

Ne znam sta se desilo
iskacem iz sina pomalo
cini mi se seceru
sitna greska u kompjuteru

Dosla si preskacuci srca
k'o neka umiljata rijec
dok se pretvarah da te volim
nisam ni slutio da te volim, vec

Ref. 2x","https://tekstovi.net/2,33,508.html",Bregovic Goran,Napile se ulice,The Streets Are Drunk,Ćiribiribela - 1988,"Napile se ulice
1
jer na tebe mislim curice
napile, jer noćas me
zvijezde svrbe k'o bubuljice
ovo nije pjesma za tebe
i ne vjeruj ni jednu riječ
dok se pretvarah da te volim
nisam ni slutio da te volim već. Zazvonit će telefon
reći ću halo ko je
tišina šaputat će
da to samo zvoni srce moje
pokucat ćeš
reći ću halo ko je
tišina šaputat će
da to samo kuca srce moje. Ne znam šta se desilo
iskačem iz šina pomalo
čini mi se šećeru
sitna greška u kompjuteru
došla si preskačući srca
k'o neka umiljata riječ
dok se pretvarah da te volim
nisam ni slutio da te volim već","The streets are drunk
Because I'm thinking of you little girl
Drunk, 'cause tonight
The stars are itching me like zits.
This is not a song for you
and don't believe even one word
While I was pretending to love you
I didn't even realize that I was already in love with you. The phone will ring
I'll say ""Hello, who is it?""
Silence will whisper
That it's only my heart, ringing
You'll knock
I'll say ""hello, who is it?""
Silence will whisper
That it's only my heart, beating. I don't know what happened
I'm derailing a bit (jumping out of rails)
It seems to me, sugar
There's a little flaw in the computer.
You came, jumping over hearts,
as an endearing word
While I was pretending to love you
I didn't even realize that I was already in love with you",https://lyricstranslate.com/en/napile-se-ulice-streets-are-drunk.html,,,,,,,,,,,,
49,d/vUPGnO_1_49,Bijelo Dugme,Bijelo Dugme,Ne dese se takve stvari pravome muskarcu,28440,"To sto izgledam kao da sam tuzan 
i kao da patim malo 
i to sto ti pisem duga pisma 
i sto te pratim stalno 

Nije znak, nije znak 
nije znak da sam zaljubljen u tebe 
nisam lud, ti si mi uvijek bila 
samo dobar drug 
 
Ni to sto nocu ne mogu da spavam 
i sto ti pod prozor dodjem 
i to sto se pravim kao da ne gledam 
kad kraj tebe prodjem 
nije znak, nije znak  

Ja nisam nikad bio zaljubljen  
ne dese se takve stvari
 pravome muskarcu 
to se desi slabicu samom 

Nemoj da pomislis  
da sam zaljubljen u tebe 
jer mi se place nekad 
ni to sto se dotjerujem stalno 
vise nego ikad 
nije znak, nije znak","https://tekstovi.net/2,33,509.html",Bregovic Goran,Ne dese se takve stvari pravome muškarcu,These things don't happen to real man,Eto! Baš hoću! - 1976,"to što izgledam
1
kao da sam tužan
i kao da patim malo
i to što ti pišem
duga pisma
i što te pratim stalno. nije znak nije znak (x2)
nije znak da sam zaljubljen u tebe
nisam lud
ti si mi uvijek bila
samo dobar drug. ni to što noću ne mogu da spavam
i što ti pod prozor dođem
i to što se pravim kao da ne gledam
kad kraj tebe prođem
nije znak, nije znak (x2). ja nisam nikad bio zaljubljen (x2)
ne dese se takve stvari pravome muškarcu
to se desi slabiću samo. nemoj da pomisliš
da sam zaljubljen u tebe
jer mi se plače nekad
ni to što se dotjerujem stalno
više nego ikad
nije znak, nije znak (x2)","If I look
Like I'm sad
And like I suffer a little
And if I write you
Long letters
And if I follow you all the time. It doesn't mean, it doesn't mean (x2)
It doesn't mean that I'm in love with you
I'm not crazy
You have always been
Just a good friend of mine. And if I can't sleep at nights
And if I come under your window
And if I pretend that I don't look
When I pass next to you
It doesn't mean, it doesn't mean (x2). I have never been in love (x2)
These things don't happen to real man
It happens only to sissies. Don't think
That I'm in love with you
If I have to cry sometimes
And if I spruce all the time
More than ever
It doesn't mean, it doesn't mean (x2)",https://lyricstranslate.com/en/ne-dese-se-takve-stvari-pravome-muskarcu-these-things-dont-happen-real-man.html,['Goran Bregović'],['Goran Bregović'],['Bijelo Dugme'],,,,,,,https://diskografija.com/pjesma/ne-dese-se-takve-stvari-pravome-muskarcu-5427.htm,Ne dese se takve stvari pravome muškarcu,
50,d/vUPGnO_1_50,Bijelo Dugme,Bijelo Dugme,Ne gledaj me tako i ne ljubi me vise,95650,"Ne gledaj me tako nocas 
jer u srcu tvoju ljubav slutim 
ne gledaj me jer muzika svira 
reci cu ti stvari koje cutim 
i zato sklopi oci i ti jer i tvoje su 
 zelene i snene kao nekad njene 
 
Ja sam covjek bez snage 
da krene jos jednom 
ja sam sanjar sto je sanjao 
samo s jednom zenom 

Ja sam kockar bez srece 
ja se bojim, ja te molim, idi sad 
i ne gledaj me tako 
i ne ljubi me vise 

Ne nudi mi usne nocas 
pozeljet cu da me uvijek ljube 
ne govori tako lijepo 
ne vjerujem usnama kad gube 

Lagale su drugog, lagat ce i mene 
kao nekad njene 
jer lagale su drugog, lagat ce i mene 
isto kao nekad njene","https://tekstovi.net/2,33,510.html",Bregovic Goran,Ne gledaj me tako i Ne ljubi me vise,Don't look at me like that and Don't kiss me anymore,Šta bi dao da si na mom mjestu - 1975,"Ne gledaj me tako noćas
1
jer u srcu tvoju ljubav slutim,
ne gledaj me jer muzika svira,
reći ću ti stvari koje ćutim,
i zato sklopi oči, idi.
Jer i tvoje su zelene i snene
kao nekad njene
ja sam čovjek bez snage
da krene još jednom
Ja sam sanjar
što je sanjao
samo s jednom ženom
Ja sam kockar bez sreće
ja se bojim
ja te molim
idi sad
I ne gledaj me tako
i ne ljubi me više
ne nudi mi usne noćas
poželjet ću da me uvijek ljube
Ne govori tako lijepo
ne vjerujem usnama kad gube
Lagale su drugog
lagat će i mene
kao nekad njene
Jer lagale su drugog
lagat će i mene
isto kao nekad njene","Don’t look at me like that tonight
Because in your heart I foresee love
Don’t look at me, because the music is playing
I’ll tell you things I’m silent about
So close your eyes and leave
For yours are green and drowsy
Like hers once
I am a man with no strength
To start once again
I am a dreamer
Who dreamt
Only with one woman
I am a gambler without luck
I am scared
I beg you
Go now
And stop looking at me like that
And don’t kiss me anymore
Don’t offer your lips tonight
I’ll wish they kiss me forever
Don’t give me the sweet-talk
I don’t trust lips that are losing
They lied to another
They’ll lie to me as well
As hers did too
Because they lied to another (man)
They’ll lie to me as well
Just like hers did too",https://lyricstranslate.com/en/node/94287,['Goran Bregović'],['Goran Bregović'],['Bijelo Dugme'],1975 - Šta bi dao da si na mom mjestu,1982 - Singl ploče 1974-1980,1995 - Iz sve snage,,,,https://diskografija.com/pjesma/ne-gledaj-me-tako-i-ne-ljubi-me-vise-5173.htm,Ne gledaj me tako i ne ljubi me više,
51,d/vUPGnO_1_51,Bijelo Dugme,Bijelo Dugme,Ne placi,35375,"Rijeci rijeci, samo rijeci
i komad ljubomore u zraku

Kao da me gleda
ogledalo dah ga muti
i bistri sa malo srece
mogli bi razbiti caroliju, ne placi
 
Evo tu sam krijes oci
kao glib ispod nokata

Na brzinu malo poravnas carsafe
i sredis sminku, popravis kosu
i vec izgleda kao da prije mene
ovdje nikog nije ni bilo i ne placi

Ref.
Zakuni se u nesto
precuti slazi mi
zatvori za mnom vrata
i vise ne placi, ne placi, o, ne placi

Smrde rijeci, smrde rijeci
rukav invalida na vjetru

Govoris vrelim usnama hladne rijeci
i osjecam nema nade
nikad vise nece ni smrznuti, ni otaci
i ne placi

Ref.","https://tekstovi.net/2,33,511.html",Bregovic Goran,Ne plači,Don't cry,Uspavanka za Radmilu M. - 1983,"Riječi, riječi, samo riječi
1
i komad ljubomore u zraku. Kao da me gleda ogledalo,
dah ga muti i bistri.
Sa malo sreće mogli bi razbiti čaroliju,
ne plači. Evo tu sam kriješ oči
kao glib ispod nokata. Na brzinu malo poravnaš čaršafe
i središ šminku, popraviš kosu
i već izgleda kao da prije mene
ovdje nikog nije ni bilo i ne plači. Ref.
Zakuni se u nešto
prećuti slaži mi
zatvori za mnom vrata
i više ne plači, ne plači, o, ne plači. Smrde riječi, smrde riječi
rukav invalida na vjetru. Govoriš vrelim usnama hladne riječi
i osjećam nema nade
nikad više neće ni smrznuti, ni opeći
i ne plači. Ref.","Words, words, only words
and a piece of jealousy in the air. It's like the mirror is watching me
and my breath make him fuzzy
and clears with a little luck
we could break the spell, don't cry. I'm here but you are hiding your eyes
like dirt under a nail. You align a bed quickly just a bit
fix your make up and hair
and already it looks like nobody was there
before me so don't cry. Ref.
Swear to something
keep secret, lie to me
and close the door when I leave
just don't cry anymore, don't cry, oh, don't cry. The words are stinky, the words are stinky
like a sleeve of an invalid in the wind. You speak cold words with hot lips
and i feel there is no hope
it will never ever be frozen or burned
so don't cry",https://lyricstranslate.com/en/ne-placi-dont-cry.html,,,['Bijelo Dugme'],,,,,,,https://diskografija.com/pjesma/ne-placi-9585.htm,Ne plači,
52,d/vUPGnO_1_52,Bijelo Dugme,Bijelo Dugme,"Ne spavaj mala moja, muzika dok svira",101297,"Ne spavaj mala moja
muzika dok svira
jer taj ludi ritam
nikom ne da mira

Mama je legla i odavno spava
niko nece znati da si bila s' nama
cekat' cu te jos
trenutak mala moja
onda odoh plesat' sam
 
Budi se, svi te zovu
muzika se cuje
zaigrajmo skupa
cijelo drustvo tu je

Tata spava, svuda je tama
niko nece znati da si bila s' nama
cekat' cu te jos
trenutak duso moja
onda odoh plesat' sam

Ref.
Jer to je mala moja rock'n'roll
rock'n'roll, rock'n'roll
mala to je rock","https://tekstovi.net/2,33,512.html",Bregovic Goran,"Ne spavaj, mala moja, muzika dok svira",Don't sleep my precious(my little) while the music is playing,Kad bi bio bijelo dugme (1974),"ne spavaj, mala moja, muzika dok svira
1
jedan ludi ritam nikom ne da mira
mama je legla i odavno spava,
niko neće znati da si bila s nama
čekat ću te još trenutak, mala moja
onda odoh plesat sam
onda odoh plesat sam. budi se, svi te zovu
muzika se čuje
zaigrajmo skupa,
cijelo društvo tu je
tata spava, svuda već je tama
niko neće znati da si bila s nama
čekat ću te jos trenutak, dušo moja
onda odoh plesat sam
onda odoh plesat sam. jer to je mala moja rock'n'roll
rock'n'roll rock'n'roll ...
mala to je rock","Don't sleep, my precious while the music is playing
because that crazy rhythm doesn't give anyone peace
Mom has lay down and fallen asleep a long time ago
no one will know that you've been with us
I will wait for you just one moment longer, my precious,
and then I will go dance alone
and then I will go dance alone
Wake up, Everybody is calling out for you, you can hear the music
Let's dance together, everybody we hang out with is there
Dad is sleeping, everywhere it's dark already
no one will know that you've been with us
I will wait for you just one moment longer my precious
and then I will go dance alone
and then I will go dance alone
because, my dear it's rock'n roll
Rock'n'roll rock'n'roll
..precious, it's rock",https://lyricstranslate.com/en/ne-spavaj-mala-moja-muzika-dok-svira-dont-sleep-my-preciousmy-little-while-music-playing.html-0,['Goran Bregović'],['Goran Bregović'],['Bijelo Dugme'],1974 - Kad bi bio bijelo dugme,1982 - Singl ploče 1974-1980,1995 - Iz sve snage,2005 - Mramor kamen i željezo - uživo,2006 - Nakon svih ovih godina,,https://diskografija.com/pjesma/ne-spavaj-mala-moja-muzika-dok-svira-5141.htm,Ne spavaj mala moja muzika dok svira,['Goran Bregović']
53,d/vUPGnO_1_53,Bijelo Dugme,Bijelo Dugme,Necu to nabrzaka,22662,"Pjesma lazljiva 
ti nestrpljiva 
uvijek sam zurio 
al' sad bih volio 
prvo tiho na uho 
saputati saputati 
 
Ne mora nam se zaboga 
sve odjednom desiti 
a sta saputati 
to ne trebaju ni 
ptice znati 
jer bi mogle propjevati 

Nek se ne trese ulica 
od praska tvoga poljupca 
nek se ne trese ulica 
od praska tvoga poljupca 
odmori odusi, kosulje osusi 
i jopet 

Rijeka duboka 
planina visoka 
vidim od prve 
mrstis obrve 
i ono cemo raditi 
al' sladje je odgoditi","https://tekstovi.net/2,33,513.html",Bregovic Goran,Neću To Na Brzaka,I don't want a quickie,Ćiribiribela - 1988,"Pjesma lažljiva
1
Ti nestrpljiva
Uvijek sam žurio
Al sad bih volio
Prvo tiho na uho
Šaputati, šaputati
Ne mora nam se zaboga
Sve odjednom desiti
A šta šaputati
To ne trebaju ni
Ptice znati
Jer bi mogle propjevati. Nek se ne trese ulica
Od praska tvoga poljupca
Nek se ne trese ulica
Od praska tvoga poljupca. Odmori, oduši, košulje osuši
I opet. Rijeka duboka
Planina visoka
Vidim otprve
Mrštiš obrve
I ono ćemo raditi
Al slađe je odgoditi
Ne mora nam se zaboga
Sve odjednom desiti
A šta šaputati
To ne trebaju ni
Ptice znati
Jer bi mogle propjevati. Nek se ne trese ulica
Od praska tvoga poljupca
Nek se ne trese ulica
Od praska tvoga poljupca. Neću to na brzaka
Ni na kvarnjaka
Neću to na brzaka","The song is a liar
You are impatient
I've always rushed
But now, first thing I would like
Would be quiet whispering
In your ear, in your ear
For goodness sake, not everything
Has to happen in the same time
And what to whisper
Not even
Birds should know that
Because they could sing about it. The street shall not shake
Because of your smack
The street shall not shake
Because of your smack. Stop, take a break, chill out
And again. River is deep
Mountain is high
I can see it right
You're frowning your eyebrows
We'll do ""it"" too
But it's sweeter to delay
For goodness sake, not everything
Has to happen in the same time
And what to whisper
Not even
Birds should know that
Because they could sing about it. The street shall not shake
Because of your smack
The street shall not shake
Because of your smack. I don't want a quicke
Nor a nasty thing
I don't want a quicke",https://lyricstranslate.com/en/necu-na-brzaka-i-dont-want-quickie.html,['Goran Bregović'],['Goran Bregović'],['Bijelo Dugme'],,,,,,,https://diskografija.com/pjesma/necu-to-na-brzaka-5156.htm,Neću to na brzaka,
54,d/vUPGnO_1_54,Bijelo Dugme,Bijelo Dugme,Nista mudro,18134,"Ocekuju da kazem 
uvijek nesto o sustini 
o tome nije reko ni Aristotel 
Bog zna sta pa smo zivi 
ha 

Ja hocu pomalo da pjevam 
i da pisem pjesme 
al' je ovo dobro za ples 
 
I kad malo bolje razmislim 
sasvim je svejedno 
ko u kojem vozu sjedi 
putovanje je divna stvar 
kako ko voli 

Ja cu pjevati o ljubavi 
nekad malo tuzno 

Al' je ovo dobro za ples 
r'n'r to je samo r'n'r 
r'n'r nista mudro r'n'r 
i nista drugo 
ali mi svidja 
bas to","https://tekstovi.net/2,33,514.html",Bregovic Goran,Ništa mudro,Nothing wise,Eto! Baš hoću! - 1976,"Očekuju da kažem
1
uvijek nešto o suštini
o tome nije rek'o ni Aristotel
Bog zna šta
pa smo živi
ha. Ja hoću pomalo da pjevam
i da pišem pjesme
al' je ovo dobro za ples. I kad malo bolje razmišlim
sasvim je svejedno
ko u kojem vozu sjedi
putovanje je divna stvar
kako ko voli. Ja ću pjevati o ljubavi
nekad malo tužno. Al' je ovo dobro za ples
r'n'r to je samo r'n'r
r'n'r ništa mudro r'n'r
i ništa drugo
ali mi sviđa
baš to","They always expect me to say
something essential.
Neither Aristotle ever said something
god-knows-how clever
and yet we live.
Ha!. I want to sing a bit
and write songs,
but this is quite good for dancing.. And when I think a bit more about it,
it doesn't matter
who sits in which train.
Travelling is a beautiful thing.
To each his own.. I will sing about love,
sometimes a bit sadly.. But this is good for dancing.
Rock 'n' roll, it's just rock 'n' roll.
Rock 'n' roll, nothing wise, rock 'n' roll
and nothing else
but I like
just that.",https://lyricstranslate.com/en/ni%C5%A1ta-mudro-nothing-wise.html,['Goran Bregović'],['Goran Bregović'],['Bijelo Dugme'],,,,,,,https://diskografija.com/pjesma/nista-mudro-5426.htm,Ništa mudro,
55,d/vUPGnO_1_55,Bijelo Dugme,Bijelo Dugme,Nocas je k'o lubenica pun mjesec iznad Bosne,30153,"Nocas je k'o lubenica
pun mjesec iznad bosne
nocas je pun mjesec
k'o nekad moja bivsa draga
i moja dusa nocas
pokucat ce na tvoja vrata
 
Stavim bosiljka pod jastuke
moja dusa da te lakse pronadje
nocas je k'o lubenica
pun mjesec iznad Bosne

Mi nismo mogli zajedno
a tesko nam je razdvojeno
tanka je linija sto spaja i razdvaja
a gore usred zvijezdica
vidim sliku tvog lica
u noci punog mjeseca

Nocas je pun mjesec
k'o nekad moja bivsa draga
i na prstima tiho
sici cu s linija tvog dlana

Volio bih e da mi je
prije no zaspes da ti sletim na zjene
nocas je k'o lubenica
pun mjesec iznad Bosne","https://tekstovi.net/2,33,515.html",Bregovic Goran,Nocas k'o lubenica pun mjesec iznad Bosne,"Tonight, like a watermelon, the moon over Bosnia is full",Pljuni i zapjevaj moja Jugoslavijo - 1986,"Noćas je k'o lubenica
1
pun mjesec iznad Bosne.
Noćas je pun mjesec
k'o nekad, moja bivša draga,
i moja duša noćas
pokucat će na tvoja vrata.. Stavim bosiljka pod jastuke
moja duša da te lakše pronađe
Noćas je k'o lubenica
pun mjesec iznad Bosne.. Mi nismo mogli zajedno
a teško nam je razdvojeno.
Tanka je linija što spaja i razdvaja
a gore usred zvijezdica
vidim sliku tvog lica
u noći punog mjeseca.. Noćas je pun mjesec
k'o nekad, moja bivša draga,
i na prstima tiho
sići ću s linija tvog dlana.. Volio bih e da mi je
prije no zaspeš da ti sletim na zjene.
Noćas je k'o lubenica
pun mjesec iznad Bosne.","Tonight, like a watermelon,
The moon over Bosnia is full
Tonight the moon is full
as was once my former love
And my soul tonight
will knock on your door. I put basil under my pillow
so that my soul can find you more easily
Tonight, like a watermelon,
the moon over Bosnia is full. We couldn't do it together
But it's hard for us, when we're apart
The line that unites and separates is very thin
But up there, in the middle of the stars,
I see the picture of your face,
On the nights of the full moon. Tonight the moon is full
as was once my former lover,
And I'll tiptoe silently
out of the lines of your palm. I would love it, hey, if I could
land on your pupils just before you fall asleep
Tonight, like a watermelon,
The moon over Bosnia is full.",https://lyricstranslate.com/en/nocas-je-k039o-lubenica-pun-mjesec-iznad-bosne-tonight-watermelon-moon-over-bosnia-full.html,,,,,,,,,,,,
56,d/vUPGnO_1_56,Bijelo Dugme,Bijelo Dugme,Odlikasi,12634,"Odlikasi ponosno stoje
pred novom skolom, pred zivotom
jesmo li stvarno odlicni bili
to ce se znati tek potom

Odlikasi, odlikasi, odlikasi
(7x)","https://tekstovi.net/2,33,21123.html",,Odlikaši,Excellent students,A milicija trenira strogoću i druge pjesmice za djecu (1983),"Odlikaši ponosno stoje
pred novom školom, pred životom
jesmo li stvarno odlični bili
to će se znati tek potom. Odlikaši, odlikaši, odlikaši
(7x)","Excellent students are proudly standing
in front of new school, in front of life
Have we really been that excellent?
We'll know about it later. Excellent students, excellent studetnts, excellent students
(7x)",https://lyricstranslate.com/en/odlikasi-excellent-guys.html,,,,,,,,,,,,
