Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Album_6_diskografija,Album_7_diskografija,Album_8_diskografija,Album_9_diskografija,Album_10_diskografija,Album_11_diskografija,Album_12_diskografija,Album_13_diskografija,Album_14_diskografija,Album_15_diskografija,Album_16_diskografija,Album_17_diskografija,Album_18_diskografija,Album_19_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz,Artist_discogs,Song_discogs,Song_duration_discogs,Lyrics By_discogs,Music By_discogs,Album_title_discogs,Album_year_discogs,Featuring_discogs,All_albums_discogs
zT3Xu5sD_1_95,Mišo Kovač,Mate Mišo Kovač,Samo me nemoj pitati za ljubav,410,"Samo me nemoj pitati za ljubav
voljet´ me nikad nisi znala
ljubeci tebe, ljubio sam druge
ove godine duge, ove godine duge

Samo me nemoj pitati za ljubav
gdje sam sve bio, nije vazno sada
da smo bili skupa, bilo bi nam bolje
bilo bi nam bolje, bilo bi nam bolje
 
Ref.
Samo me nemoj pitati za ljubav
mozda ti necu priznati bas sve
godine duge bili smo skupa
samoca mi danas ´mjesto gosta lupa
samo me nemoj, ne, pitati za ljubav
aha, pitati za ljubav

Ref. 2x","https://tekstovi.net/2,692,63127.html",,,,,,,,,,['Slobodan M. Kovačević'],['Mate Mišo Kovač'],,,https://diskografija.com/pjesma/samo-me-nemoj-pitati-za-ljubav-11666.htm,Samo me nemoj pitati za ljubav,,,,,,,,,,,,,,,,,,,,,Mišo Kovač,Samo Me Nemoj Pitati Za Ljubav,4:09,,,Jači Od Vjetra,,,nan-Jači Od Vjetra/2019.0-Original Album Collection – Vol. 1
zT3Xu5sD_1_96,Mišo Kovač,Mate Mišo Kovač,Samo nas nebo rastavit moze,9861,"Ref.
Samo nas nebo rastavit moze
i nista vise i nista vise

Ne boj se onog sto tamo cuva
saku drage i gorke druge
ista nas krv u zilama veze
isti teret sudbine lude
 
Cuvaj se onog 
sto na glas se kune
a iza ledja
 sve rijeci brise

Ref. 2x

Ref. 2x","https://tekstovi.net/2,692,47050.html",,,,,,,,['Đorđe Novković'],['Željko Pavičić'],['Mato Došen'],['Mate Mišo Kovač'],1989 - Samo nas nebo rastavit može,2003 - Najdraže pjesme Miše Kovača,https://diskografija.com/pjesma/samo-nas-nebo-rastavit-moze-7909.htm,Samo nas nebo rastavit može,2004 - Zabavni megamix,2006 - The platinum collection,,,,,,,,,,,,,,,,"Samo nas nebo rastavit može
I ništa više, i ništa više

Ne boj se onog što tamo čuva
Šaku drage i gorke grude
Ista nas krv u žilama veže
Isti teret sudbine lude

Čuvaj se onog što na glas se kune
A iza leđa sve riječi briše
Samo nas nebo rastavit može
I ništa više i ništa više",Samo nas nebo rastavit može,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/samo-nas-nebo-rastavit-moze.html,Mišo Kovač,Samo Nas Nebo Rastavit Može,3:36,,,Samo Nas Nebo Rastavit Može,1989.0,,1989.0-Samo Nas Nebo Rastavit Može/nan-Samo Nas Nebo Rastavit Može/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2009.0-Jedan Dan Života - Live Collection/2012.0-100 Originalnih Hitova/nan-The Best Of Collection
zT3Xu5sD_1_97,Mišo Kovač,Mate Mišo Kovač,San Francisko,4868,"Ako dodjes u San Francisko
okiti cvijecem kosu svoju ti
ako dodjes u San Francisko
znam da ce ljudi dopast' ti se svi

Dosli su tu u San Francisko
s cvijecem u kosi, isto kao ti
jer u tom gradu, u San Francisku
kazu da snovi ispune se svi
 
Ref.
Ljudi crni i bijeli
tko zna, tko jos ih dijeli
srce je isto

Vrijeme pobjedu slavi
lude misli u glavi
srce je isto, srce je isto

K'o i svi sto dodju u San Francisko
stavi i ti u kosu svoju cvijet
ako dodjes u San Francisko
odjednom, znaj, zavoljeti ces svijet","https://tekstovi.net/2,692,41093.html",,,,,,,https://lyricstranslate.com/en/translations/36/36?page=29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mišo Kovač,San Francisko (San Francisko - Be Sure To Wear Some Flowers In Your Hair),,Ivica Krajač,,San Francisko,,,nan-San Francisko
zT3Xu5sD_1_98,Mišo Kovač,Mate Mišo Kovač,Sanjari,3597,"Dobro je vrijeme
za ljubav i srecu
grad je miran
tek pjesnici bdiju

Od tebe nocas
ja otici necu
zadnji sanjari
i za nas bdiju
 
Dobro je vrijeme
i sve nam je jasno
kise su davne
u njihovim snima

Ostani ovdje
i neka je kasno
mi cemo tako
nestati s njima

Ref. 2x
Sanjari, sanjari, sanjari
nasi stari drugari
sto zivot zive na jednoj gitari
sanjari, sanjari, sanjari

Dobro je vrijeme
u dusi sve tise
zvijezdane boli
prijete nam jace

Ostani ovdje
gdje ljubav se pise
tu gdje se smije
i kad se place

Ref. 2x","https://tekstovi.net/2,692,41094.html",,,,,,,,['Đorđe Novković'],['Željko Krznarić'],['Slobodan M. Kovačević'],['Mate Mišo Kovač'],,,https://diskografija.com/pjesma/sanjari-11654.htm,Sanjari,,,,,,,,,,,,,,,,,,,,,Mišo Kovač,Sanjari,3:11,,,Čovjek Bez Adrese,,,nan-Čovjek Bez Adrese/2019.0-Original Album Collection – Vol. 1
zT3Xu5sD_1_99,Mišo Kovač,Mate Mišo Kovač,Sibenske kale,455,"Zvone i sad moje kale
koracima, dragom pismon
ostale su iste kale
samo ljudi isti nismo

Otvaraju druge zene
ponistre i ista vrata
samo nigdi nema mene
´ko da vrati skvere sata
 
Ref. 2x 
Sibenske kale ostale di jesu
samo ja san davno prominija adresu
sibenske kale docekale druge
ne umiru one, ne umiru one
ne umiru one ka´ covik od tuge

Ostale su tople i tise
s arjon od proslog lita
samo na me ni´ko vise
ne racuna i ne pita

Ref. 2x","https://tekstovi.net/2,692,63197.html",,,,,,,,['Dušan Šarac'],['Krste Juras'],['Mato Došen'],['Mate Mišo Kovač'],1982 - Dalmacija u mom oku,2007 - Da te mogu pismom zvati - Libar VII,https://diskografija.com/pjesma/sibenske-kale-10537.htm,Šibenske kale,,,,,,,,,,,,,,,,,,"Zvone i sad moje kale
Koracima, dragom pismom
Ostale su iste kale
Samo ljudi isti nismo

Otvaraju druge žene
Ponistre, ista vrata
Samo nigdi nema mene
Ko da vrati škvere sata

Šibenske kale ostale di jesu
Samo ja san davno prominija adresu
Šibenske kale dočekale druge
Ne umiru one, ne umiru one
Ne umiru one ka čovik od tuge

Šibenske kale ostale di jesu
Samo ja san davno prominija adresu
Šibenske kale dočekale druge
Ne umiru one, ne umiru one
Ne umiru one ka čovik od tuge

*

Ostale su tople i tiše
S arijom od prošlog lita
Samo na me niko više
Ne računa i ne pita

Otvaraju druge žene
Ponistre, ista vrata
Samo nigdi nema mene
Ko da vrati škvere sata

Šibenske kale ostale di jesu
Samo ja san davno prominija adresu
Šibenske kale dočekale druge
Ne umiru one, ne umiru one
Ne umiru one ka čovik od tuge

Šibenske kale ostale di jesu
Samo ja san davno prominija adresu
Šibenske kale dočekale druge
Ne umiru one, ne umiru one
Ne umiru one ka čovik od tuge",Šibenske kale,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/sibenske-kale.html,Mišo Kovač,Šibenske Kale,3:54,,,Dalmacija U Mom Oku,,,nan-Dalmacija U Mom Oku/2012.0-100 Originalnih Hitova/2019.0-Original Album Collection – Vol. 1
zT3Xu5sD_1_100,Mišo Kovač,Mate Mišo Kovač,Slijetale su lastavice,198,"Slijetale su lastavice
u dvorista neka davna
zivjeli smo nemilice
o, mladosti, jednostavna

Slijetale su lastavice
u proljeca neka rana
imala si i krila ptice
o, mladosti, nasmijana
 
Ref. 2x
Lomio sam tvoja krila
u tom dugom ludom letu
padali smo, al' si bila
ipak, najljepsa na svijetu

Sanjao sam lastavice
i proljeca neka rana
medju njima, tvoje lice
suzo moja isplakana

Ref. 2x","https://tekstovi.net/2,692,64035.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mišo Kovač,Slijetale Su Lastavice,,,,Noćas Ćemo Zemlji Ko Materi Reći / Slijetale Su Lastavice,,,nan-Noćas Ćemo Zemlji Ko Materi Reći / Slijetale Su Lastavice
zT3Xu5sD_1_101,Mišo Kovač,Mate Mišo Kovač,Slusaj majko moju pjesmu,23691,"Ako vidis trag na nebu
neke zvijezde sto se gasi
ti ne moli tad za mene
nema nikog da me spasi

Sve bi bilo mnogo bolje
da je mogu voljet manje
ne nereci da me nema
 i ne kvari joj vjencanje

Ref. 2x
Slusaj majko moju pjesmu
i ne kuni ime njeno
volio sam ja tu zenu
neka joj je oprosteno","https://tekstovi.net/2,692,32423.html",,Slušaj majko moju pjesmu,"Mother, listen to my song",,"Ako vidiš trag na nebu
1
Neke zvijezde što se gasi
Ti ne moli tad za mene
Nema nikog da me spasi. Sve bi bilo mnogo bolje
Da je mogu voljet manje
Ne, ne reci da me nema
I ne kvari joj vjenčanje. Slušaj, majko, moju pjesmu
I ne kuni ime njeno
Volio sam ja tu ženu
Neka joj je oprošteno. Slušaj, majko, moju pjesmu
I ne kuni ime njeno
Volio sam ja tu ženu
Neka joj je oprošteno","When you see the traces in the sky
of stars going out
don't pray for me then
for there is nobody to save me. Everything would be much better
if I could love her less
Don't tell her I'm not there
don't ruin her wedding day. Listen to my song mother
and don't curse her name
I loved this woman
and let her be forgiven. Listen to my song mother
and don't curse her name
I love this woman
and let her be forgiven",https://lyricstranslate.com/en/slusaj-majko-moju-pijesmu-mother-listen-my-song.html,['Đorđe Novković'],['Željko Pavičić'],['Mato Došen'],['Mate Mišo Kovač'],1987 - Malo mi je jedan život s tobom,1988 - Koncert - uživo,https://diskografija.com/pjesma/slusaj-majko-moju-pjesmu-7064.htm,"Slušaj majko, moju pjesmu","1999 - Pjevaj, legendo",2003 - Najdraže pjesme Miše Kovača,2004 - Zabavni megamix,2006 - The platinum collection,2007 - Live collection - uživo,,,,,,,,,,,,,"Ako vidiš trag na nebu
Neke zvijezde što se gasi
Ti ne moli tad za mene,
Nema nikog da me spasi.

Sve bi bilo mnogo bolje
Da je mogu voljet manje.
Ne, ne reci da me nema
I ne kvari joj vjenčanje.

Slušaj majko moju pjesmu
I ne kuni ime njeno.
Volio sam ja tu ženu,
Neka joj je oprošteno.

Slušaj majko moju pjesmu
I ne kuni ime njeno.
Volio sam ja tu ženu,
Neka joj je oprošteno.

Sve bi bilo mnogo bolje
Da je mogu voljet manje.
Ne, ne reci da me nema
I ne kvari joj vjenčanje.

Slušaj majko moju pjesmu
I ne kuni ime njeno.
Volio sam ja tu ženu,
Neka joj je oprošteno.

Slušaj majko moju pjesmu
I ne kuni ime njeno.
Volio sam ja tu ženu,
Neka joj je oprošteno.

Volio sam ja tu ženu,
Neka joj je oprošteno.","Slušaj, majko, moju pjesmu",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/slusaj-majko-moju-pjesmu.html,Mišo Kovač,Slušaj Majko Moju Pjesmu,,,,Koncert,,,nan-Koncert/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2012.0-100 Originalnih Hitova
zT3Xu5sD_1_102,Mišo Kovač,Mate Mišo Kovač,Smokva pokraj kuce,212,"Stvoren san ja bija za junaka
tisni su mi bili vrtli, poje
necu zivot ribara, tezaka
reka´ san in, niman za to voje

Ja san covik stvoren za mornare
i za jude od velikog mota
necu zanat, necu u likare
moran dalje, od vina i balota
 
Ref.
A svo zlato bila je voda
staklo snova u sto dila kuce
razbila se slika bilog broda
ostala je smokva pokraj kuce

Dite je potrcalo i palo
jos se sican, bilo je ka´ juce
sad san covik, vratite mi malo
onu staru smokvu pokraj kuce

Ref. 2x","https://tekstovi.net/2,692,64287.html",,,,,,,,['Dušan Šarac'],['Krste Juras'],['Mato Došen'],['Mate Mišo Kovač'],,,https://diskografija.com/pjesma/smokva-pokraj-kuce-10539.htm,Smokva pokraj kuće,,,,,,,,,,,,,,,,,,,,,Mišo Kovač,Smokva Pokraj Kuće,3:11,,,Dalmacija U Mom Oku,,,nan-Dalmacija U Mom Oku/2010.0-Ne Tražim Istinu/2012.0-100 Originalnih Hitova/2019.0-Original Album Collection – Vol. 1
zT3Xu5sD_1_103,Mišo Kovač,Mate Mišo Kovač,"Splite grade, ja te volin (duet Zeljko Kerum)",2068,"Najlipsi je grad na svitu
ljudi, govorin o Splitu
barjak vije srid Marjana
da se vidi sa Jadrana

Ref.
Splite grade, ja te volin
svaku kalu, kamen, dracu
da te cuva Boga molin
i u smiju i u placu
 
Splite grade, ja te volin
jer san dite s tvoga zala
za Hajduka, svetog Duju
za moj zivot, Splite fala

Najlipsi je grad na svitu
ljudi, govorin o Splitu
bili biser Croatije
ludo srce Dalmacije

Priko Pjace, priko Rive
serenade, sto gitara
zauvik nek s tobom zive
nove klape, pisma stara

Ref. 2x","https://tekstovi.net/2,692,49446.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zT3Xu5sD_1_104,Mišo Kovač,Mate Mišo Kovač,Stiga je brod,1326,"Stiga je brod
poslin duge zime
stiga je brod
ne vidin mu ime

Nepoznati brod
prica se o tome
ostaje dan, dva
i bit ce kako kome
 
Stiga je brod
poslin duge zime
stiga je brod
jos ga drzu cime

Nepoznati brod
donilo ga jugo
ka i svaki brod
nece jos zadugo

Ref.
S njegove visoke plove
dilit ce mornari snove
dici i ponekoj curi

Iz njegovih tamnih stiva
sve ce primit stara riva
okrenuta bonaci i buri
okrenuta bonaci i buri

Ref.

Ali prije nego krene
brodovi su ka i zene
manut ce nam neko s plove

Svakom gradu sto se budi
brodovi su ka i ljudi
ostavit ce puste snove
ostavit ce puste snove","https://tekstovi.net/2,692,56139.html",,,,,,,,['Dušan Šarac'],['Krste Juras'],['Mato Došen'],['Mate Mišo Kovač'],,,https://diskografija.com/pjesma/stiga-je-brod-10538.htm,Stiga je brod,,,,,,,,,,,,,,,,,,,,,Mišo Kovač,Stiga Je Brod,3:36,,,Dalmacija U Mom Oku,,,nan-Dalmacija U Mom Oku/2019.0-Original Album Collection – Vol. 1
zT3Xu5sD_1_105,Mišo Kovač,Mate Mišo Kovač,"Suti, srce, mogli bi te cuti",365,"Ima noci, kada ne znas kuda s tugom
kad se kamen ceznje otkine iz grudi
kad u sobi zamirise jugo
pa te srce odjednom probudi

Ref.
Suti, srce, jos se malo strpi
ne daj iskri, da u pozar plane
kad si moje, a ti sa mnom trpi
kucaj tise, ali broji dane
 
Ne daj ceznji, da ti vode muti
suti, srce, mogli bi te cuti
ne daj ceznji, da ti vode muti
suti, srce, mogli bi te cuti

Ima noci, kad se duga pisma pisu
kada citas, ona poslana jos lani
pa se cini, da kraj tebe disu
ti sto zive u daljini, sami

Ref.","https://tekstovi.net/2,692,64036.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mišo Kovač,"Šuti Srce, Mogli Bi Te Čuti",,Dragutin Britvić,,"Šuti Srce, Mogli Bi Te Čuti / Minhenske Kiše",1978.0,,"1978.0-Šuti Srce, Mogli Bi Te Čuti / Minhenske Kiše"
zT3Xu5sD_1_106,Mišo Kovač,Mate Mišo Kovač,Sutra mi sude,26765,"Nisi mi puno dao zivote
ne pada tesko rastanak nas
tako je malo bilo ljepote
jer nisi htio da srece mi das

Nisi mi puno dao zivote
nesretnu ljubav, suze i nju
nisam je mogao dijelit sa drugim
njega sad nema i zato sam tu
 
Ref.
Sutra mi sude zbog ljubavi lude
vjetar nek nosi sve u dim
samo mi zadnju ispuni zelju
ne daj mi da joj, ne daj mi da joj
ne daj mi da joj oprostim

Nisi mi puno dao zivote
nesretnu ljubav, suze i nju
nisam je mogao dijelit sa drugim
njega sad nema i zato sam tu

Ref.","https://tekstovi.net/2,692,15443.html",,Sutra mi sude,They ll judge me tomorrow,,"Nisi mi puno dao, živote,
Ne pada teško rastanak naš,
Tako je malo bilo ljepote,
Kad nisi htio da sreće mi daš.. Nisi mi puno dao, živote,
Nesretnu ljubav, suze i nju,
Nisam je moga dijelit sa drugim,
Njega sad nema i zato sam tu.. Sutra mi sude,
Zbog ljubavi lude,
Vjetar nek' nosi sve u dim.
Samo mi zadnju ispuni želju,
Ne daj mi da joj, ne daj mi joj,
Ne daj mi da joj oprostim","You haven't given me much, my life
and yet it doesn't come easy to me this farewell
there was so little pleasure
when you were unwillilng to give me happiness. You haven't given me much my life
unhappy love, tears and her
I was unable to share her with another
he's not around now, and that's why I'm here.. They'll judge me tomorrow
for a crazy love
let the wind take in all into smoke
put just grant me
this last wish
don't let me, don't let me forgive her",https://lyricstranslate.com/en/sutra-mi-sude-they-ll-judge-me-tomorrow.html,['Đorđe Novković'],['Željko Pavičić'],['Mato Došen'],['Mate Mišo Kovač'],1987 - Malo mi je jedan život s tobom,1988 - Koncert - uživo,https://diskografija.com/pjesma/sutra-mi-sude-7065.htm,Sutra mi sude,"1999 - Pjevaj, legendo",2003 - Najdraže pjesme Miše Kovača,2004 - Zabavni megamix,2006 - The platinum collection,2007 - Live collection - uživo,,,,,,,,,,,,,"Nisi mi puno dao živote.
Ne pada teško rastanak naš.
Tako je malo bilo ljepote
Jer nisi htio da sreće mi daš.

Nisi mi puno dao živote.
Nesretnu ljubav, sunce i nju.
Nisam je mogao dijeliti sa drugim.
Njega sad nema i zato sam tu.

Sutra mi sude zbog ljubavi lude.
Vjetar nek nosi sve u dim.
Samo mi zadnju ispuni želju
Ne daj mi da joj, ne daj mi da joj,
Ne daj mi da joj oprostim.

Nisi mi puno dao živote.
Nesretnu ljubav, suze i nju.
Nisam je mogao dijeliti sa drugim.
Njega sad nema i zato sam tu.",Sutra mi sude,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/sutra-mi-sude.html,Mišo Kovač,Sutra Mi Sude,,,,"Svi Pjevaju, Ja Ne Čujem / Sutra Mi Sude",1987.0,,"1987.0-Svi Pjevaju, Ja Ne Čujem / Sutra Mi Sude/nan-Malo Mi Je Jedan Život S Tobom/nan-Koncert/1989.0-Samo Nas Nebo Rastavit Može/2002.0-Pjevaj, Legendo (19 Velikih Hitova)/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2012.0-100 Originalnih Hitova/nan-The Best Of Collection"
zT3Xu5sD_1_107,Mišo Kovač,Mate Mišo Kovač,Svi me znaju u mom zavicaju,11285,"Otiso' sam s pjesmom i gitarom
al' sam znao da cu opet doci
sreo sam se sa ljubavi starom
al' je ona skrila svoje oci

Ref. 2x
Svi me znaju, svi me znaju u mom zavicaju
svi me znaju ptice, cvijece
samo ona poznati me nece
 
Otiso' sam s pjesmom i gitarom
nikad vise vratiti se necu
samo oci onim davnim zarom
prema njenim prozorima skrecu

Ref.","https://tekstovi.net/2,692,35696.html",,,,,,,,['Đorđe Novković'],['Željko Pavičić'],['Mato Došen'],['Mate Mišo Kovač'],1989 - Samo nas nebo rastavit može,"1999 - Pjevaj, legendo",https://diskografija.com/pjesma/svi-me-znaju-u-mom-zavicaju-7059.htm,Svi me znaju u mom zavičaju,2003 - Najdraže pjesme Miše Kovača,2006 - The platinum collection,,,,,,,,,,,,,,,,,,,Mišo Kovač,Svi Me Znaju U Mom Zavičaju,3:39,,,Samo Nas Nebo Rastavit Može,1989.0,,"1989.0-Samo Nas Nebo Rastavit Može/nan-Samo Nas Nebo Rastavit Može/2002.0-Pjevaj, Legendo (19 Velikih Hitova)/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2012.0-100 Originalnih Hitova"
zT3Xu5sD_1_108,Mišo Kovač,Mate Mišo Kovač,"Svi pjevaju, ja ne cujem",67576,"Sad kad zivim u tudjini
moje srce samo vene
pa mi dodje da te pitam
da li slici bar na mene

Ref. 2x
Svi pjevaju, ja ne cujem
nikome se ne radujem
samo tebe ocekujem
 
Znam da grijesnik ja sam bio
sad mi sude uspomene
oprosti mi, odgovori
da li slici bar na mene 

Ref.","https://tekstovi.net/2,692,15222.html",,"Svi pjevaju, ja ne čujem",Everyone is singing,,"Sad kad živim u tuđini
1
Moje srce samo vene
Pa mi dođe, da te pitam
Da li sliči bar na mene. Svi pjevaju, ja ne čujem
Nikome se ne radujem
Samo tebe očekujem. Znam da griješnik ja sam bio
Sad mi sude uspomene
Oprosti mi, odgovori
Da li sliči bar na mene","Now that Í m living in this foreign land
My heart only withers
Suddenly I feel like asking you
does it at least look like me. Everyone is singing, I can't hear a thing
I don't look forward to anything
I m only awaiting you. I know I was a sinner
Now the memories judge me
Forgive me, answer...
Does it at least look like me....",https://lyricstranslate.com/en/svi-pjevaju-everyone-singing.html,['Đorđe Novković'],['Marina Tucaković'],['Mato Došen'],['Mate Mišo Kovač'],1987 - Malo mi je jedan život s tobom,1988 - Koncert - uživo,https://diskografija.com/pjesma/svi-pjevaju-ja-ne-cujem-7060.htm,"Svi pjevaju, ja ne čujem","1999 - Pjevaj, legendo",2003 - Najdraže pjesme Miše Kovača,2004 - Zabavni megamix,2005 - Mišo u Šibeniku - uživo,2006 - The platinum collection,2007 - Đorđe Novković - Gold collection,2007 - Live collection - uživo,,,,,,,,,,,"Sad kad živim u tuđini
Moje srce samo vene
Pa mi dođe da te pitam
Da li sliči bar na mene

Svi pjevaju, ja ne čujem
Nikome se ne radujem
Samo tebe očekujem

Svi pjevaju, ja ne čujem
Nikome se ne radujem
Samo tebe očekujem

Znam da grješnik ja sam bio
Sad mi sude uspomene
Oprosti mi, odgovori
Da li sliči bar na mene

Svi pjevaju, ja ne čujem
Nikome se ne radujem
Samo tebe očekujem","Svi pjevaju, ja ne čujem",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/svi-pjevaju-ja-ne-cujem.html,Mišo Kovač,"Svi Pjevaju, Ja Ne Čujem",,,,"Svi Pjevaju, Ja Ne Čujem / Sutra Mi Sude",1987.0,,"1987.0-Svi Pjevaju, Ja Ne Čujem / Sutra Mi Sude/nan-Malo Mi Je Jedan Život S Tobom/nan-Koncert/1989.0-Samo Nas Nebo Rastavit Može/1997.0-Najbolje/2002.0-Pjevaj, Legendo (19 Velikih Hitova)/nan-Najdraže Pjesme Miše Kovača/2005.0-Mišo U Šibeniku/2005.0-Mišo U Šibeniku/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2012.0-100 Originalnih Hitova/nan-The Best Of Collection"
zT3Xu5sD_1_109,Mišo Kovač,Mate Mišo Kovač,Takav sam rodjen,4392,"Ovaj su kamen sve moje kosti
i krv je moja svo ovo more
taj gutljaj vina i ljudi prosti
brisu mi tuge i ove bore

Maslina ova srce je moje
a jecaj klapa uzdah je duse
i nema meni do bile boje
i da se svjetovi sto puta sruse

Ref. 2x
Takav sam rodjen i takav umrijet cu
ne treba meni puno za srecu
takav sam rodjen od oca i majke
Dalmacija moja ljepsa je od bajke","https://tekstovi.net/2,692,52924.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mišo Kovač,Takav Sam Rođen,3:24,Fayo,,"Dobra Večer, Prijatelji Moji...",2016.0,,"2016.0-Dobra Večer, Prijatelji Moji..."
zT3Xu5sD_1_110,Mišo Kovač,Mate Mišo Kovač,Ti budi mi vjerna,322,"Ti budi mi vjerna
jer, ti si mi sve
jer, ti si mi dala
i javu, i sne

Neka sija od srece
tvoj osmijeh i glas
i nikada nece
razdvojiti nas
 
Ref.
Uzmi, sve sto tvoje srce zeli
uzmi, meni trebas samo ti
ti, samo, ti

Ti budi mi vjerna
ti jedina znas
da ljubav je vjecna
kad srce joj das

Ref.","https://tekstovi.net/2,692,63160.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mišo Kovač,Ti Budi Mi Vjerna,,,Ervin Drake,Ti Budi Mi Vjerna / Zaboravi Dane,1972.0,,1972.0-Ti Budi Mi Vjerna / Zaboravi Dane
zT3Xu5sD_1_111,Mišo Kovač,Mate Mišo Kovač,Ti si pjesma moje duse,94371,"Opet srecu nismo nasli
od nas dvoje kom' je teze
sada samo kraj se sluti
ipak jos nas nesto veze

I kad zadnji brod nam ode
kad nas izda samo glas
ti ces znati, ti ces znati
da u tebi trazim spas
 
Ref.
Ti si pjesma moje duse
ti si bol u srcu mom
nemoj da ti tuge sruse
onaj sjaj u oku tvom

Ti si pjesma moje duse
ti si zelja moga sna
i ne mogu jos da shvatim
da bez tebe moram ja

Opet lazem samog sebe
ne dam zelji da se gubi
ovo ludo srce sanja
da se pokraj tebe budi","https://tekstovi.net/2,692,11573.html",,,,,,,,['Troy Harold Seals'],"['Bratislav Zlatanović', 'Ivica Kasumović', 'Edward Sester']",['Mato Došen'],['Mate Mišo Kovač'],1986 - Ti si pjesma moje duše,1988 - Koncert - uživo,https://diskografija.com/pjesma/ti-si-pjesma-moje-duse-6459.htm,Ti si pjesma moje duše,"1999 - Pjevaj, legendo",2003 - Najdraže pjesme Miše Kovača,2004 - Zabavni megamix,2005 - Da te mogu pismom zvati - Libar II,2006 - The platinum collection,2007 - Live collection - uživo,,,,,,,,,,,,"Opet sreću nismo našli
Od nas dvoje kom je teže
Sada samo kraj se sluti
Ipak još nas nešto veže

I kad zadnji brod nam ode
Kad nas izda samo glas
Ti ćeš znati, ti ćeš znati
Da u tebi tražim spas

Ti si pjesma moje duše
Ti si bol u srcu mom
Nemoj da ti tuge sruše
Onaj sjaj u oku tvom

Ti si pjesma moje duše
Ti si želja moga sna
I ne mogu još da shvatim
Da bez tebe moram ja

Opet lažem samog sebe
Ne dam želji da se gubi
Ovo ludo srce sanja
Da se pokraj tebe budi

I kad zadnji brod nam ode
Kad nas izda samo glas
Ti ćeš znati, ti ćeš znati
Da u tebi tražim spas

Ti si pjesma moje duše
Ti si bol u srcu mom
Nemoj da ti tuge sruše
Onaj sjaj u oku tvom

Ti si pjesma moje duše
Ti si želja moga sna
I ne mogu još da shvatim
Da bez tebe moram ja

Ti si pjesma moje duše
Ti si bol u srcu mom
Nemoj da ti tuge sruše
Onaj sjaj u oku tvom

Ti si pjesma moje duše
Ti si želja moga sna
I ne mogu još da shvatim
Da bez tebe moram ja

Ti si pjesma moje duše
Ti si bol u srcu mom
Nemoj da ti tuge sruše
Onaj sjaj u oku tvom

Ti si pjesma moje duše
Ti si želja moga sna
I ne mogu još da shvatim
Da bez tebe moram ja",Ti si pjesma moje duše,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/ti-si-pjesma-moje-duse.html,Mišo Kovač,Ti Si Pjesma Moje Duše,4:12,Ivica Kasumović,Troy Seals,Ti Si Pjesma Moje Duše,,,nan-Ti Si Pjesma Moje Duše/1987.0-Ti Si Pjesma Moje Duše/nan-Koncert/1997.0-Najbolje/nan-Najdraže Pjesme Miše Kovača/2006.0-The Platinum Collection/2010.0-Najljepše Ljubavne Pjesme/2012.0-100 Originalnih Hitova/nan-The Best Of Collection
