Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Skladba_diskografija,Stihovi_diskografija,Izvedba_diskografija,Album_1_diskografija,Album_2_diskografija,Url_diskografija,Song_diskografija,Aranžman_diskografija,Album_3_diskografija
YdU8F5rG_1_22,Jelena Rozga,Jelena Rozga,Nirvana,147810,"Ref. 2x
Nirvana, opusteno 
cekam te sama, ovu noc
nirvana, isto mjesto
 ista budala, kad ces doc

Ma udji k'o pobjednik na svoje
i uzmi sto je tvoje, s dozvolom 
pa dodji k'o slavljenik na tortu
i uzmi mi ljepotu, napokon
 
Volis li me ono stvarno
il' me mucis namjerno

Ref. 

Na glasu ko zena od afera
ustvari tvoja cijela, odavno
polako me nosi atmosfera
i jedno u dva tijela da budemo

Ref. 

Nirvana

Na glasu ko zena od afera
ustvari tvoja cijela, odavno
pa dodji k'o slavljenik na tortu
i uzmi mi ljepotu, napokon","https://tekstovi.net/2,1156,38591.html",,Nirvana,Nirvana,,"Nirvana...
1
Opušteno čekam te sama...ovu noć
Nirvana...
Isto mjesto, ista budala... kad ćeš doć. Ma uđi ko pobjednik na svoje
I uzmi što je tvoje...s dozvolom
Pa dođi ko slavljenik na tortu
I uzmi mi ljepotu...napokon. Voliš li me ono stvarno
Ili me mučiš namjerno. Nirvana...
Opušteno čekam te sama...ovu noć
Nirvana...
Isto mjesto, ista budala... kad ćeš doć. Na glasu ko žena od afera
Ustvari tvoja cijela...odavno
Polako me nosi atmosfera
I jedno u dva tijela da budemo. Voliš li me ono stvarno
Ili me mučiš namjerno. Nirvana...
Opušteno čekam te sama...ovu noć
Nirvana...
Isto mjesto, ista budala... kad ćeš doć. Pa uđi ko pobjednik na svoje
I uzmi što je tvoje...s dozvolom
Pa dođi ko slavljenik na tortu
I uzmi mi ljepotu...napokon. Nirvana.... Na glasu ko žena od afera
Ustvari tvoja cijela...odavno
Pa dođi ko slavljenik na tortu
I uzmi mi ljepotu...napokon. Nirvana...","Nirvana
Relaxed, alone, I wait for you, this night
Nirvana
Same place, same fool, when you'll arrive. Well come in, like a victor
And take what is yours, with permission
Oh come on, guest of honor, for cake,
And take my beauty, finally. Do you really love me
Or do you deliberately bother me?. Nirvana
Relaxed, alone, I wait for you, this night
Nirvana
Same place, same fool, when you'll arrive. In a voice like a woman from an affair
In fact, your whole one, long ago
Softly the atmosphere carries me
And let's be one in two bodies. Do you really love me
Or do you deliberately bother me?. Nirvana
Relaxed, alone, I wait for you, this night
Nirvana
Same place, same fool, when you'll arrive. Well come in, like a victor
And take what is yours, with permission
Oh come on, guest of honor, for cake,
And take my beauty, finally. Nirvana.... In a voice like a woman from an affair
In fact, your whole one, long ago
Softly the atmosphere carries me
And let's be one in two bodies. Nirvana...",https://lyricstranslate.com/en/nirvana-nirvana.html-2,['Tonči Huljić'],['Vjekoslava Huljić'],['Jelena Rozga'],,,https://diskografija.com/pjesma/nirvana-16406.htm,Nirvana,['Boris Đurđević'],
YdU8F5rG_1_23,Jelena Rozga,Jelena Rozga,Obozavam,27081,"Ref. 2x
 Evo je pukla, pukla zora
     obozavam 
     od nocas si ljubav, ljubav nova
     obozavam

  Treca putna 'ko jos broji
     jutro je i svi smo svoji
     dobro nam je, dobro
    lipi moji, lipi moji
     solo
 
Dobro je negdje sjesti
gdje ne cuju se vijesti
ni a-a, ni rekla - kazala      
kazem, bitno je ostat' isti

Na pasu pustit' misli
a-a-a nista mi ne smeta
burek i tople krafne
za sve sto nocu rade
i nocare i nocare

Ref. 

Ruke
i opet
burek i tople krafne
za sve sto nocu rade
i nocare i nocare

Ref.","https://tekstovi.net/2,1156,40483.html",,Obožavam,I adore it,,"Evo je pukla, pukla zora
1
obožavam
od noćas si ljubav, ljubav nova
obožavam. Treća putna tko još broji
jutro je i svi smo svoji
dobro nam je dobro lipi moji
lipi moji. Evo je pukla, pukla zora
obožavam
od noćas si ljubav, ljubav nova
obožavam. Treća putna tko još broji
jutro je i svi smo svoji
dobro nam je dobro lipi moji
lipi moji. Dobro je negdje sjesti
gdje ne čuju se vijesti
ni a ni rekla kazala
kažem bitno je ostat isti
na pasu pustit misli
aaa ništa mi ne smeta. Burek i tople krafne
za sve što noću rade
i noćare
i noćare. Refren:. Evo je pukla, pukla zora
obožavam
od noćas si ljubav, ljubav nova
obožavam. Treća putna tko još broji
jutro je i svi smo svoji
dobro nam je dobro lipi moji
lipi moji. Burek i tople krafne
za sve što noću rade
i noćare
i noćare. Refren:
Evo je pukla, pukla zora
obožavam
od noćas si ljubav, ljubav nova
obožavam. Treća putna tko još broji
jutro je i svi smo svoji
dobro nam je dobro lipi moji
lipi moji. Dobro nam je dobro lipi moji
lipi moji","Here we go it broke, dawn broke
I adore it
since last night you're my love, my new love
I adore it. The third one for the road, who's keeping count anyway
It's morning and we 're in the amongst our ""own""
We're in luck, in real luck my darlings
my darlings. Here we go it broke, dawn broke
I adore it
since last night you're my love, my new love
I adore it. The third one for the road, who's keeping count anyway
It's morning and we 're in the amongst our ""own""
We're in luck, in real luck my darlings
my darlings. It's good to sit down somewhere
where news can't find us
not a letter, no he said, she said
I say it's important to remain the same
let your thoughts go
aaaa nothing bothers me..... Burek and hot krafne (see comments)
for all those that work nights
and stay up nights 2x",https://lyricstranslate.com/en/obozavam-i-adore-it.html,,,['Jelena Rozga'],,,https://diskografija.com/pjesma/obozavam-19894.htm,Obožavam,,
YdU8F5rG_1_24,Jelena Rozga,Jelena Rozga,Odo' ja,15360,"Ref.
Odo' ja
i neces za me vise cut
nemoj biti zabrinut
ide mi se, a i ne ide
tu nema ravnoteze
jer nas puno stvari veze
zato mi je teze
 
Odo' ja
za racun niko ne pita
uvijek samo platim ja
s tobom sve se brzo nauci
al' pitanje me muci
kako se bez tebe zivi
kako srce da ne popusti
kako, nek' mi neko objasni

Kada tuga pored srece stane
da se odmore
jedna druga na cas taknu
pa se brzo udalje, brzo odmaknu

Ref.

Nije ova ljubav luk i voda
da se prohoda
idem dalje da ne odam
da je nosim sve dok hoda
nosim od onda

Ref.","https://tekstovi.net/2,1156,47205.html",,Odo' ja,I'm going,"Naslovna skladba serije ""Kud puklo da puklo"" (2014)","ODO' JA,
I NEĆEŠ ZA ME VIŠE ČUT
NEMOJ BITI ZABRINUT
IDE MI SE, A I NE IDE
TU NEMA RAVNOTEŽE
JER NAS PUNO STVARI VEŽE
ZATO MI JE TEŽE
ODO' JA
ZA RAČUN NIKO NE PITA
UVIJEK SAMO PLATIM JA
S TOBOM SVE SE BRZO NAUČI
AL PITANJE ME MUČI
KAKO SE BEZ TEBE ŽIVI?
KAKO SRCE DA NE POPUSTI?
KAKO NEK MI NEKO OBJASNI?. KADA TUGA PORED SREĆE STANE
DA SE ODMORE
JEDNA DRUGA NA ČAS TAKNU
PA SE BRZO UDALJE, BRZO ODMAKNU. NIJE OVA LJUBAV LUK I VODA
DA SE PROHODA
IDEM DALJE DA NE ODAM
DA JE NOSIM SVE DOK SRCE HODA
NOSIM ODONDA","I'M GOING
AND YOU WON'T HEAR ANYTHING ABOUT ME ANYMORE
DON'T BE WORRIED
I WANT AND WANT NOT TO GO AT THE SAME TIME
HERE'S NO BALANCE
BECAUSE MANY THINGS CONNECT US
SO IT'S HARDER TO ME
I'M GOING
NO ONE ASKS FOR BILL
I JUST PAY ALWAYS
EVERYTHING'S IS LEARNT WITH YOU QUICKLY
BUT QUESTION TORTURES ME
WHAT'S LIFE WITHOUT YOU?
HOW HEART DOESN'T WANT TO GIVE IN?
HOW, ANYONE, EXPLAIN ME?. WHEN SORROW STANDS NEXT TO THE HAPPINESS
TO TAKE A REST
ONE TOUCHES THE OTHER FOR A SECOND
SO THEY ESTRANGE QUICKLY, GET AWAY QUICKLY. THIS LOVE ISN'T ONION AND WATER
TO WALK
I'M GOING FAR NOT TO REVEAL
TO CARRY IT ALL TIME WHILE HEART WALKS
I CARRY SINCE THEN",https://lyricstranslate.com/en/odo-ja-im-going.html,,,['Jelena Rozga'],,,https://diskografija.com/pjesma/odo-ja-24606.htm,Odo ja,,
YdU8F5rG_1_25,Jelena Rozga,Jelena Rozga,Okus mentola,41527,"Ref.
Okus mentola, leden dah
ovo je dobar osjecaj
ljubi me, ljubi me, ne prekidaj
nesto mi lijepo ispricaj

Okus mentola, leden dah
ovo je dobar dozivljaj
ljubi me, ljubi me, usnama tim
zbog ove noci postojim
 
Ta karizma
 koju imas ti, malo koje musko ima
to ti priznam
sada odmah ovdje, dok je dobra vibra

Ljube moja
to ti tepam, to ti vrijedi
dok sam tvoja
sad u sobu me povedi
bilo koja
laganica nek nam svira, a i ne mora

Ref.

Ref. 2x

Ljubi me, ljubi me, usnama tim
hocu da nista ne mislim","https://tekstovi.net/2,1156,44320.html",,Okus mentola,Taste of menthol,,"Okus mentola, leden dah
1
Ovo je dobar osjećaj
Ljubi me, ljubi me, ne prekidaj
Nešto mi lijepo ispričaj. Okus mentola, leden dah
Ovo je dobar doživljaj
Ljubi me, ljubi me, usnama tim
Zbog ove noći postojim. Ta karizma,
Koju imaš ti, malo koje muško ima
To ti priznam
Sada odmah ovdje, dok je dobra vibra. Ljube moja
To ti tepam, to ti vrijedi
Dok sam tvoja
Sad u sobu me povedi
Bilo koja
Laganica nek' nam svira a i ne mora. Okus mentola, leden dah
Ovo je dobar osjećaj
Ljubi me, ljubi me, ne prekidaj
Nesto mi lijepo ispričaj. Okus mentola, leden dah
Ovo je dobar doživljaj
Ljubi me, ljubi me, usnama tim
Zbog ove noći postojim. Ljubi me, ljubi me, usnama tim
Hoću da ništa ne mislim","The taste of menthol, icy breath
This is a good feeling
Kiss me, kiss me, don't stop
Tell me something nice. The taste of menthol, icy breath
This is a good experience
Kiss me, kiss me, with those lips
I exist for this night. That charisma,
that you have, not every man has
I admit that
Now come here, while there's a good vibe. My love
That I tell you, that is true
While I'm yours
Take me in a room
Any song
It could play but it doesn't matter. The taste of menthol, icy breath
This is a good feeling
Kiss me, kiss me, don't stop
Tell me something nice. The taste of menthol, icy breath
This is a good experience
Kiss me, kiss me, with those lips
I exist for this night. Kiss me, kiss me, with those lips
I want to forget about everything",https://lyricstranslate.com/en/okus-mentola-taste-menthol.html,,,['Jelena Rozga'],,,https://diskografija.com/pjesma/okus-mentola-19895.htm,Okus mentola,,
YdU8F5rG_1_26,Jelena Rozga,Jelena Rozga,Ona ili ja,53439,"Sad kad znam da postoji ona
kad ona zna da postojim ja 
sad kad znas da u isto vrijeme
ne mozes bit na mjesta dva

Kada shvatis da je jedna dusa
za dvije ljubavi pretijesna
gledaj me u oci kad te pitam
ili ona ili ja
 
Ref.
Ili ona ili ja
hajde reci nek se zna
sto je tvome srcu blize
ljubav ili nevjera

Ili ona ili ja
hajde reci nek se zna
koja ti je od nas dvije vise znacila

Sad kad znam da sam tvoje usne
s njenim usnama dijelila
kada znam da ljubav cijelu sam dala
a pola ljubavi dobila

Sad kad znas da sve se zna
i vise nema laganja
gledaj me u oci kad te pitam
ili ona ili ja

Ref. 3x","https://tekstovi.net/2,1156,28395.html",,Ona ili ja,Her or me,Bižuterija (2011),"Sad kad znam da postoji ona
1
Kad ona zna da postojim ja
Sad kad znaš da u isto vrijeme
Ne možeš biti na mjesta dva. Kada shvatiš da je jedna duša
Za dvije ljubavi pretijesna
Gledaj me u oči kad te pitam
Ili ona, ili ja. (Refren)
Ili ona ili ja
Hajde, reci nek se zna
Što je tvome srcu bliže
Ljubav ili nevjera
-
Ili ona ili ja
Hajde reci nek se zna
Koja ti je od nas dvije više značila?. Sad kad znam da sam tvoje usne
S njenim usnama dijelila
Sada kada znam da ljubav cijelu sam dala
A pola ljubavi dobila. Sad kad znaš da sve se zna
I više nema laganja
Gledaj me u oči kad te pitam
Ili ona ili ja. (Refren)","Now when I know that she exists
When she knows that I exist
Now when you know that
You can't be in two places at the same time. When you understand that one soul
For two love is too small
Look me in the eyes when I ask you
It's her or me. It's her or me
Come on, say it, let it be known
What's your heart closer to
Love or unfaithful. It's her or me
Come on, say it, let it be known
Out of the two of us, who means the most to you. Now when I know that I shared your lips
With her
Now when I know that I gave all of my love
And got half in return. Now when you know that it's all known
And there's no more lying
Look me in the eyes when I ask you
It's her or me",https://lyricstranslate.com/en/ona-ili-ja-her-or-me.html,,,['Jelena Rozga'],,,https://diskografija.com/pjesma/ona-ili-ja-14699.htm,Ona ili ja,,
YdU8F5rG_1_27,Jelena Rozga,Jelena Rozga,Oprosti mala,67298,"Da mi je samo da se nadjem tu
kad priznas sam sebi, Bogu i narodu
da sam ja, bila najbolja

Da sam ja, bila najbolja
vjetar te nosi, ja zaustavljam
koliko moj si da ti ne pricam
da sa mnom si bio najbolji
 
Ref.
A gdje sam to sada
bez ljepote i sjaja otkad dosao si
s vjetrom kroz vrata
i rek'o oprosti mala, oprosti mala 

Oprosti za ono
sto ti nikad nisam dao
zasluzila jesi, al' bolje nisam znao
rek'o i otisao, rek'o i otisao","https://tekstovi.net/2,1156,20044.html",,Oprosti mala,"Forgive me, baby",Oprosti mala,"Da mi je samo da se nađem tu
1
kad priznaš sam sebi, Bogu i narodu
da sam ja bila najbolja.. Vjetar te nosi, ja zaustavljam
koliko moj si, da ti ne pričam
da sa mnom si bio najbolji.. Ref.
A gdje sam to sada
bez ljepote i sjaja
otkad došao si s vjetrom kroz vrata
i rek'o, oprosti, mala, oprosti, mala.. Oprosti za ono što ti nikad nisam dao
zaslužila jesi, al' bolje nisam znao
rek'o i otišao, rek'o i otišao.. Da sam ja bila najbolja!","I only wish to be here
when you admit to yourself, to God and to people
that I was the best.. Wind is taking you away, I'm stopping you
How much you are mine, I won't talk to you about that
That you were the best with me.. And where I'm now
without beauty and without shine
since you came with the wind through the door
and told me: ''Forgive me, baby, forgive me, baby.''. ''Forgive me for the things I never gave you
You did deserve it, but I didn't know to do better.''
You said that and you left, said and left.. That I was the best!",https://lyricstranslate.com/en/oprosti-mala-forgive-me-baby.html,,,,,,,,,
YdU8F5rG_1_28,Jelena Rozga,Jelena Rozga,Opusti se,14121,"Ti pred svaki oprostaj nas
 u sebi krijes strah
 da li sutra sve bice isto

Ili ja potrazit cu utjehu drugu
 i zauvjek uzrezat tugu 
u tvojum ocima
 
 Ref.
Opusti se i lezi tiho kraj mene
 jer volim te i samo pogled tvoj daje mi mir i opojni san zbog kojeg zivim
 i cekam svaki novi dan

Vjeruj mi i kada odes
 sa mnom si ti 
i svo vrijeme proteklo
    vracam se da doceka
   sa mnom novo svitanje

I sad kada smo napokon sami 
ljubav nam kazuje put u ovoj tami
jos uvijek

Ti pogledom se branis i kazes
 mi da se plasis i zato
 sada moram ti reci sve

    Ref.

Opusti se, opusti se, opusti se","https://tekstovi.net/2,1156,33018.html",,,,,,,,,,,,,,,,
YdU8F5rG_1_29,Jelena Rozga,Jelena Rozga,Ostani,6804,"Vidi kako mjesec sija
to nam sada tako prija
samo sto ne dodirnes moje koljeno
tako blizu, tako daleko

Savrsena iluzija
dobro zvuci, ti i ja
padam opasno na tvoju stidljivost
i na tvoju nedodirljivost
 
Ref.
Ostani, ostani
samo nocas zeljni smo ljubavi
nismo za ozbiljno
ionako oboje smo zauzeti

Ostani, ostani
natenane dok jutro ne osvane
nista ozbiljno, i onako i ovako

Vidi kako mjesec sija
to nam sada tako prija
kao da me milujes, a ne dodirujes
niti ides niti ostajes

Ref.

Uzeo si mene od mene pa blefiram
sloboda mi je sve
i sve sto zelim u zivotu
sve je kod tebe

Uzeo si mene od mene
dzabe, poznajem sve tvoje drugove
kad ti, a ti, a ti si pored nje

Ref.","https://tekstovi.net/2,1156,56768.html",,Ostani,Stay,,"Vidi kako mjesec sija
to nam sada tako prija
samo što ne dodirneš moje koljeno
tako blizu tako daleko. Savršena iluzija
dobro zvuči ti i ja
padam opasno na tvoju stidljivost
i na tvoju nedodirljivost. Ostani, ostani samo noćas željni smo ljubavi
nismo za ozbiljno, ionako oboje smo zauzeti
Ostani, ostani natenane dok jutro ne osvane
ništa ozbiljno i onako i ovako. Vidi kako mjesec sija
to nam sada tako prija
kao da me miluješ, a ne dodiruješ
niti ideš, niti ostaješ. Savršena iluzija
dobro zvuči ti i ja
padam opasno na tvoju stidljivost
i na tvoju nedodirljivost. Ostani, ostani samo noćas željni smo ljubavi
nismo za ozbiljno, ionako oboje smo zauzeti
Ostani, ostani natenane dok jutro ne osvane
ništa ozbiljno i onako i ovako. Uzeo si mene od mene
pa blefiram sloboda mi je sve
I sve sto želim u životu,
sve je kod tebe. Uzeo si mene od mene
džabe poznajem sve tvoje drugove
kad ti, a ti, a ti si pored nje. Ostani, ostani samo noćas željni smo ljubavi
nismo za ozbiljno, ionako oboje smo zauzeti
Ostani, ostani natenane dok jutro ne osvane
ništa ozbiljno i onako i ovako","Look how the moon is shining
It's so pleasing to us now
Just because you don't touch my knee
So close but so far away. Perfect illusion
You and me, it sounds good
I'm dangerously fallin for your timidity
And for your untouchability. Stay, stay just tonight, we are thirsty for love
We are not into something serous, we are both already engaged (in relationships)
Stay, stay, don't hurry up until the morning comes up
It's nothing serious anyway. Look how the moon is shining
It's so pleasing to us now
It's like you cuddle me but you don't touch me
You're not going away but not staying as well. Perfect illusion
You and me, it sounds good
I'm dangerously fallin for your timidity
And for your untouchability. Stay, stay just tonight, we are thirsty for love
We are not into something serous, we are both already engaged (in relationships)
Stay, stay, don't hurry up until the morning comes up
It's nothing serious anyway. You took me from myself
I'm bluffing that freedom is everything to me
And all I want in my life
All is about you. You took me from myself
Vainly I get to know your friends
When you, you are close to her. Stay, stay just tonight, we are thirsty for love
We are not into something serous, we are both already engaged (in relationships)
Stay, stay, don't hurry up until the morning comes up
It's nothing serious anyway",https://lyricstranslate.com/en/ostani-stay.html-4,,,,,,,,,
YdU8F5rG_1_30,Jelena Rozga,Jelena Rozga,Ostavit' cu svitlo (duet Klapa Iskon),29301,"Di si da me razveselis
kad sve potone
kad ne vridin nikome
di si konce da odropas
sve za jude je
grisilo je i grisit ce se
 
Sva se srica popila
i na kruvu cukar se istopija
vratit' cu se jer znan di si
iz srca me makla nisi

Ref. 2x
Ostavit' cu svitlo da mi vidis doc'
mozda neces 'tit, mozda neces moc'
tamo iza vrata di je postelja
jubit' cu te kako Bog zapovida

Uvik san u tudjoj kuci
i u gostima
doma mene ni'ko ne ceka
moj je zivot crkavica
isto volin ga
uvik mislin doc' ces do sutra

Ref. 2x","https://tekstovi.net/2,1156,31275.html",,Ostavit cu svitlo,I'll Leave the Light On,,"Di si da me razveseliš,
1
kad sve potone,
kad ne vridim nikome.. Di si konce da odropaš
sve za jude je,
grišilo je i grišit će se.. Sva se srića popila
i na kruhu cukar se istopija.... REF.
Vratiću se jer znam di si
iz srca me makla nisi.. Ostaviću svitlo da mi vidiš doć'
možda nećeš tit, možda nećeš moć'
Tamo iza vrata di je postelja,
ljubiću te kako Bog zapovida... x2. Uvik sam u tuđoj kući,
i u gostima,
doma mene niko ne čeka.. Moj je život crkavica,
isto volim ga,
uvik mislim doćeš do sutra.. Sva se srića popila
i na kruhu cukar se istopija.. REF.","Where are you to cheer me up,
when everything sinks,
when I'm not worthy to anyone.. Where are you to loosen the string,
people are meant to
be sinners and they always will be.. The happiness was all drinken,
and sugar was melted on bread.... I'll come back because I know where you are
you did not leave my heart.. I'll leave the light on, so that you'll see the path to come
maybe you won't want to, maybe you won't be able to
Over there, behind the door where the bed is,
I'll kiss you, as God commands.... I'm always in someone else's house,
and I don't feel at home,
no one ever waits for me at home.. My life is pennyworth,
but I love it anyway,
I always think that you'll come tomorrow.. The happiness was all drinken,
and sugar was melted on bread.",https://lyricstranslate.com/en/ostavit-cu-svitlo-ill-leave-light.html,,,"['Jelena Rozga', 'Klapa Iskon']",,,https://diskografija.com/pjesma/ostavit-cu-svitlo-14705.htm,Ostavit' ću svitlo,,
YdU8F5rG_1_31,Jelena Rozga,Jelena Rozga,Otrov,16764,"Otrov je u krvi, bio si mi prvi
dokaz da je zivot lijep
a sad cekam zadnje
jutro da nam svane

Prevara mirise
svakog dana vise
odavno vec znaju svi
ah, ti luda zeno, igras na posteno
 
Tu pricu znaju cak i vrapci
a samo nisam znala ja
jer sam ga voljela do bola
a on u bolu mome uziva

Ref.
'Ko te zna, dobro zna
s drugom da si
gdje sam ja, gdje sam ja u toj bajci
prvo slozi, zavedi pa baci
ne znam valjda, takvi su muskarci

'Ko te zna, dobro zna
s drugom gdje si
nemoj reci da nisi kad jesi
cini mi se da sanse su slabe
ne znam valjda, takve su barabe

Otrov je u medu, vino je u ledu
sada je na tebe red
uvijas mi glatko
ne vjeruj u slatko

Ref. 2x","https://tekstovi.net/2,1156,50614.html",,Otrov,Poison,,"Otrov je u krvi, bio si mi prvi
1
dokaz da je život lijep,
a sad čekam zadnje
jutro da nam svane.. Prevara miriše svakog dana više,
odavno već znaju svi,
a ti luda ženo
igraš na pošteno.. Tu priču znaju čak i vrapci,
al’ samo nisam znala ja,
jer sam ga voljela do bola,
a on u bolu mome uživa.. Tko te zna, dobro zna s drugom da si.
Gdje sam ja, gdje sam ja u toj bajci?
Prvo slaži, zavedi, pa baci...
Ne znam, valjda takvi su muškarci.. Tko te zna, dobro zna s drugom gdje si.
Nemoj reći da nisi, kad jesi.
Čini mi se da šanse su slabe...
Ne znam, valjda takve su barabe.. Otrov je u medu, vino je u ledu
sada je na tebe red,
uvijaš mi glatko
nevjeru u slatko.","The poison is in the blood, you were my first
proof that life is beautiful,
and now I'm waiting for the down
of our last morning.. Cheat smeells every day more and more,
everybody has already known that for a long time,
and you crazy women
you play fair.. Everybody knows that story,
but only I didn't know,
because I loved him that it hurted,
and he enjoys my pain.. The one who knows you, knows very well that you are with another girl.
Where am I, where am I in that fairytale?
First lie (to me), seduce (me), then throw me away...
I don't know, I guess men are like that.. The one who knows you, knows verry well where are you with another girl.
Don't tell that you're not, because you are.
It seems to me that the chances are weak..
I don't know, I guess bastards are like that.. The poison is in the honey, wine is in the ice,
now it's your turn,
you are wrapping cheating in something sweet
for me so easily.",https://lyricstranslate.com/en/otrov-poison.html-1,,,['Jelena Rozga'],,,https://diskografija.com/pjesma/otrov-25404.htm,Otrov,,
YdU8F5rG_1_32,Jelena Rozga,Jelena Rozga,Oziljak,35289,"Sve u svemu bilo nam je
kao nikome
drzalo te srce blizu
kao ikone

Zubima, noktima
i vlaznim ocima
svime zivim ja sam se
za tebe borila 
 
Ref. 2x
A ja, nosim te k'o oziljak
kao kamen, zig i znak
al' covjek nikad nije jak

A ja, da sam musko pukla bih
da sam heroj pala bih
al' te na ludo uvijek prezivim

Sve u svemu nitko od nas
nije pobjednik
dvije strane, a ja i ti
isti ranjenik

Moj zivot soba je
s' pogledom na tvoj lik
samo ljubav vrijedi
da joj dignes spomenik

Ref. 2x","https://tekstovi.net/2,1156,29992.html",,Ožiljak,Scar,Bižuterija,"Sve u svemu bilo nam je
1
kao nikome
držalo te srce blizu
kao ikone. Zubima, noktima
i vlažnim očima
svime živim ja sam se
za tebe borila. Ref. 2x
A ja, nosim te k'o oziljak
kao kamen, žig i znak
al' čovjek nikad nije jak. A ja, da sam muško pukla bih
da sam heroj pala bih
al' te na ludo uvijek preživim. Sve u svemu nitko od nas
nije pobjednik
dvije strane, a ja i ti
isti ranjenik. Moj život soba je
s' pogledom na tvoj lik
samo ljubav vrijedi
da joj digneš spomenik. Ref. 2x","For a while we were together
Like none other.
Our hearts - image of devotion
Like an icon.. Tooth and nail,
Eyes full of tears,
With all my essence,
I fought for you.. Refrain 2х
I bear you like a battle scar,
A stone around my neck,
A sign there isn't always enough strength.. If I were a man, I would break,
If a hero, I'd have fallen
But this insanity of you, I'll overcome.. At any case, no one has won
Two sides, and both of us
Are on the losing one.. My life is a room with a view of you.
But only love is worthy
Of a monument built to it.. Refrain 2х",https://lyricstranslate.com/en/o%C5%BEiljak-scar.html-3,,,['Jelena Rozga'],,,https://diskografija.com/pjesma/oziljak-14704.htm,Ožiljak,,
YdU8F5rG_1_33,Jelena Rozga,Jelena Rozga,Pismo-glava,10954,"Dodje mi da vrisnem kada je tisina 
da se malo stisnem tamo gdje te ima 
ja te nesto pitam, sutis kao riba 
imao pa nemao, ta me kletva stigla

Jer ti, jer ti 
malo me hoces, a malo me neces
jer ti, jer ti
doci ces pameti kad se sreca zavrti 
 
Ref. 2x
Pismo-glava bacit cu 
dok se vrti zmirit cu 
koja strane je - da je 
obe padnu na tebe

Tebi fali jedan gen 
da bi bio savrsen
u mom srcu stanuje
jaka sam za sve
jaka za oboje 

Ali slaba na tebe 

Goli smo i sami, k'o Adam i Eva
k'o na kraju, a ne na pocetku svijeta
 samo da me grlis, kao sto i treba 
ne bi bilo niceg da me pokoleba

Ref. 2x

U mom srcu stanuje 
jaka sam za sve
jaka za oboje
ali slaba na tebe 

Jaka sam za sve
jaka za oboje
ali slaba na tebe","https://tekstovi.net/2,1156,53229.html",,Pismo - glava,Heads or tails,,"Strofa 1;
1
Dođe mi da vrisnem kada je tišina.
Da se malo stisnem, tamo gdje te ima.
Ja te nešto pitam, šutiš kao riba.
Imao pa nemao - ta me kletva stigla.. Jer ti, jer ti, malo me hoćeš,
A malo me nećeš.
Jer ti, jer ti, doći ćeš pameti
Kad se sreća zavrti.. Refren:
Pismo – glava, bacit ću
Dok se vrti , žmirit’ ću.
Koja strana je da je
Obe padnu na tebe.. Tebi fali jedan gen
Da bi bio savršen
U mom srcu stanuje.
Jaka sam za sve, jaka za oboje,
Ali slaba na tebe.. Strofa2:
Goli smo i sami, k’o Adam i Eva
K’o na kraju, a ne na početku svijeta
Samo da me grliš, kao što i treba
Ne bi bilo ničeg, da me pokoleba.. Refren:
Pismo – glava, bacit ću
Dok se vrti , žmirit’ ću.
Koja strana je da je
Obe padnu na tebe.. Tebi fali jedan gen
Da bi bio savršen
U mom srcu stanuje.
Jaka sam za sve, jaka za oboje,
Ali slaba na tebe.","Verse 1:
I want to scream when there is silence
To squeeze a little somewhere where there is you
I ask you something, you keep quiet like a fish
Have and then lose it - the curse got to me.. Because you, a bit you want me
A bit you don't
Because you, because you, will smarten up
When the wheel of luck start spinning.. Chorus:
Heads or tails, I'll flip the coin
While it spins, I'll close my eyes
Whichever side that it is
Both will fall down on you.. You need one gene
To be perfect
It lives in my heart.
I am strong for everything, strong for both of us
But I am weak on you.. Verse 2:
We are nude and alone, like Adam and Eve
Like at the end, and not at beginning of world
You just hug me, like you should
There wouldn't be anything to stagger me.. Chorus:
Heads or tails, I'll flip the coin
While it spins, I'll close my eyes
Whichever side that it is
Both will fall down on you.. You need one gene
To be perfect
It lives in my heart.
I am strong for everything, strong for both of us
But I am weak on you.",https://lyricstranslate.com/en/pismo-glava-heads-or-tails.html,,,,,,,,,
